代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150231.SZ,申万菱信电子行业A,2015-05-28,--,0.902,0.902,0.902,0.902,337200,304154.4,--,--,0.902,0.2422,1.0022,1.0022,
150231.SZ,申万菱信电子行业A,2015-05-29,0.902,0.812,0.812,0.812,0.812,1269600,1030915.2,-0.09,-9.9778,0.812,0.9119,1.0023,1.0023,
150231.SZ,申万菱信电子行业A,2015-06-01,0.812,0.773,0.792,0.77,0.779,96002448,75111661.1,-0.033,-4.064,0.7824,38.2189,1.0027,1.0027,
150231.SZ,申万菱信电子行业A,2015-06-02,0.779,0.772,0.808,0.768,0.783,63042838,49590683,0.004,0.5135,0.7866,22.1262,1.0029,1.0029,
150231.SZ,申万菱信电子行业A,2015-06-03,0.783,0.783,0.815,0.783,0.81,42089521,33511269.4,0.027,3.4483,0.7962,15.1892,1.003,1.003,
150231.SZ,申万菱信电子行业A,2015-06-04,0.81,0.81,0.815,0.801,0.804,21325206,17234738.4,-0.006,-0.7407,0.8082,9.0273,1.0032,1.0032,
150231.SZ,申万菱信电子行业A,2015-06-05,0.804,0.805,0.813,0.794,0.812,21045160,17000514.4,0.008,0.995,0.8078,10.0184,1.0033,1.0033,
150231.SZ,申万菱信电子行业A,2015-06-08,0.812,0.809,0.809,0.794,0.797,10416777,8322951.6,-0.015,-1.8473,0.799,5.2485,1.0037,1.0037,
150231.SZ,申万菱信电子行业A,2015-06-09,0.797,0.796,0.796,0.78,0.792,9455195,7417947.9,-0.005,-0.6274,0.7845,4.7832,1.0039,1.0039,
150231.SZ,申万菱信电子行业A,2015-06-10,0.792,0.788,0.794,0.777,0.788,8246896,6467850.9,-0.004,-0.5051,0.7843,4.4539,1.004,1.004,
150231.SZ,申万菱信电子行业A,2015-06-11,0.788,0.782,0.801,0.782,0.8,8329890,6620998.7,0.012,1.5228,0.7948,4.551,1.0042,1.0042,
150231.SZ,申万菱信电子行业A,2015-06-12,0.8,0.797,0.807,0.788,0.798,7704114,6143980.9,-0.002,-0.25,0.7975,4.3777,1.0043,1.0043,
150231.SZ,申万菱信电子行业A,2015-06-15,0.798,0.792,0.802,0.787,0.795,12215039,9698238.6,-0.003,-0.3759,0.794,7.2061,1.0047,1.0047,
150231.SZ,申万菱信电子行业A,2015-06-16,0.795,0.789,0.811,0.787,0.806,9589200,7711594.3,0.011,1.3836,0.8042,6.0706,1.0049,1.0049,
150231.SZ,申万菱信电子行业A,2015-06-17,0.806,0.804,0.821,0.801,0.812,6725009,5468455.1,0.006,0.7444,0.8132,4.4868,1.005,1.005,
150231.SZ,申万菱信电子行业A,2015-06-18,0.812,0.819,0.825,0.798,0.798,10472999,8462398.7,-0.014,-1.7241,0.808,7.1896,1.0052,1.0052,
150231.SZ,申万菱信电子行业A,2015-06-19,0.798,0.795,0.811,0.788,0.802,5130120,4093307,0.004,0.5013,0.7979,3.6296,1.0053,1.0053,
150231.SZ,申万菱信电子行业A,2015-06-23,0.802,0.802,0.814,0.79,0.809,4331250,3473542.7,0.007,0.8728,0.802,3.0996,1.0059,1.0059,
150231.SZ,申万菱信电子行业A,2015-06-24,0.809,0.795,0.808,0.792,0.807,4871438,3899869.2,-0.002,-0.2472,0.8006,3.5725,1.006,1.006,
150231.SZ,申万菱信电子行业A,2015-06-25,0.807,0.8,0.813,0.8,0.812,2554075,2068373.4,0.005,0.6196,0.8098,1.906,1.0062,1.0062,
150231.SZ,申万菱信电子行业A,2015-06-26,0.812,0.812,0.83,0.804,0.83,11226716,9176822.4,0.018,2.2167,0.8174,8.4094,1.0063,1.0063,
150231.SZ,申万菱信电子行业A,2015-06-29,0.83,0.813,0.824,0.8,0.816,3431306,2789179.1,-0.014,-1.6867,0.8129,2.5477,1.0067,1.0067,
150231.SZ,申万菱信电子行业A,2015-06-30,0.816,0.801,0.813,0.772,0.791,4159200,3276024.5,-0.025,-3.0637,0.7877,3.0857,1.0069,1.0069,
150231.SZ,申万菱信电子行业A,2015-07-01,0.791,0.778,0.796,0.773,0.792,2911800,2272522.8,0.001,0.1264,0.7805,2.1597,1.007,1.007,
150231.SZ,申万菱信电子行业A,2015-07-02,0.792,0.783,0.79,0.774,0.777,1872910,1464759.9,-0.015,-1.8939,0.7821,1.3864,1.0072,1.0072,
150231.SZ,申万菱信电子行业A,2015-07-03,0.777,0.771,0.793,0.771,0.79,2816082,2212826.4,0.013,1.6731,0.7858,2.0846,1.0073,1.0073,
150231.SZ,申万菱信电子行业A,2015-07-06,0.79,0.799,0.86,0.774,0.833,11371125,9363382.7,0.043,5.443,0.8234,8.4179,1.0077,1.0077,
150231.SZ,申万菱信电子行业A,2015-07-07,0.833,0.834,0.875,0.834,0.851,10086929,8567433.7,0.018,2.1609,0.8494,7.4614,1.0079,1.0079,
150231.SZ,申万菱信电子行业A,2015-07-08,0.851,0.83,0.83,0.766,0.785,10377177,8131983.2,-0.066,-7.7556,0.7836,7.821,1.008,1.008,
150231.SZ,申万菱信电子行业A,2015-07-09,0.785,0.789,0.858,0.789,0.84,19531111,16202151.4,0.055,7.0064,0.8296,15.5993,1.0082,1.0082,
150231.SZ,申万菱信电子行业A,2015-07-10,0.84,0.842,0.871,0.842,0.87,35514828,30224425.5,0.03,3.5714,0.851,27.9454,1.0083,1.0083,
150231.SZ,申万菱信电子行业A,2015-07-13,0.87,0.861,0.883,0.849,0.879,52438515,45351207.4,0.009,1.0345,0.8648,33.0779,1.0087,1.0087,
150231.SZ,申万菱信电子行业A,2015-07-14,0.879,0.863,0.885,0.863,0.883,62004711,54187752.5,0.004,0.4551,0.8739,30.8233,1.0089,1.0089,
150231.SZ,申万菱信电子行业A,2015-07-15,0.883,0.882,0.902,0.881,0.901,61976131,55341188.7,0.018,2.0385,0.8929,29.0827,1.009,1.009,
150231.SZ,申万菱信电子行业A,2015-07-16,0.901,0.899,0.912,0.88,0.91,54113093,48397247.6,0.009,0.9989,0.8944,26.7064,1.0092,1.0092,
150231.SZ,申万菱信电子行业A,2015-07-17,0.91,0.903,0.915,0.894,0.896,48256089,43711682,-0.014,-1.5385,0.9058,27.7264,1.0093,1.0093,
150231.SZ,申万菱信电子行业A,2015-07-20,0.896,0.895,0.895,0.882,0.89,23897635,21277404.8,-0.006,-0.6696,0.8904,16.9761,1.0098,1.0098,
150231.SZ,申万菱信电子行业A,2015-07-21,0.89,0.89,0.895,0.888,0.888,15869000,14144827.6,-0.002,-0.2247,0.8913,11.5218,1.0099,1.0099,
150231.SZ,申万菱信电子行业A,2015-07-22,0.888,0.887,0.887,0.861,0.863,11453024,10025474.1,-0.025,-2.8153,0.8754,8.2642,1.01,1.01,
150231.SZ,申万菱信电子行业A,2015-07-23,0.863,0.854,0.862,0.851,0.852,18682506,16003265.4,-0.011,-1.2746,0.8566,13.2648,1.0102,1.0102,
150231.SZ,申万菱信电子行业A,2015-07-24,0.852,0.847,0.869,0.83,0.867,24185151,20497228.5,0.015,1.7606,0.8475,16.814,1.0103,1.0103,
150231.SZ,申万菱信电子行业A,2015-07-27,0.867,0.851,0.91,0.851,0.898,59795595,51846874.5,0.031,3.5755,0.8671,20.7217,1.0108,1.0108,
150231.SZ,申万菱信电子行业A,2015-07-28,0.898,0.886,0.89,0.86,0.88,86248734,75527944.9,-0.018,-2.0045,0.8757,18.4756,1.0109,1.0109,
150231.SZ,申万菱信电子行业A,2015-07-29,0.88,0.876,0.904,0.86,0.881,126581014,111752217,0.001,0.1136,0.8829,30.1517,1.011,1.011,
150231.SZ,申万菱信电子行业A,2015-07-30,0.881,0.877,0.914,0.876,0.914,83935290,75199854.8,0.033,3.7457,0.8959,23.513,1.0112,1.0112,
150231.SZ,申万菱信电子行业A,2015-07-31,0.914,0.908,0.912,0.897,0.907,29574505,26768267.7,-0.007,-0.7659,0.9051,10.8065,1.0113,1.0113,
150231.SZ,申万菱信电子行业A,2015-08-03,0.907,0.908,0.925,0.904,0.92,48498755,44323236.4,0.013,1.4333,0.9139,19.6834,1.0118,1.0118,
150231.SZ,申万菱信电子行业A,2015-08-04,0.92,0.919,0.919,0.894,0.894,24732171,22366431.1,-0.026,-2.8261,0.9043,12.341,1.0119,1.0119,
150231.SZ,申万菱信电子行业A,2015-08-05,0.894,0.892,0.914,0.888,0.908,16321627,14688675.2,0.014,1.566,0.9,8.427,1.012,1.012,
150231.SZ,申万菱信电子行业A,2015-08-06,0.908,0.911,0.915,0.899,0.911,11511486,10472229.1,0.003,0.3304,0.9097,6.1585,1.0122,1.0122,
150231.SZ,申万菱信电子行业A,2015-08-07,0.911,0.909,0.909,0.895,0.907,26249737,23650730.5,-0.004,-0.4391,0.901,14.1948,1.0123,1.0123,
150231.SZ,申万菱信电子行业A,2015-08-10,0.907,0.9,0.904,0.886,0.888,23980518,21504019.6,-0.019,-2.0948,0.8967,12.9392,1.0128,1.0128,
150231.SZ,申万菱信电子行业A,2015-08-11,0.888,0.888,0.893,0.882,0.888,40868665,36295630.3,0,0,0.8881,21.009,1.0129,1.0129,
150231.SZ,申万菱信电子行业A,2015-08-12,0.888,0.89,0.898,0.885,0.898,49374523,43905476,0.01,1.1261,0.8892,15.9614,1.0131,1.0131,
150231.SZ,申万菱信电子行业A,2015-08-13,0.898,0.897,0.904,0.892,0.892,49609658,44483780.2,-0.006,-0.6682,0.8967,18.572,1.0132,1.0132,
150231.SZ,申万菱信电子行业A,2015-08-14,0.892,0.89,0.9,0.887,0.897,24933792,22280173.2,0.005,0.5605,0.8936,8.3446,1.0133,1.0133,
150231.SZ,申万菱信电子行业A,2015-08-17,0.897,0.898,0.91,0.898,0.908,31525056,28566102,0.011,1.2263,0.9061,12.1187,1.0138,1.0138,
150231.SZ,申万菱信电子行业A,2015-08-18,0.908,0.906,0.924,0.906,0.922,46735184,42780188.6,0.014,1.5419,0.9154,19.3372,1.0139,1.0139,
150231.SZ,申万菱信电子行业A,2015-08-19,0.922,0.92,0.921,0.911,0.912,26302936,24112937.6,-0.01,-1.0846,0.9167,12.4671,1.0141,1.0141,
150231.SZ,申万菱信电子行业A,2015-08-20,0.912,0.913,0.922,0.911,0.921,16621669,15251500.2,0.009,0.9868,0.9176,8.2188,1.0142,1.0142,
150231.SZ,申万菱信电子行业A,2015-08-21,0.921,0.92,0.924,0.918,0.922,15949175,14693157.2,0.001,0.1086,0.9212,8.3265,1.0143,1.0143,
150231.SZ,申万菱信电子行业A,2015-08-24,0.922,0.921,0.929,0.916,0.927,33334438,30706689.9,0.005,0.5423,0.9212,18.69,1.0148,1.0148,
150231.SZ,申万菱信电子行业A,2015-08-25,0.927,0.924,0.93,0.919,0.92,18877627,17418705.3,-0.007,-0.7551,0.9227,12.7161,1.0149,1.0149,
150231.SZ,申万菱信电子行业A,2015-08-26,0.92,0.912,0.924,0.9,0.92,19558563,17922886,0,0,0.9164,14.5801,1.0151,1.0151,
150231.SZ,申万菱信电子行业A,2015-08-27,0.92,0.915,0.934,0.913,0.926,11790755,10901177.5,0.006,0.6522,0.9246,9.0755,1.0152,1.0152,
150231.SZ,申万菱信电子行业A,2015-08-28,0.926,0.922,0.937,0.92,0.928,8005468,7442845.9,0.002,0.216,0.9297,6.5105,1.0153,1.0153,
150231.SZ,申万菱信电子行业A,2015-08-31,0.928,0.929,0.953,0.929,0.953,12017427,11316338.2,0.025,2.694,0.9417,10.0746,1.0158,1.0158,
150231.SZ,申万菱信电子行业A,2015-09-01,0.953,0.945,0.969,0.943,0.969,9356560,8982443,0.016,1.6789,0.96,8.3169,1.0159,1.0159,
150231.SZ,申万菱信电子行业A,2015-09-02,0.969,0.97,0.977,0.952,0.967,17582709,16960185.9,-0.002,-0.2064,0.9646,16.6958,1.0161,1.0161,
150231.SZ,申万菱信电子行业A,2015-09-07,0.967,0.963,0.964,0.945,0.961,7701649,7357202.9,-0.006,-0.6205,0.9553,8.2495,1.0168,1.0168,
150231.SZ,申万菱信电子行业A,2015-09-08,0.961,0.955,0.964,0.955,0.962,10465391,10033851.4,0.001,0.1041,0.9588,10.8655,1.0169,1.0169,
150231.SZ,申万菱信电子行业A,2015-09-09,0.962,0.956,0.957,0.951,0.954,3812991,3635841.4,-0.008,-0.8316,0.9535,4.236,1.0171,1.0171,
150231.SZ,申万菱信电子行业A,2015-09-10,0.954,0.954,0.958,0.954,0.958,4358692,4166869.1,0.004,0.4193,0.956,4.8229,1.0172,1.0172,
150231.SZ,申万菱信电子行业A,2015-09-11,0.958,0.957,0.961,0.957,0.959,3180856,3052343,0.001,0.1044,0.9596,3.528,1.0174,1.0174,
150231.SZ,申万菱信电子行业A,2015-09-14,0.959,0.956,0.966,0.956,0.966,6258339,6022810.9,0.007,0.7299,0.9624,7.097,1.0178,1.0178,
150231.SZ,申万菱信电子行业A,2015-09-15,0.966,0.965,0.969,0.963,0.969,4496074,4342972.5,0.003,0.3106,0.9659,5.1761,1.0179,1.0179,
150231.SZ,申万菱信电子行业A,2015-09-16,0.969,0.968,0.969,0.96,0.961,2748725,2650378.9,-0.008,-0.8256,0.9642,3.2144,1.0181,1.0181,
150231.SZ,申万菱信电子行业A,2015-09-17,0.961,0.96,0.964,0.959,0.964,6823800,6556342.2,0.003,0.3122,0.9608,7.9499,1.0182,1.0182,
150231.SZ,申万菱信电子行业A,2015-09-18,0.964,0.964,0.967,0.961,0.967,5413532,5221304.5,0.003,0.3112,0.9645,6.325,1.0184,1.0184,
150231.SZ,申万菱信电子行业A,2015-09-21,0.967,0.967,0.972,0.966,0.966,6069000,5876229.1,-0.001,-0.1034,0.9682,7.1166,1.0188,1.0188,
150231.SZ,申万菱信电子行业A,2015-09-22,0.966,0.966,0.971,0.966,0.971,8586067,8318718.2,0.005,0.5176,0.9689,10.2279,1.0189,1.0189,
150231.SZ,申万菱信电子行业A,2015-09-23,0.971,0.974,0.978,0.973,0.975,6177953,6028293,0.004,0.4119,0.9758,7.4371,1.0191,1.0191,
150231.SZ,申万菱信电子行业A,2015-09-24,0.975,0.976,0.977,0.975,0.977,2386000,2329081,0.002,0.2051,0.9761,2.9534,1.0192,1.0192,
150231.SZ,申万菱信电子行业A,2015-09-25,0.977,0.977,0.979,0.975,0.977,2125800,2076466.3,0,0,0.9768,2.663,1.0194,1.0194,
150231.SZ,申万菱信电子行业A,2015-09-28,0.977,0.976,0.977,0.974,0.977,1170400,1142313.9,0,0,0.976,1.4786,1.0198,1.0198,
150231.SZ,申万菱信电子行业A,2015-09-29,0.977,0.975,0.978,0.975,0.978,1786800,1744905.3,0.001,0.1024,0.9766,2.2785,1.0199,1.0199,
150231.SZ,申万菱信电子行业A,2015-09-30,0.978,0.976,0.978,0.976,0.978,2949766,2879878.2,0,0,0.9763,3.8344,1.0201,1.0201,
150231.SZ,申万菱信电子行业A,2015-10-08,0.978,0.972,0.976,0.97,0.971,3454100,3354416.2,-0.007,-0.7157,0.9711,4.6305,1.0212,1.0212,
150231.SZ,申万菱信电子行业A,2015-10-09,0.971,0.97,0.973,0.97,0.971,2264398,2198708,0,0,0.971,3.0454,1.0214,1.0214,
150231.SZ,申万菱信电子行业A,2015-10-12,0.971,0.971,0.972,0.96,0.966,9903101,9586019.5,-0.005,-0.5149,0.968,13.4255,1.0218,1.0218,
150231.SZ,申万菱信电子行业A,2015-10-13,0.966,0.964,0.966,0.961,0.961,2774400,2669857,-0.005,-0.5176,0.9623,3.8677,1.0219,1.0219,
150231.SZ,申万菱信电子行业A,2015-10-14,0.961,0.958,0.963,0.956,0.961,6369797,6111505,0,0,0.9595,7.0602,1.0221,1.0221,
150231.SZ,申万菱信电子行业A,2015-10-15,0.961,0.961,0.965,0.956,0.956,8621997,8279910.6,-0.005,-0.5203,0.9603,9.9454,1.0222,1.0222,
150231.SZ,申万菱信电子行业A,2015-10-16,0.956,0.955,0.956,0.948,0.948,10731487,10208341.9,-0.008,-0.8368,0.9513,12.3466,1.0224,1.0224,
150231.SZ,申万菱信电子行业A,2015-10-19,0.948,0.943,0.954,0.943,0.952,4800885,4553627.2,0.004,0.4219,0.9485,5.2001,1.0228,1.0228,
