代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502021.SH,国金上证50A,2015-06-05,--,1.001,1.001,0.901,0.93,3928250,3607705,--,--,0.9184,4.1294,1.002,1.002,
502021.SH,国金上证50A,2015-06-08,0.93,0.94,0.99,0.87,0.888,6353926,5699118,-0.042,-4.5161,0.8969,26.6299,1.002,1.002,
502021.SH,国金上证50A,2015-06-09,0.888,0.87,0.87,0.831,0.838,5583300,4719984,-0.05,-5.6306,0.8454,16.1697,1.002,1.002,
502021.SH,国金上证50A,2015-06-10,0.838,0.837,0.841,0.818,0.836,5359500,4461402,-0.002,-0.2387,0.8324,16.0907,1.002,1.002,
502021.SH,国金上证50A,2015-06-11,0.836,0.833,0.837,0.828,0.837,3948750,3288639,0.001,0.1196,0.8328,11.4048,1.003,1.003,
502021.SH,国金上证50A,2015-06-12,0.837,0.837,0.842,0.831,0.831,3146350,2623143,-0.006,-0.7168,0.8337,9.8918,1.003,1.003,
502021.SH,国金上证50A,2015-06-15,0.831,0.833,0.834,0.827,0.828,2249300,1866237,-0.003,-0.361,0.8297,6.9762,1.003,1.003,
502021.SH,国金上证50A,2015-06-16,0.828,0.828,0.831,0.821,0.831,2196500,1821096,0.003,0.3623,0.8291,6.7433,1.003,1.003,
502021.SH,国金上证50A,2015-06-17,0.831,0.832,0.836,0.827,0.83,2241100,1863180,-0.001,-0.1203,0.8314,6.6552,1.003,1.003,
502021.SH,国金上证50A,2015-06-18,0.83,0.832,0.833,0.826,0.829,4379575,3634178,-0.001,-0.1205,0.8298,12.613,1.004,1.004,
502021.SH,国金上证50A,2015-06-19,0.829,0.829,0.833,0.828,0.83,3820540,3172074,0.001,0.1206,0.8303,10.6767,1.004,1.004,
502021.SH,国金上证50A,2015-06-23,0.83,0.829,0.83,0.821,0.826,4872700,4025546,-0.004,-0.4819,0.8261,12.8594,1.004,1.004,
502021.SH,国金上证50A,2015-06-24,0.826,0.826,0.829,0.823,0.828,5115950,4228668,0.002,0.2421,0.8266,13.4307,1.005,1.005,
502021.SH,国金上证50A,2015-06-25,0.828,0.83,0.841,0.826,0.838,2549765,2125277,0.01,1.2077,0.8335,6.6776,1.005,1.005,
502021.SH,国金上证50A,2015-06-26,0.838,0.839,0.899,0.833,0.87,8245849,7020599,0.032,3.8186,0.8514,20.8898,1.005,1.005,
502021.SH,国金上证50A,2015-06-29,0.87,0.845,0.849,0.82,0.83,6412049,5359579,-0.04,-4.5977,0.8359,15.6074,1.005,1.005,
502021.SH,国金上证50A,2015-06-30,0.83,0.828,0.832,0.81,0.816,9946150,8181599,-0.014,-1.6867,0.8226,24.2096,1.006,1.006,
502021.SH,国金上证50A,2015-07-01,0.816,0.816,0.823,0.808,0.816,2638350,2149822,0,0,0.8148,6.3662,1.006,1.006,
502021.SH,国金上证50A,2015-07-02,0.816,0.811,0.814,0.802,0.804,3556500,2865890,-0.012,-1.4706,0.8058,8.4587,1.006,1.006,
502021.SH,国金上证50A,2015-07-03,0.804,0.801,0.812,0.78,0.808,3698050,2961534,0.004,0.4975,0.8008,8.6728,1.006,1.006,
502021.SH,国金上证50A,2015-07-06,0.808,0.805,0.832,0.799,0.823,12796575,10386891,0.015,1.8564,0.8117,31.2335,1.006,1.006,
502021.SH,国金上证50A,2015-07-07,0.823,0.823,0.849,0.82,0.845,13339375,11190806,0.022,2.6731,0.8389,31.907,1.007,1.007,
502021.SH,国金上证50A,2015-07-08,0.845,0.829,0.829,0.765,0.798,11167450,8891650,-0.047,-5.5621,0.7962,26.4125,1.007,1.007,
502021.SH,国金上证50A,2015-07-09,0.798,0.81,0.84,0.799,0.83,13375900,10919449,0.032,4.01,0.8164,29.7646,1.007,1.007,
502021.SH,国金上证50A,2015-07-10,0.83,0.823,0.843,0.815,0.838,15898674,13286711,0.008,0.9639,0.8357,36.1433,1.007,1.007,
502021.SH,国金上证50A,2015-07-13,0.838,0.837,0.85,0.833,0.844,12284574,10334846,0.006,0.716,0.8413,27.9753,1.008,1.008,
502021.SH,国金上证50A,2015-07-14,0.844,0.841,0.87,0.836,0.865,5931662,5042022,0.021,2.4882,0.85,13.4297,1.008,1.008,
502021.SH,国金上证50A,2015-07-15,0.865,0.866,0.889,0.851,0.887,9048343,7966577,0.022,2.5434,0.8804,22.6699,1.008,1.008,
502021.SH,国金上证50A,2015-07-16,0.887,0.886,0.896,0.862,0.889,5110707,4514515,0.002,0.2255,0.8833,13.9438,1.008,1.008,
502021.SH,国金上证50A,2015-07-17,0.889,0.887,0.899,0.884,0.884,6676007,5980597,-0.005,-0.5624,0.8958,19.4102,1.008,1.008,
502021.SH,国金上证50A,2015-07-20,0.884,0.888,0.893,0.88,0.887,6336550,5614455,0.003,0.3394,0.886,19.4354,1.009,1.009,
502021.SH,国金上证50A,2015-07-21,0.887,0.887,0.891,0.882,0.886,5881981,5218170,-0.001,-0.1127,0.8871,18.1629,1.009,1.009,
502021.SH,国金上证50A,2015-07-22,0.886,0.888,0.888,0.868,0.868,4359781,3812455,-0.018,-2.0316,0.8745,13.6971,1.009,1.009,
502021.SH,国金上证50A,2015-07-23,0.868,0.867,0.871,0.856,0.857,5781650,4997460,-0.011,-1.2673,0.8644,19.7905,1.009,1.009,
502021.SH,国金上证50A,2015-07-24,0.857,0.852,0.862,0.849,0.862,3668250,3141307,0.005,0.5834,0.8564,12.8675,1.009,1.009,
502021.SH,国金上证50A,2015-07-27,0.862,0.862,0.895,0.851,0.894,3565308,3091032,0.032,3.7123,0.867,12.2948,1.01,1.01,
502021.SH,国金上证50A,2015-07-28,0.894,0.893,0.894,0.873,0.891,6730050,5991305,-0.003,-0.3356,0.8902,22.586,1.01,1.01,
502021.SH,国金上证50A,2015-07-29,0.891,0.877,0.92,0.877,0.893,6332993,5727524,0.002,0.2245,0.9044,21.1292,1.01,1.01,
502021.SH,国金上证50A,2015-07-30,0.893,0.887,0.901,0.887,0.897,723500,645197,0.004,0.4479,0.8918,2.414,1.01,1.01,
