¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150076.SZ,’„…ÃŒ»Ω°,2015-04-03,0.926,0.926,0.929,0.914,0.929,201900,185879.8,0.003,0.324,0.9207,3.631,1.015,1.177,
150076.SZ,’„…ÃŒ»Ω°,2015-04-07,0.929,0.929,0.934,0.92,0.933,457535,426190.3,0.004,0.4306,0.9315,8.2706,1.015,1.177,
150076.SZ,’„…ÃŒ»Ω°,2015-04-08,0.933,0.933,0.933,0.921,0.93,184000,170454.5,-0.003,-0.3215,0.9264,3.3664,1.015,1.177,
150076.SZ,’„…ÃŒ»Ω°,2015-04-09,0.93,0.925,0.93,0.916,0.918,100224,92114.9,-0.012,-1.2903,0.9191,1.835,1.016,1.178,
150076.SZ,’„…ÃŒ»Ω°,2015-04-10,0.918,0.913,0.926,0.913,0.925,250290,230979,0.007,0.7625,0.9228,4.591,1.016,1.178,
150076.SZ,’„…ÃŒ»Ω°,2015-04-13,0.925,0.919,0.93,0.915,0.924,251100,231356.6,-0.001,-0.1081,0.9214,4.6084,1.016,1.178,
150076.SZ,’„…ÃŒ»Ω°,2015-04-14,0.924,0.923,0.99,0.915,0.954,495900,469698.7,0.03,3.2468,0.9472,9.0962,1.016,1.178,
150076.SZ,’„…ÃŒ»Ω°,2015-04-15,0.954,0.955,0.956,0.936,0.937,200600,190448.6,-0.017,-1.782,0.9494,3.6691,1.017,1.179,
150076.SZ,’„…ÃŒ»Ω°,2015-04-16,0.937,0.947,0.955,0.914,0.932,119800,112034,-0.005,-0.5336,0.9352,2.1934,1.017,1.179,
150076.SZ,’„…ÃŒ»Ω°,2015-04-17,0.932,0.932,0.952,0.928,0.93,351600,327441.7,-0.002,-0.2146,0.9313,6.4529,1.017,1.179,
150076.SZ,’„…ÃŒ»Ω°,2015-04-20,0.93,0.916,0.934,0.916,0.922,257100,238703.3,-0.008,-0.8602,0.9284,4.7271,1.017,1.179,
150076.SZ,’„…ÃŒ»Ω°,2015-04-21,0.922,0.915,0.945,0.915,0.94,119900,111597.9,0.018,1.9523,0.9308,2.2014,1.017,1.179,
150076.SZ,’„…ÃŒ»Ω°,2015-04-22,0.94,0.939,0.939,0.91,0.934,112652,103688.7,-0.006,-0.6383,0.9204,2.0683,1.018,1.18,
150076.SZ,’„…ÃŒ»Ω°,2015-04-23,0.934,0.934,0.934,0.916,0.934,208202,194092.4,0,0,0.9322,3.8226,1.018,1.18,
150076.SZ,’„…ÃŒ»Ω°,2015-04-24,0.934,0.934,0.934,0.92,0.93,175200,163342.5,-0.004,-0.4283,0.9323,3.2206,1.018,1.18,
150076.SZ,’„…ÃŒ»Ω°,2015-04-27,0.93,0.919,0.935,0.919,0.935,106300,99227.8,0.005,0.5376,0.9335,1.9613,1.018,1.18,
150076.SZ,’„…ÃŒ»Ω°,2015-04-28,0.935,0.935,0.936,0.921,0.934,125730,117191.5,-0.001,-0.107,0.9321,2.3324,1.019,1.181,
150076.SZ,’„…ÃŒ»Ω°,2015-04-29,0.934,0.927,0.95,0.916,0.94,288700,268477.4,0.006,0.6424,0.93,5.3782,1.019,1.181,
150076.SZ,’„…ÃŒ»Ω°,2015-04-30,0.94,0.94,0.945,0.923,0.934,47430,44088.4,-0.006,-0.6383,0.9295,0.9155,1.019,1.181,
150076.SZ,’„…ÃŒ»Ω°,2015-05-04,0.934,0.921,0.95,0.921,0.937,166318,156454.7,0.003,0.3212,0.9407,3.2134,1.02,1.182,
150076.SZ,’„…ÃŒ»Ω°,2015-05-05,0.937,0.937,0.945,0.927,0.931,108700,101284.6,-0.006,-0.6403,0.9318,2.102,1.02,1.182,
150076.SZ,’„…ÃŒ»Ω°,2015-05-06,0.931,0.937,0.946,0.931,0.931,121900,114532.7,0,0,0.9396,2.3807,1.02,1.182,
150076.SZ,’„…ÃŒ»Ω°,2015-05-07,0.931,0.93,0.946,0.93,0.931,159100,148967.9,0,0,0.9363,3.1277,1.02,1.182,
150076.SZ,’„…ÃŒ»Ω°,2015-05-08,0.931,0.935,0.943,0.928,0.943,201165,188315.3,0.012,1.2889,0.9361,4.0451,1.02,1.182,
150076.SZ,’„…ÃŒ»Ω°,2015-05-11,0.943,0.93,0.944,0.928,0.94,205100,191189.2,-0.003,-0.3181,0.9322,4.1512,1.021,1.183,
150076.SZ,’„…ÃŒ»Ω°,2015-05-12,0.94,0.932,0.944,0.932,0.944,213356,200890.9,0.004,0.4255,0.9416,4.3299,1.021,1.183,
150076.SZ,’„…ÃŒ»Ω°,2015-05-13,0.944,0.944,0.945,0.936,0.938,316959,297997.8,-0.006,-0.6356,0.9402,6.5111,1.021,1.183,
150076.SZ,’„…ÃŒ»Ω°,2015-05-14,0.938,0.944,0.951,0.939,0.951,146700,138681.8,0.013,1.3859,0.9453,3.1624,1.021,1.183,
150076.SZ,’„…ÃŒ»Ω°,2015-05-15,0.951,0.94,0.956,0.94,0.953,116000,109651.8,0.002,0.2103,0.9453,2.5833,1.021,1.183,
150076.SZ,’„…ÃŒ»Ω°,2015-05-18,0.953,0.95,0.95,0.942,0.942,25100,23747.5,-0.011,-1.1542,0.9461,0.5633,1.022,1.184,
150076.SZ,’„…ÃŒ»Ω°,2015-05-19,0.942,0.942,0.948,0.939,0.944,112700,106321.3,0.002,0.2123,0.9434,2.5259,1.022,1.184,
150076.SZ,’„…ÃŒ»Ω°,2015-05-20,0.944,0.949,1.03,0.947,0.98,182685,178388.1,0.036,3.8136,0.9765,4.1679,1.022,1.184,
150076.SZ,’„…ÃŒ»Ω°,2015-05-21,0.98,0.963,0.995,0.96,0.99,365985,361097.2,0.01,1.0204,0.9866,8.3629,1.022,1.184,
150076.SZ,’„…ÃŒ»Ω°,2015-05-22,0.99,1.02,1.02,0.967,0.989,451200,442417.9,-0.001,-0.101,0.9805,10.3484,1.022,1.184,
150076.SZ,’„…ÃŒ»Ω°,2015-05-25,0.989,0.987,0.987,0.967,0.981,450735,439715,-0.008,-0.8089,0.9756,10.3208,1.023,1.185,
150076.SZ,’„…ÃŒ»Ω°,2015-05-26,0.981,0.981,0.981,0.952,0.966,245100,236445.9,-0.015,-1.5291,0.9647,5.6122,1.023,1.185,
150076.SZ,’„…ÃŒ»Ω°,2015-05-27,0.966,0.952,0.952,0.898,0.908,1369304,1242033.5,-0.058,-6.0041,0.9071,24.7121,1.023,1.185,
150076.SZ,’„…ÃŒ»Ω°,2015-05-28,0.908,0.891,0.95,0.848,0.906,2112906,1843293,-0.002,-0.2203,0.8724,15.529,1.023,1.185,
150076.SZ,’„…ÃŒ»Ω°,2015-05-29,0.906,0.9,0.91,0.853,0.875,1527518,1362650.1,-0.031,-3.4216,0.8921,11.9666,1.023,1.185,
150076.SZ,’„…ÃŒ»Ω°,2015-06-01,0.875,0.883,0.901,0.858,0.886,688467,607975.8,0.011,1.2571,0.8831,5.9234,1.024,1.186,
150076.SZ,’„…ÃŒ»Ω°,2015-06-02,0.886,0.887,0.894,0.868,0.884,431951,383765.7,-0.002,-0.2257,0.8884,4.1292,1.024,1.186,
150076.SZ,’„…ÃŒ»Ω°,2015-06-03,0.884,0.87,0.888,0.851,0.88,485443,423164.4,-0.004,-0.4525,0.8717,5.1658,1.024,1.186,
150076.SZ,’„…ÃŒ»Ω°,2015-06-04,0.88,0.869,0.886,0.864,0.882,1861646,1629990.3,0.002,0.2273,0.8756,19.9346,1.024,1.186,
150076.SZ,’„…ÃŒ»Ω°,2015-06-05,0.882,0.886,0.898,0.875,0.888,858869,758085.9,0.006,0.6803,0.8827,10.4924,1.025,1.187,
150076.SZ,’„…ÃŒ»Ω°,2015-06-08,0.888,0.876,0.896,0.874,0.88,622500,550917,-0.008,-0.9009,0.885,8.1023,1.025,1.187,
150076.SZ,’„…ÃŒ»Ω°,2015-06-09,0.88,0.88,0.882,0.85,0.879,404600,354705.4,-0.001,-0.1136,0.8767,5.2723,1.025,1.187,
150076.SZ,’„…ÃŒ»Ω°,2015-06-10,0.879,0.86,0.887,0.854,0.881,210754,185458.5,0.002,0.2275,0.88,2.7735,1.025,1.187,
150076.SZ,’„…ÃŒ»Ω°,2015-06-11,0.881,0.865,0.887,0.865,0.884,449650,395848.2,0.003,0.3405,0.8803,6.0859,1.026,1.188,
150076.SZ,’„…ÃŒ»Ω°,2015-06-12,0.884,0.88,0.887,0.88,0.887,241718,213687.4,0.003,0.3394,0.884,3.4514,1.026,1.188,
150076.SZ,’„…ÃŒ»Ω°,2015-06-15,0.887,0.889,0.889,0.881,0.886,143719,127282.5,-0.001,-0.1127,0.8856,2.1026,1.026,1.188,
150076.SZ,’„…ÃŒ»Ω°,2015-06-16,0.886,0.887,0.893,0.872,0.887,227800,200854.8,0.001,0.1129,0.8817,3.4342,1.026,1.188,
150076.SZ,’„…ÃŒ»Ω°,2015-06-17,0.887,0.888,0.906,0.885,0.895,211800,190086.3,0.008,0.9019,0.8975,3.2439,1.026,1.188,
150076.SZ,’„…ÃŒ»Ω°,2015-06-18,0.895,0.895,0.9,0.837,0.899,203551,181608.9,0.004,0.4469,0.8922,3.1658,1.027,1.189,
150076.SZ,’„…ÃŒ»Ω°,2015-06-19,0.899,0.898,0.909,0.89,0.906,170800,154010.2,0.007,0.7786,0.9017,2.6944,1.027,1.189,
150076.SZ,’„…ÃŒ»Ω°,2015-06-23,0.906,0.906,0.906,0.87,0.88,76400,67329.6,-0.026,-2.8698,0.8813,1.2366,1.027,1.189,
150076.SZ,’„…ÃŒ»Ω°,2015-06-24,0.88,0.895,0.908,0.871,0.907,99952,88971.6,0.027,3.0682,0.8901,1.6286,1.028,1.19,
150076.SZ,’„…ÃŒ»Ω°,2015-06-25,0.907,0.899,0.909,0.877,0.891,142068,128288,-0.016,-1.7641,0.903,2.3193,1.028,1.19,
150076.SZ,’„…ÃŒ»Ω°,2015-06-26,0.891,0.88,0.905,0.878,0.9,127200,113968.5,0.009,1.0101,0.896,2.0823,1.028,1.19,
150076.SZ,’„…ÃŒ»Ω°,2015-06-29,0.9,0.9,0.905,0.88,0.887,346712,307338.7,-0.013,-1.4444,0.8864,5.7191,1.028,1.19,
150076.SZ,’„…ÃŒ»Ω°,2015-06-30,0.887,0.897,0.909,0.883,0.888,547672,491751.1,0.001,0.1127,0.8979,9.4229,1.029,1.191,
150076.SZ,’„…ÃŒ»Ω°,2015-07-01,0.888,0.888,0.899,0.881,0.887,78100,69124.9,-0.001,-0.1126,0.8851,1.4464,1.029,1.191,
150076.SZ,’„…ÃŒ»Ω°,2015-07-02,0.887,0.884,0.898,0.884,0.894,97772,87234.3,0.007,0.7892,0.8922,1.8156,1.029,1.191,
150076.SZ,’„…ÃŒ»Ω°,2015-07-03,0.894,0.888,0.894,0.874,0.877,81272,71847,-0.017,-1.9016,0.884,1.5228,1.029,1.191,
150076.SZ,’„…ÃŒ»Ω°,2015-07-06,0.877,0.877,0.889,0.828,0.876,124811,108437.9,-0.001,-0.114,0.8688,2.3352,1.029,1.191,
150076.SZ,’„…ÃŒ»Ω°,2015-07-07,0.876,0.87,0.887,0.865,0.87,95300,83691,-0.006,-0.6849,0.8782,1.7706,1.03,1.192,
150076.SZ,’„…ÃŒ»Ω°,2015-07-08,0.87,0.861,0.874,0.835,0.835,264252,225692,-0.035,-4.023,0.8541,4.928,1.03,1.192,
150076.SZ,’„…ÃŒ»Ω°,2015-07-09,0.835,0.846,0.891,0.845,0.891,219373,190231.2,0.056,6.7066,0.8672,4.1794,1.03,1.192,
150076.SZ,’„…ÃŒ»Ω°,2015-07-10,0.891,0.9,0.9,0.871,0.9,98700,88409,0.009,1.0101,0.8957,1.943,1.03,1.192,
150076.SZ,’„…ÃŒ»Ω°,2015-07-13,0.9,0.98,0.98,0.878,0.914,146352,132588.4,0.014,1.5556,0.906,2.8733,1.031,1.193,
150076.SZ,’„…ÃŒ»Ω°,2015-07-14,0.914,0.909,0.909,0.875,0.895,46500,41252.9,-0.019,-2.0788,0.8872,0.9129,1.031,1.193,
150076.SZ,’„…ÃŒ»Ω°,2015-07-15,0.895,0.89,0.98,0.875,0.98,472696,431096.4,0.085,9.4972,0.912,9.2674,1.031,1.193,
150076.SZ,’„…ÃŒ»Ω°,2015-07-16,0.98,0.917,0.98,0.917,0.978,235459,227624,-0.002,-0.2041,0.9667,4.8765,1.031,1.193,
150076.SZ,’„…ÃŒ»Ω°,2015-07-17,0.978,0.978,1.029,0.954,1.029,265490,259938.3,0.051,5.2147,0.9791,5.7579,1.031,1.193,
150076.SZ,’„…ÃŒ»Ω°,2015-07-20,1.029,0.973,1.079,0.973,1.052,153453,157434.6,0.023,2.2352,1.0259,3.4131,1.032,1.194,
150076.SZ,’„…ÃŒ»Ω°,2015-07-21,1.052,0.96,1.055,0.96,1.026,91985,92412.9,-0.026,-2.4715,1.0047,2.0496,1.032,1.194,
150076.SZ,’„…ÃŒ»Ω°,2015-07-22,1.026,1.05,1.125,0.975,0.98,515000,511013.3,-0.046,-4.4834,0.9923,11.647,1.032,1.194,
150076.SZ,’„…ÃŒ»Ω°,2015-07-23,0.98,0.97,1.05,0.95,1.05,172500,166383.2,0.07,7.1429,0.9645,4.0901,1.032,1.194,
150076.SZ,’„…ÃŒ»Ω°,2015-07-24,1.05,0.999,1.048,0.955,1.035,204644,210361.5,-0.015,-1.4286,1.0279,4.9634,1.032,1.194,
150076.SZ,’„…ÃŒ»Ω°,2015-07-27,1.035,0.986,1.114,0.986,1.05,170900,175490.7,0.015,1.4493,1.0269,4.1466,1.033,1.195,
150076.SZ,’„…ÃŒ»Ω°,2015-07-28,1.05,1.045,1.046,0.955,0.998,146000,146822.8,-0.052,-4.9524,1.0056,3.5145,1.033,1.195,
150076.SZ,’„…ÃŒ»Ω°,2015-07-29,0.998,0.997,0.997,0.957,0.996,158875,155119.8,-0.002,-0.2004,0.9764,3.8142,1.033,1.195,
150076.SZ,’„…ÃŒ»Ω°,2015-07-30,0.996,0.991,0.991,0.965,0.983,95300,93157.5,-0.013,-1.3052,0.9775,2.2879,1.033,1.195,
150076.SZ,’„…ÃŒ»Ω°,2015-07-31,0.983,0.983,1.039,0.966,0.98,119644,116171.4,-0.003,-0.3052,0.971,2.8731,1.033,1.195,
150076.SZ,’„…ÃŒ»Ω°,2015-08-03,0.98,0.986,0.995,0.965,0.995,143275,140728,0.015,1.5306,0.9822,3.4576,1.034,1.196,
150076.SZ,’„…ÃŒ»Ω°,2015-08-04,0.995,0.976,1.054,0.976,1.054,221319,221418.5,0.059,5.9296,1.0004,5.4623,1.034,1.196,
150076.SZ,’„…ÃŒ»Ω°,2015-08-05,1.054,1.047,1.047,0.99,1.039,235919,240514.5,-0.015,-1.4231,1.0195,5.829,1.034,1.196,
150076.SZ,’„…ÃŒ»Ω°,2015-08-06,1.039,1.001,1.033,0.983,1.032,237419,238459,-0.007,-0.6737,1.0044,5.8236,1.034,1.196,
150076.SZ,’„…ÃŒ»Ω°,2015-08-07,1.032,1.023,1.023,0.987,0.991,184795,183578,-0.041,-3.9729,0.9934,4.4753,1.035,1.197,
150076.SZ,’„…ÃŒ»Ω°,2015-08-10,0.991,0.981,0.986,0.965,0.976,293900,286471.2,-0.015,-1.5136,0.9747,6.6605,1.035,1.197,
150076.SZ,’„…ÃŒ»Ω°,2015-08-11,0.976,0.976,0.976,0.961,0.969,179895,173846.5,-0.007,-0.7172,0.9664,4.1349,1.035,1.197,
150076.SZ,’„…ÃŒ»Ω°,2015-08-12,0.969,0.965,0.968,0.963,0.967,328445,317207.2,-0.002,-0.2064,0.9658,7.6359,1.035,1.197,
150076.SZ,’„…ÃŒ»Ω°,2015-08-13,0.967,0.967,0.994,0.96,0.977,225725,220293.4,0.01,1.0341,0.9759,5.42,1.035,1.197,
150076.SZ,’„…ÃŒ»Ω°,2015-08-14,0.977,0.968,0.978,0.966,0.97,404740,392653.3,-0.007,-0.7165,0.9701,9.7592,1.036,1.198,
150076.SZ,’„…ÃŒ»Ω°,2015-08-17,0.97,0.968,0.971,0.96,0.971,235300,227278.1,0.001,0.1031,0.9659,5.7422,1.036,1.198,
150076.SZ,’„…ÃŒ»Ω°,2015-08-18,0.971,0.971,0.976,0.964,0.976,224962,218482,0.005,0.5149,0.9712,5.561,1.036,1.198,
150076.SZ,’„…ÃŒ»Ω°,2015-08-19,0.976,0.971,0.972,0.965,0.972,71900,69732.9,-0.004,-0.4098,0.9699,1.7858,1.036,1.198,
150076.SZ,’„…ÃŒ»Ω°,2015-08-20,0.972,0.972,0.977,0.97,0.975,140400,136595.4,0.003,0.3086,0.9729,3.5107,1.037,1.199,
150076.SZ,’„…ÃŒ»Ω°,2015-08-21,0.975,0.97,0.979,0.967,0.973,113000,109730.3,-0.002,-0.2051,0.9711,2.8507,1.037,1.199,
150076.SZ,’„…ÃŒ»Ω°,2015-08-24,0.973,0.965,0.967,0.932,0.94,68900,65660,-0.033,-3.3916,0.953,1.731,1.037,1.199,
150076.SZ,’„…ÃŒ»Ω°,2015-08-25,0.94,0.94,0.94,0.911,0.925,236600,219620.6,-0.015,-1.5957,0.9282,5.944,1.037,1.199,
150076.SZ,’„…ÃŒ»Ω°,2015-08-26,0.925,0.925,0.949,0.924,0.944,217150,202206.3,0.019,2.0541,0.9312,5.4554,1.037,1.199,
150076.SZ,’„…ÃŒ»Ω°,2015-08-27,0.944,0.944,0.961,0.93,0.958,157300,148659,0.014,1.4831,0.9451,3.9628,1.038,1.2,
150076.SZ,’„…ÃŒ»Ω°,2015-08-28,0.958,0.935,0.963,0.935,0.963,242100,229402.9,0.005,0.5219,0.9476,6.2239,1.038,1.2,
150076.SZ,’„…ÃŒ»Ω°,2015-08-31,0.963,0.942,0.965,0.942,0.964,202685,193883,0.001,0.1038,0.9566,5.444,1.038,1.2,
150076.SZ,’„…ÃŒ»Ω°,2015-09-01,0.964,0.964,0.997,0.959,0.994,276235,269878.5,0.03,3.112,0.977,7.5354,1.038,1.2,
150076.SZ,’„…ÃŒ»Ω°,2015-09-02,0.994,0.972,0.995,0.972,0.988,200185,197683.2,-0.006,-0.6036,0.9875,5.7371,1.039,1.201,
150076.SZ,’„…ÃŒ»Ω°,2015-09-07,0.988,0.985,0.988,0.985,0.987,75585,74559.9,-0.001,-0.1012,0.9864,2.1871,1.039,1.201,
150076.SZ,’„…ÃŒ»Ω°,2015-09-08,0.987,0.967,0.993,0.967,0.99,102400,100428,0.003,0.304,0.9807,2.9801,1.04,1.202,
150076.SZ,’„…ÃŒ»Ω°,2015-09-09,0.99,0.983,0.99,0.981,0.983,25900,25457.3,-0.007,-0.7071,0.9829,0.7626,1.04,1.202,
150076.SZ,’„…ÃŒ»Ω°,2015-09-10,0.983,0.987,0.988,0.975,0.982,25900,25443.1,-0.001,-0.1017,0.9824,0.7633,1.04,1.202,
150076.SZ,’„…ÃŒ»Ω°,2015-09-11,0.982,0.974,0.977,0.974,0.974,21385,20830.5,-0.008,-0.8147,0.9741,0.6309,1.04,1.202,
150076.SZ,’„…ÃŒ»Ω°,2015-09-14,0.974,0.96,0.973,0.96,0.971,15400,14960.4,-0.003,-0.308,0.9715,0.4543,1.04,1.202,
150076.SZ,’„…ÃŒ»Ω°,2015-09-15,0.971,0.954,0.966,0.954,0.966,28900,27831.7,-0.005,-0.5149,0.963,0.8526,1.041,1.203,
150076.SZ,’„…ÃŒ»Ω°,2015-09-16,0.966,0.966,0.972,0.958,0.972,146775,142603.8,0.006,0.6211,0.9716,4.3302,1.041,1.203,
150076.SZ,’„…ÃŒ»Ω°,2015-09-17,0.972,0.972,0.972,0.962,0.962,62900,60618,-0.01,-1.0288,0.9637,1.8885,1.041,1.203,
150076.SZ,’„…ÃŒ»Ω°,2015-09-18,0.962,0.963,0.965,0.956,0.965,55100,52934,0.003,0.3119,0.9607,1.6543,1.041,1.203,
150076.SZ,’„…ÃŒ»Ω°,2015-09-21,0.965,0.956,0.965,0.955,0.964,20800,20024.3,-0.001,-0.1036,0.9627,0.6245,1.042,1.204,
150076.SZ,’„…ÃŒ»Ω°,2015-09-22,0.964,0.964,0.966,0.963,0.964,65300,62972.1,0,0,0.9644,1.9606,1.042,1.204,
150076.SZ,’„…ÃŒ»Ω°,2015-09-23,0.964,0.962,0.964,0.962,0.964,34100,32826.1,0,0,0.9626,1.0173,1.042,1.204,
150076.SZ,’„…ÃŒ»Ω°,2015-09-24,0.964,0.959,0.963,0.956,0.96,938476,900710.1,-0.004,-0.4149,0.9598,23.0373,1.042,1.204,
150076.SZ,’„…ÃŒ»Ω°,2015-09-25,0.96,0.963,0.965,0.959,0.965,1319179,1268643.4,0.005,0.5208,0.9617,25.9462,1.042,1.204,
150076.SZ,’„…ÃŒ»Ω°,2015-09-28,0.965,0.962,0.965,0.962,0.965,606742,585034,0,0,0.9642,12.1132,1.043,1.205,
150076.SZ,’„…ÃŒ»Ω°,2015-09-29,0.965,0.965,0.968,0.963,0.968,1716406,1658428.9,0.003,0.3109,0.9662,36.6838,1.043,1.205,
150076.SZ,’„…ÃŒ»Ω°,2015-09-30,0.968,0.969,0.974,0.967,0.974,460100,446525.9,0.006,0.6198,0.9705,10.3644,1.043,1.205,
150076.SZ,’„…ÃŒ»Ω°,2015-10-08,0.974,0.972,0.975,0.966,0.971,495849,481402.3,-0.003,-0.308,0.9709,11.5159,1.044,1.206,
150076.SZ,’„…ÃŒ»Ω°,2015-10-09,0.971,0.971,0.973,0.971,0.972,277042,269340.8,0.001,0.103,0.9722,6.6581,1.044,1.206,
150076.SZ,’„…ÃŒ»Ω°,2015-10-12,0.972,0.972,0.974,0.96,0.969,602010,584354.1,-0.003,-0.3086,0.9707,15.259,1.045,1.207,
150076.SZ,’„…ÃŒ»Ω°,2015-10-13,0.969,0.969,0.969,0.959,0.965,196962,190591.2,-0.004,-0.4128,0.9677,5.3831,1.045,1.207,
150076.SZ,’„…ÃŒ»Ω°,2015-10-14,0.965,0.965,0.966,0.964,0.964,42410,40930.3,-0.001,-0.1036,0.9651,1.224,1.045,1.207,
150076.SZ,’„…ÃŒ»Ω°,2015-10-15,0.964,0.964,0.964,0.958,0.959,195658,187642.8,-0.005,-0.5187,0.959,5.6748,1.045,1.207,
150076.SZ,’„…ÃŒ»Ω°,2015-10-16,0.959,0.959,0.959,0.946,0.954,304536,289625.4,-0.005,-0.5214,0.951,8.8518,1.046,1.208,
150076.SZ,’„…ÃŒ»Ω°,2015-10-19,0.954,0.947,0.956,0.945,0.954,170088,161734,0,0,0.9509,5.0589,1.046,1.208,
150076.SZ,’„…ÃŒ»Ω°,2015-10-20,0.954,0.954,0.959,0.953,0.956,34400,32898.4,0.002,0.2096,0.9563,1.0426,1.046,1.208,
150076.SZ,’„…ÃŒ»Ω°,2015-10-21,0.956,0.956,0.969,0.956,0.964,111868,107636.3,0.008,0.8368,0.9622,3.3916,1.046,1.208,
150076.SZ,’„…ÃŒ»Ω°,2015-10-22,0.964,0.967,0.994,0.964,0.971,951914,924546.7,0.007,0.7261,0.9713,28.772,1.046,1.208,
150076.SZ,’„…ÃŒ»Ω°,2015-10-23,0.971,0.968,0.98,0.965,0.974,81323,78954.5,0.003,0.309,0.9709,2.4787,1.047,1.209,
150076.SZ,’„…ÃŒ»Ω°,2015-10-26,0.974,0.981,0.994,0.971,0.989,202000,199001.7,0.015,1.54,0.9852,6.1972,1.047,1.209,
150076.SZ,’„…ÃŒ»Ω°,2015-10-27,0.989,0.987,0.987,0.964,0.984,172500,166770.3,-0.005,-0.5056,0.9668,5.2935,1.047,1.209,
150076.SZ,’„…ÃŒ»Ω°,2015-10-28,0.984,0.98,0.991,0.971,0.98,130400,127609.7,-0.004,-0.4065,0.9786,4.0345,1.047,1.209,
150076.SZ,’„…ÃŒ»Ω°,2015-10-29,0.98,0.98,0.98,0.971,0.974,23300,22711.3,-0.006,-0.6122,0.9747,0.7334,1.048,1.21,
150076.SZ,’„…ÃŒ»Ω°,2015-10-30,0.974,0.976,0.981,0.976,0.976,34226,33480.1,0.002,0.2053,0.9782,1.0773,1.048,1.21,
150076.SZ,’„…ÃŒ»Ω°,2015-11-02,0.976,0.977,0.996,0.976,0.99,170944,168026.9,0.014,1.4344,0.9829,5.3808,1.048,1.21,
150076.SZ,’„…ÃŒ»Ω°,2015-11-03,0.99,0.99,0.997,0.974,0.982,205600,204753,-0.008,-0.8081,0.9959,6.4614,1.048,1.21,
150076.SZ,’„…ÃŒ»Ω°,2015-11-04,0.982,0.983,1.019,0.983,0.984,192716,191772.9,0.002,0.2037,0.9951,6.0565,1.049,1.211,
150076.SZ,’„…ÃŒ»Ω°,2015-11-05,0.984,0.984,1.004,0.984,0.984,239700,239653.3,0,0,0.9998,7.594,1.049,1.211,
150076.SZ,’„…ÃŒ»Ω°,2015-11-06,0.984,0.979,1.009,0.978,0.99,300916,298944,0.006,0.6098,0.9934,9.5084,1.049,1.211,
150076.SZ,’„…ÃŒ»Ω°,2015-11-09,0.99,0.99,1.084,0.957,0.995,262500,273915.9,0.005,0.5051,1.0435,8.6107,1.049,1.211,
150076.SZ,’„…ÃŒ»Ω°,2015-11-10,0.995,0.961,0.995,0.96,0.995,241100,237981.6,0,0,0.9871,7.9217,1.049,1.211,
150076.SZ,’„…ÃŒ»Ω°,2015-11-11,0.995,0.991,1.079,0.975,0.982,694700,710127.3,-0.013,-1.3065,1.0222,22.8254,1.05,1.212,
150076.SZ,’„…ÃŒ»Ω°,2015-11-12,0.982,0.983,1.03,0.983,1.03,19400,19884,0.048,4.888,1.0249,0.6101,1.05,1.212,
150076.SZ,’„…ÃŒ»Ω°,2015-11-13,1.03,0.989,1.027,0.986,0.986,39800,40579.3,-0.044,-4.2718,1.0196,1.2193,1.05,1.212,
150076.SZ,’„…ÃŒ»Ω°,2015-11-16,0.986,0.992,0.999,0.989,0.999,94750,93941.2,0.013,1.3185,0.9915,2.8557,1.05,1.212,
150076.SZ,’„…ÃŒ»Ω°,2015-11-17,0.999,1.018,1.018,0.9,0.998,538180,509218.1,-0.001,-0.1001,0.9462,16.4783,1.051,1.213,
150076.SZ,’„…ÃŒ»Ω°,2015-11-18,0.998,0.973,0.986,0.962,0.973,290200,280892.3,-0.025,-2.505,0.9679,8.8912,1.051,1.213,
150076.SZ,’„…ÃŒ»Ω°,2015-11-19,0.973,0.964,0.97,0.952,0.968,239800,229013.1,-0.005,-0.5139,0.955,7.3471,1.051,1.213,
150076.SZ,’„…ÃŒ»Ω°,2015-11-20,0.968,0.962,0.965,0.956,0.96,233100,223570.3,-0.008,-0.8264,0.9591,7.1686,1.051,1.213,
150076.SZ,’„…ÃŒ»Ω°,2015-11-23,0.96,0.965,0.975,0.955,0.96,754300,726693.4,0,0,0.9634,23.2115,1.052,1.214,
150076.SZ,’„…ÃŒ»Ω°,2015-11-24,0.96,0.961,0.968,0.88,0.968,1554948,1453067.4,0.008,0.8333,0.9345,47.8374,1.052,1.214,
150076.SZ,’„…ÃŒ»Ω°,2015-11-25,0.968,0.968,1.064,0.95,0.957,1231848,1222225.6,-0.011,-1.1364,0.9922,38.0789,1.052,1.214,
150076.SZ,’„…ÃŒ»Ω°,2015-11-26,0.957,0.954,0.954,0.953,0.953,263500,251120.7,-0.004,-0.418,0.953,8.162,1.052,1.214,
150076.SZ,’„…ÃŒ»Ω°,2015-11-27,0.953,0.958,0.958,0.929,0.956,919180,864741.5,0.003,0.3148,0.9408,28.4278,1.052,1.214,
