代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150241.SZ,富国中证银行A,2015-05-13,--,0.902,0.902,0.902,0.902,797900,719705.8,--,--,0.902,0.4029,1.002,1.002,
150241.SZ,富国中证银行A,2015-05-14,0.902,0.829,0.849,0.829,0.837,94770936,78991787.3,-0.065,-7.2062,0.8335,47.8556,1.002,1.002,
150241.SZ,富国中证银行A,2015-05-15,0.837,0.837,0.847,0.835,0.841,125549791,105358499.1,0.004,0.4779,0.8392,39.9105,1.002,1.002,
150241.SZ,富国中证银行A,2015-05-18,0.841,0.84,0.84,0.834,0.837,42891460,35917031.7,-0.004,-0.4756,0.8374,13.2628,1.003,1.003,
150241.SZ,富国中证银行A,2015-05-19,0.837,0.836,0.837,0.832,0.834,23323037,19452192.5,-0.003,-0.3584,0.834,7.1291,1.003,1.003,
150241.SZ,富国中证银行A,2015-05-20,0.834,0.834,0.838,0.832,0.834,18931071,15819776.8,0,0,0.8357,5.7928,1.003,1.003,
150241.SZ,富国中证银行A,2015-05-21,0.834,0.834,0.836,0.834,0.835,8934619,7456592.6,0.001,0.1199,0.8346,2.6905,1.003,1.003,
150241.SZ,富国中证银行A,2015-05-22,0.835,0.834,0.838,0.834,0.838,20612454,17246749.8,0.003,0.3593,0.8367,6.1856,1.003,1.003,
150241.SZ,富国中证银行A,2015-05-25,0.838,0.838,0.839,0.835,0.836,12322139,10304675.8,-0.002,-0.2387,0.8363,3.6952,1.004,1.004,
150241.SZ,富国中证银行A,2015-05-26,0.836,0.836,0.836,0.821,0.826,43599148,36164042.8,-0.01,-1.1962,0.8295,13.0583,1.004,1.004,
150241.SZ,富国中证银行A,2015-05-27,0.826,0.824,0.824,0.803,0.807,25814248,20973801.9,-0.019,-2.3002,0.8125,7.6432,1.004,1.004,
150241.SZ,富国中证银行A,2015-05-28,0.807,0.805,0.813,0.794,0.81,26845163,21609297.6,0.003,0.3717,0.805,7.4707,1.004,1.004,
