代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502031.SH,中海中证高铁产业A,2015-08-07,--,0.956,0.956,0.92,0.94,4673245,4346210,--,--,0.93,10.9492,1.001,1.001,
502031.SH,中海中证高铁产业A,2015-08-10,0.94,0.93,0.93,0.914,0.917,2637972,2422881,-0.023,-2.4468,0.9185,35.2764,1.002,1.002,
502031.SH,中海中证高铁产业A,2015-08-11,0.917,0.915,0.918,0.901,0.911,1404384,1277779,-0.006,-0.6543,0.9099,18.6679,1.002,1.002,
502031.SH,中海中证高铁产业A,2015-08-12,0.911,0.903,0.918,0.903,0.916,3438293,3129116,0.005,0.5488,0.9101,33.8545,1.002,1.002,
502031.SH,中海中证高铁产业A,2015-08-13,0.916,0.91,0.917,0.91,0.916,1744152,1592949,0,0,0.9133,19.7884,1.002,1.002,
502031.SH,中海中证高铁产业A,2015-08-14,0.916,0.916,0.917,0.91,0.912,2766124,2530585,-0.004,-0.4367,0.9148,36.3887,1.002,1.002,
502031.SH,中海中证高铁产业A,2015-08-17,0.912,0.91,0.917,0.9,0.916,866994,790120,0.004,0.4386,0.9113,14.9611,1.003,1.003,
502031.SH,中海中证高铁产业A,2015-08-18,0.916,0.913,0.917,0.912,0.916,1574002,1440221,0,0,0.915,30.9904,1.003,1.003,
502031.SH,中海中证高铁产业A,2015-08-19,0.916,0.918,0.918,0.911,0.912,586738,535598,-0.004,-0.4367,0.9128,11.4957,1.003,1.003,
502031.SH,中海中证高铁产业A,2015-08-20,0.912,0.91,0.915,0.91,0.913,333250,304525,0.001,0.1096,0.9138,6.4268,1.003,1.003,
502031.SH,中海中证高铁产业A,2015-08-21,0.913,0.913,0.921,0.913,0.916,356440,327089,0.003,0.3286,0.9177,6.809,1.003,1.003,
502031.SH,中海中证高铁产业A,2015-08-24,0.916,0.916,0.923,0.914,0.922,1432290,1314079,0.006,0.655,0.9175,30.9926,1.004,1.004,
502031.SH,中海中证高铁产业A,2015-08-25,0.922,0.924,0.925,0.915,0.919,933391,857876,-0.003,-0.3254,0.9191,20.8249,1.004,1.004,
502031.SH,中海中证高铁产业A,2015-08-26,0.919,0.914,0.921,0.901,0.921,696744,636802,0.002,0.2176,0.914,15.545,1.004,1.004,
502031.SH,中海中证高铁产业A,2015-08-27,0.921,0.916,0.924,0.916,0.923,568629,523643,0.002,0.2172,0.9209,12.6867,1.004,1.004,
502031.SH,中海中证高铁产业A,2015-08-28,0.923,0.916,0.935,0.916,0.935,1678155,1553903,0.012,1.3001,0.926,36.6186,1.004,1.004,
502031.SH,中海中证高铁产业A,2015-08-31,0.935,0.932,0.947,0.924,0.943,582042,545757,0.008,0.8556,0.9377,12.169,1.005,1.005,
502031.SH,中海中证高铁产业A,2015-09-01,0.943,0.942,0.964,0.942,0.961,779532,744670,0.018,1.9088,0.9553,15.6728,1.005,1.005,
502031.SH,中海中证高铁产业A,2015-09-02,0.961,0.961,0.975,0.889,0.97,738489,712973,0.009,0.9365,0.9654,15.0304,1.005,1.005,
502031.SH,中海中证高铁产业A,2015-09-07,0.97,0.955,0.968,0.955,0.966,270643,260599,-0.004,-0.4124,0.9629,5.5365,1.006,1.006,
502031.SH,中海中证高铁产业A,2015-09-08,0.966,0.969,0.969,0.95,0.956,173300,166520,-0.01,-1.0352,0.9609,3.5634,1.006,1.006,
502031.SH,中海中证高铁产业A,2015-09-09,0.956,0.956,0.956,0.931,0.95,258500,246318,-0.006,-0.6276,0.9529,5.3483,1.006,1.006,
502031.SH,中海中证高铁产业A,2015-09-10,0.95,0.963,0.963,0.951,0.951,139400,132770,0.001,0.1053,0.9524,2.8842,1.006,1.006,
502031.SH,中海中证高铁产业A,2015-09-11,0.951,0.951,0.954,0.951,0.951,37400,35632,0,0,0.9527,0.7738,1.006,1.006,
502031.SH,中海中证高铁产业A,2015-09-14,0.951,0.95,0.957,0.947,0.957,300490,285232,0.006,0.6309,0.9492,6.2171,1.007,1.007,
502031.SH,中海中证高铁产业A,2015-09-15,0.957,0.952,0.956,0.952,0.955,112300,107182,-0.002,-0.209,0.9544,2.3235,1.007,1.007,
502031.SH,中海中证高铁产业A,2015-09-16,0.955,0.956,0.958,0.95,0.953,449727,429420,-0.002,-0.2094,0.9548,9.3531,1.007,1.007,
502031.SH,中海中证高铁产业A,2015-09-17,0.953,0.953,0.964,0.953,0.958,240950,231176,0.005,0.5247,0.9594,5.1541,1.007,1.007,
502031.SH,中海中证高铁产业A,2015-09-18,0.958,0.95,0.963,0.95,0.956,159800,153007,-0.002,-0.2088,0.9575,3.4552,1.008,1.008,
502031.SH,中海中证高铁产业A,2015-09-21,0.956,0.957,0.957,0.949,0.953,207150,197412,-0.003,-0.3138,0.953,4.3914,1.008,1.008,
502031.SH,中海中证高铁产业A,2015-09-22,0.953,0.956,0.956,0.95,0.954,229183,218632,0.001,0.1049,0.954,4.8568,1.008,1.008,
502031.SH,中海中证高铁产业A,2015-09-23,0.954,0.952,0.956,0.951,0.956,2813915,2682615,0.002,0.2096,0.9533,37.5224,1.008,1.008,
502031.SH,中海中证高铁产业A,2015-09-24,0.956,0.954,0.956,0.948,0.955,4422000,4206455,-0.001,-0.1046,0.9513,37.4555,1.008,1.008,
502031.SH,中海中证高铁产业A,2015-09-25,0.955,0.949,0.957,0.949,0.956,7866633,7498632,0.001,0.1047,0.9532,47.7863,1.009,1.009,
502031.SH,中海中证高铁产业A,2015-09-28,0.956,0.956,0.964,0.955,0.962,3733583,3579736,0.006,0.6276,0.9588,19.9511,1.009,1.009,
502031.SH,中海中证高铁产业A,2015-09-29,0.962,0.962,0.969,0.958,0.962,1504250,1449501,0,0,0.9636,8.6429,1.009,1.009,
502031.SH,中海中证高铁产业A,2015-09-30,0.962,0.963,0.968,0.962,0.965,958350,925208,0.003,0.3119,0.9654,5.5064,1.009,1.009,
502031.SH,中海中证高铁产业A,2015-10-08,0.965,0.963,0.974,0.956,0.97,1381798,1332836,0.005,0.5181,0.9646,9.1528,1.011,1.011,
502031.SH,中海中证高铁产业A,2015-10-09,0.97,0.964,0.975,0.964,0.974,1645848,1596760,0.004,0.4124,0.9702,11.8345,1.011,1.011,
502031.SH,中海中证高铁产业A,2015-10-12,0.974,0.973,0.976,0.968,0.974,1851575,1802157,0,0,0.9733,14.9504,1.011,1.011,
502031.SH,中海中证高铁产业A,2015-10-13,0.974,0.957,0.979,0.957,0.976,684550,664159,0.002,0.2053,0.9702,5.7455,1.011,1.011,
502031.SH,中海中证高铁产业A,2015-10-14,0.976,0.959,0.968,0.958,0.963,150950,145250,-0.013,-1.332,0.9622,1.2575,1.011,1.011,
502031.SH,中海中证高铁产业A,2015-10-15,0.963,0.964,0.964,0.959,0.959,102400,98395,-0.004,-0.4154,0.9609,0.8488,1.012,1.012,
502031.SH,中海中证高铁产业A,2015-10-16,0.959,0.946,0.96,0.946,0.953,750300,713175,-0.006,-0.6257,0.9505,5.1224,1.012,1.012,
502031.SH,中海中证高铁产业A,2015-10-19,0.953,0.943,0.949,0.941,0.945,8631450,8162432,-0.008,-0.8395,0.9457,36.4507,1.012,1.012,
502031.SH,中海中证高铁产业A,2015-10-20,0.945,0.945,0.954,0.943,0.95,13479250,12789720,0.005,0.5291,0.9488,31.7099,1.012,1.012,
502031.SH,中海中证高铁产业A,2015-10-21,0.95,0.949,0.964,0.949,0.961,21024098,20063733,0.011,1.1579,0.9543,42.9091,1.012,1.012,
502031.SH,中海中证高铁产业A,2015-10-22,0.961,0.96,0.963,0.958,0.961,11687650,11230213,0,0,0.9609,25.9513,1.013,1.013,
