代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150289.SZ,中融中证煤炭A,2015-07-03,--,0.901,0.901,0.901,0.901,867600,781707.6,--,--,0.901,0.8627,1.002,1.002,
150289.SZ,中融中证煤炭A,2015-07-06,0.901,0.83,0.989,0.83,0.937,33719159,29538344.4,0.036,3.9956,0.876,35.1298,1.002,1.002,
150289.SZ,中融中证煤炭A,2015-07-07,0.937,0.909,0.95,0.892,0.948,17658744,16139162.4,0.011,1.174,0.9139,36.1289,1.002,1.002,
150289.SZ,中融中证煤炭A,2015-07-08,0.948,0.947,0.947,0.863,0.899,4815077,4262997.1,-0.049,-5.1688,0.8853,16.3087,1.002,1.002,
150289.SZ,中融中证煤炭A,2015-07-09,0.899,0.899,0.916,0.82,0.895,4008488,3574351.2,-0.004,-0.4449,0.8917,16.9463,1.003,1.003,
150289.SZ,中融中证煤炭A,2015-07-10,0.895,0.89,0.895,0.87,0.892,2035633,1804524.2,-0.003,-0.3352,0.8865,8.4524,1.003,1.003,
150289.SZ,中融中证煤炭A,2015-07-13,0.892,0.884,0.904,0.884,0.897,1884664,1687731,0.005,0.5605,0.8955,7.5565,1.003,1.003,
150289.SZ,中融中证煤炭A,2015-07-14,0.897,0.893,0.915,0.893,0.913,996033,902271.5,0.016,1.7837,0.9059,4.0938,1.003,1.003,
150289.SZ,中融中证煤炭A,2015-07-15,0.913,0.902,0.962,0.902,0.94,3619011,3385096.8,0.027,2.9573,0.9354,15.3648,1.004,1.004,
150289.SZ,中融中证煤炭A,2015-07-16,0.94,0.924,0.938,0.92,0.933,1554946,1444652.4,-0.007,-0.7447,0.9291,7.2994,1.004,1.004,
150289.SZ,中融中证煤炭A,2015-07-17,0.933,0.934,0.955,0.934,0.936,3314554,3127240.9,0.003,0.3215,0.9435,16.0485,1.004,1.004,
150289.SZ,中融中证煤炭A,2015-07-20,0.936,0.934,0.942,0.93,0.936,2545303,2382231.5,0,0,0.9359,13.4102,1.004,1.004,
150289.SZ,中融中证煤炭A,2015-07-21,0.936,0.929,0.941,0.928,0.94,606020,567173.6,0.004,0.4274,0.9359,3.5153,1.005,1.005,
150289.SZ,中融中证煤炭A,2015-07-22,0.94,0.933,0.942,0.928,0.94,1397084,1310311.4,0,0,0.9379,8.3842,1.005,1.005,
150289.SZ,中融中证煤炭A,2015-07-23,0.94,0.938,0.938,0.912,0.915,1149579,1060308.1,-0.025,-2.6596,0.9223,6.9115,1.005,1.005,
150289.SZ,中融中证煤炭A,2015-07-24,0.915,0.905,0.92,0.905,0.919,351112,321157.7,0.004,0.4372,0.9147,1.9145,1.005,1.005,
150289.SZ,中融中证煤炭A,2015-07-27,0.919,0.923,0.927,0.916,0.927,1781134,1633073,0.008,0.8705,0.9169,9.5672,1.006,1.006,
150289.SZ,中融中证煤炭A,2015-07-28,0.927,0.927,0.936,0.921,0.927,469802,435455,0,0,0.9269,2.5328,1.006,1.006,
150289.SZ,中融中证煤炭A,2015-07-29,0.927,0.928,0.931,0.926,0.927,556177,517039.1,0,0,0.9296,2.9931,1.006,1.006,
150289.SZ,中融中证煤炭A,2015-07-30,0.927,0.931,0.939,0.926,0.939,545395,510833.3,0.012,1.2945,0.9366,3.7266,1.006,1.006,
150289.SZ,中融中证煤炭A,2015-07-31,0.939,0.938,0.943,0.935,0.942,701430,658037.8,0.003,0.3195,0.9381,4.8151,1.006,1.006,
150289.SZ,中融中证煤炭A,2015-08-03,0.942,0.939,0.958,0.939,0.958,2450327,2326840.5,0.016,1.6985,0.9496,16.7808,1.007,1.007,
150289.SZ,中融中证煤炭A,2015-08-04,0.958,0.953,0.962,0.948,0.953,1473802,1406599.1,-0.005,-0.5219,0.9544,10.0932,1.007,1.007,
150289.SZ,中融中证煤炭A,2015-08-05,0.953,0.952,0.963,0.952,0.957,839088,803499.2,0.004,0.4197,0.9576,5.7491,1.007,1.007,
150289.SZ,中融中证煤炭A,2015-08-06,0.957,0.96,0.966,0.958,0.964,519308,499885.2,0.007,0.7315,0.9626,3.5595,1.007,1.007,
150289.SZ,中融中证煤炭A,2015-08-07,0.964,0.961,0.964,0.961,0.961,158808,152758,-0.003,-0.3112,0.9619,1.0911,1.008,1.008,
150289.SZ,中融中证煤炭A,2015-08-10,0.961,0.961,0.963,0.955,0.955,2630015,2517664.2,-0.006,-0.6243,0.9573,18.0702,1.008,1.008,
150289.SZ,中融中证煤炭A,2015-08-11,0.955,0.958,0.96,0.951,0.959,556607,532112,0.004,0.4188,0.956,3.874,1.008,1.008,
150289.SZ,中融中证煤炭A,2015-08-12,0.959,0.959,0.965,0.951,0.964,976288,936813.4,0.005,0.5214,0.9596,7.0084,1.008,1.008,
150289.SZ,中融中证煤炭A,2015-08-13,0.964,0.955,0.962,0.955,0.962,386635,370364.3,-0.002,-0.2075,0.9579,2.8527,1.009,1.009,
150289.SZ,中融中证煤炭A,2015-08-14,0.962,0.958,0.961,0.955,0.959,185104,177363.5,-0.003,-0.3119,0.9582,1.3634,1.009,1.009,
150289.SZ,中融中证煤炭A,2015-08-17,0.959,0.962,0.966,0.961,0.963,575936,554525.5,0.004,0.4171,0.9628,4.2341,1.009,1.009,
150289.SZ,中融中证煤炭A,2015-08-18,0.963,0.958,0.967,0.958,0.964,300000,289331.5,0.001,0.1038,0.9644,2.268,1.009,1.009,
150289.SZ,中融中证煤炭A,2015-08-19,0.964,0.962,0.968,0.959,0.964,374962,362062,0,0,0.9656,2.8604,1.01,1.01,
150289.SZ,中融中证煤炭A,2015-08-20,0.964,0.964,0.969,0.962,0.969,750003,725384.8,0.005,0.5187,0.9672,5.7184,1.01,1.01,
150289.SZ,中融中证煤炭A,2015-08-21,0.969,0.97,0.975,0.969,0.973,300062,291688.7,0.004,0.4128,0.9721,2.3005,1.01,1.01,
150289.SZ,中融中证煤炭A,2015-08-24,0.973,0.964,0.969,0.963,0.969,262802,253624.5,-0.004,-0.4111,0.9651,2.0149,1.01,1.01,
150289.SZ,中融中证煤炭A,2015-08-25,0.969,0.968,0.968,0.951,0.953,533489,511221.6,-0.016,-1.6512,0.9583,4.1034,1.011,1.011,
150289.SZ,中融中证煤炭A,2015-08-26,0.953,0.941,0.965,0.941,0.965,1783282,1715135.6,0.012,1.2592,0.9618,13.7174,1.011,1.011,
150289.SZ,中融中证煤炭A,2015-08-27,0.965,0.946,0.969,0.946,0.969,2493668,2412008.5,0.004,0.4145,0.9673,21.541,1.011,1.011,
150289.SZ,中融中证煤炭A,2015-08-28,0.969,0.967,0.972,0.962,0.969,239962,232062.7,0,0,0.9671,2.4956,1.011,1.011,
150289.SZ,中融中证煤炭A,2015-08-31,0.969,0.975,0.981,0.975,0.98,465331,454388.1,0.011,1.1352,0.9765,4.7117,1.012,1.012,
150289.SZ,中融中证煤炭A,2015-09-01,0.98,0.978,0.995,0.978,0.99,521406,516624.4,0.01,1.0204,0.9908,5.2956,1.012,1.012,
150289.SZ,中融中证煤炭A,2015-09-02,0.99,0.995,0.995,0.893,0.991,1030800,1020544.7,0.001,0.101,0.9901,10.4969,1.012,1.012,
150289.SZ,中融中证煤炭A,2015-09-07,0.991,0.99,0.996,0.985,0.99,1254334,1243160.2,-0.001,-0.1009,0.9911,12.9701,1.013,1.013,
150289.SZ,中融中证煤炭A,2015-09-08,0.99,0.992,0.995,0.986,0.994,603802,597313.3,0.004,0.404,0.9893,6.403,1.013,1.013,
150289.SZ,中融中证煤炭A,2015-09-09,0.994,0.994,0.996,0.988,0.996,265441,263845.1,0.002,0.2012,0.994,2.8405,1.013,1.013,
150289.SZ,中融中证煤炭A,2015-09-10,0.996,0.99,0.997,0.987,0.99,350870,348682.3,-0.006,-0.6024,0.9938,3.9149,1.013,1.013,
150289.SZ,中融中证煤炭A,2015-09-11,0.99,0.994,0.998,0.987,0.988,117000,115807.7,-0.002,-0.202,0.9898,1.3256,1.014,1.014,
150289.SZ,中融中证煤炭A,2015-09-14,0.988,0.988,0.992,0.986,0.992,183204,181121.9,0.004,0.4049,0.9886,2.0817,1.014,1.014,
150289.SZ,中融中证煤炭A,2015-09-15,0.992,0.987,0.99,0.985,0.99,1963022,1936405.1,-0.002,-0.2016,0.9864,22.1853,1.014,1.014,
150289.SZ,中融中证煤炭A,2015-09-16,0.99,0.99,0.991,0.98,0.991,1359363,1343784.8,0.001,0.101,0.9885,15.3978,1.014,1.014,
150289.SZ,中融中证煤炭A,2015-09-17,0.991,0.99,0.992,0.986,0.991,898896,889745.3,0,0,0.9898,10.4007,1.015,1.015,
150289.SZ,中融中证煤炭A,2015-09-18,0.991,0.991,0.995,0.99,0.994,610610,605916.9,0.003,0.3027,0.9923,6.5252,1.015,1.015,
150289.SZ,中融中证煤炭A,2015-09-21,0.994,0.994,0.994,0.993,0.994,147034,146115,0,0,0.9937,1.5644,1.015,1.015,
