¥˙¬Î,ºÚ≥∆,»’∆⁄,«∞ ’≈Ãº€(‘™),ø™≈Ãº€(‘™),◊Ó∏ﬂº€(‘™),◊ÓµÕº€(‘™), ’≈Ãº€(‘™),≥…Ωª¡ø(∑›),≥…ΩªΩ∂Ó(‘™),’«µ¯(‘™),’«µ¯∑˘(%),æ˘º€(‘™),ªª ÷¬ (%),µ•Œªæª÷µ(‘™),¿€º∆æª÷µ(‘™),
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-08,0.942,0.942,0.942,0.942,0.942,--,--,0,0,--,--,1.022,1.14,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-09,0.942,0.935,0.935,0.935,0.935,400,374,-0.007,-0.7431,0.935,0.0123,1.023,1.141,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-12,0.935,0.935,0.993,0.935,0.993,21335,20055.1,0.058,6.2032,0.94,0.655,1.023,1.141,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-13,0.993,0.94,0.985,0.939,0.954,278002,261056.2,-0.039,-3.9275,0.939,8.5346,1.023,1.141,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-14,0.954,0.946,0.946,0.946,0.946,7999,7567.1,-0.008,-0.8386,0.946,0.2456,1.023,1.141,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-15,0.946,0.945,0.945,0.945,0.945,400,378,-0.001,-0.1057,0.945,0.0123,1.024,1.142,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-16,0.945,0.945,0.945,0.945,0.945,--,--,0,0,--,--,1.024,1.142,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-19,0.945,0.938,0.938,0.938,0.938,1800,1688.4,-0.007,-0.7407,0.938,0.0553,1.024,1.142,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-20,0.938,0.94,0.944,0.94,0.944,62500,58833.6,0.006,0.6397,0.9413,1.8495,1.024,1.142,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-21,0.944,0.943,0.943,0.943,0.943,3700,3489.1,-0.001,-0.1059,0.943,0.1091,1.025,1.143,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-22,0.943,0.943,0.943,0.943,0.943,--,--,0,0,--,--,1.025,1.143,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-23,0.943,0.943,0.943,0.943,0.943,--,--,0,0,--,--,1.025,1.143,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-26,0.943,0.944,0.944,0.944,0.944,5500,5192,0.001,0.106,0.944,0.1622,1.026,1.144,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-27,0.944,0.944,0.944,0.944,0.944,--,--,0,0,--,--,1.026,1.144,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-28,0.944,0.947,0.947,0.947,0.947,15900,15057.3,0.003,0.3178,0.947,0.4688,1.026,1.144,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-29,0.947,0.93,0.949,0.858,0.858,43400,40602.4,-0.089,-9.3981,0.9355,1.2796,1.026,1.144,
150073.SZ,≈µ∞≤Œ»Ω°,2014-05-30,0.858,0.858,0.858,0.858,0.858,--,--,0,0,--,--,1.026,1.144,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-03,0.858,0.858,0.858,0.858,0.858,--,--,0,0,--,--,1.027,1.145,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-04,0.858,0.858,0.858,0.858,0.858,--,--,0,0,--,--,1.027,1.145,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-05,0.858,0.944,0.944,0.937,0.938,6000,5625.5,0.08,9.324,0.9376,0.1769,1.027,1.145,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-06,0.938,0.95,0.959,0.95,0.959,76838,73383.1,0.021,2.2388,0.955,2.2695,1.027,1.145,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-09,0.959,0.959,0.959,0.959,0.959,--,--,0,0,--,--,1.028,1.146,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-10,0.959,0.959,0.959,0.959,0.959,15000,14385,0,0,0.959,0.443,1.028,1.146,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-11,0.959,0.966,0.967,0.966,0.967,40500,39143.3,0.008,0.8342,0.9665,1.1962,1.028,1.146,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-12,0.967,0.955,0.966,0.955,0.966,111500,106888.3,-0.001,-0.1034,0.9586,3.2932,1.029,1.147,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-13,0.966,0.988,0.988,0.966,0.966,25000,24172,0,0,0.9669,0.7384,1.029,1.147,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-16,0.966,0.966,0.966,0.966,0.966,--,--,0,0,--,--,1.029,1.147,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-17,0.966,0.882,0.966,0.881,0.966,72400,69769.4,0,0,0.9637,2.1503,1.029,1.147,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-18,0.966,0.97,0.97,0.97,0.97,2000,1940,0.004,0.4141,0.97,0.0596,1.03,1.148,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-19,0.97,0.951,0.951,0.951,0.951,2002,1903.9,-0.019,-1.9588,0.951,0.0596,1.03,1.148,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-20,0.951,0.951,0.951,0.951,0.951,--,--,0,0,--,--,1.03,1.148,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-23,0.951,0.953,0.953,0.953,0.953,200,190.6,0.002,0.2103,0.953,0.006,1.03,1.148,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-24,0.953,0.953,0.953,0.953,0.953,--,--,0,0,--,--,1.031,1.149,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-25,0.953,0.951,0.951,0.951,0.951,300,285.3,-0.002,-0.2099,0.951,0.0089,1.031,1.149,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-26,0.951,0.951,0.951,0.951,0.951,--,--,0,0,--,--,1.031,1.149,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-27,0.951,0.951,0.951,0.951,0.951,--,--,0,0,--,--,1.031,1.149,
150073.SZ,≈µ∞≤Œ»Ω°,2014-06-30,0.951,0.989,0.989,0.989,0.989,100,98.9,0.038,3.9958,0.989,0.003,1.032,1.15,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-01,0.989,0.945,0.98,0.945,0.98,4399,4275.9,-0.009,-0.91,0.972,0.1313,1.032,1.15,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-02,0.98,0.979,0.989,0.979,0.989,10700,10476.3,0.009,0.9184,0.9791,0.3194,1.032,1.15,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-03,0.989,0.973,0.973,0.973,0.973,100,97.3,-0.016,-1.6178,0.973,0.003,1.032,1.15,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-04,0.973,0.968,0.968,0.968,0.968,4000,3872,-0.005,-0.5139,0.968,0.1202,1.032,1.15,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-07,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.033,1.151,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-08,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.033,1.151,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-09,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.033,1.151,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-10,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.034,1.152,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-11,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.034,1.152,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-14,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.034,1.152,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-15,0.968,0.968,0.968,0.968,0.968,--,--,0,0,--,--,1.034,1.152,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-16,0.968,0.973,0.973,0.973,0.973,5400,5254.2,0.005,0.5165,0.973,0.1622,1.035,1.153,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-17,0.973,0.973,0.973,0.973,0.973,30810,29978.1,0,0,0.973,0.9245,1.035,1.153,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-18,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.035,1.153,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-21,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.035,1.153,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-22,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.036,1.154,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-23,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.036,1.154,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-24,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.036,1.154,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-25,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.036,1.154,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-28,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.037,1.155,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-29,0.973,0.973,0.973,0.973,0.973,--,--,0,0,--,--,1.037,1.155,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-30,0.973,0.968,0.992,0.957,0.992,16988,16359,0.019,1.9527,0.963,0.5095,1.037,1.155,
150073.SZ,≈µ∞≤Œ»Ω°,2014-07-31,0.992,0.98,0.98,0.925,0.96,1129479,1088820.1,-0.032,-3.2258,0.964,33.8775,1.037,1.155,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-01,0.96,0.971,0.988,0.961,0.987,682179,659817.8,0.027,2.8125,0.9672,20.9486,1.037,1.155,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-04,0.987,0.96,0.966,0.957,0.963,501002,479845.2,-0.024,-2.4316,0.9578,15.2629,1.038,1.156,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-05,0.963,0.957,0.962,0.957,0.957,128435,122936.7,-0.006,-0.6231,0.9572,3.9199,1.038,1.156,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-06,0.957,0.957,0.957,0.953,0.953,43148,41160.4,-0.004,-0.418,0.9539,1.3103,1.038,1.156,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-07,0.953,0.956,0.959,0.946,0.956,1157137,1103719.5,0.003,0.3148,0.9538,23.0028,1.039,1.157,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-08,0.956,0.959,0.964,0.959,0.962,473322,455448.2,0.006,0.6276,0.9622,6.3669,1.039,1.157,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-11,0.962,0.962,0.966,0.96,0.961,337573,324800.6,-0.001,-0.104,0.9622,4.6758,1.039,1.157,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-12,0.961,0.96,0.975,0.96,0.97,181640,175228.2,0.009,0.9365,0.9647,2.5283,1.039,1.157,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-13,0.97,0.968,0.97,0.968,0.97,89740,86895.1,0,0,0.9683,1.4713,1.04,1.158,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-14,0.97,0.969,0.973,0.968,0.972,182408,177366.7,0.002,0.2062,0.9724,3.0308,1.04,1.158,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-15,0.972,0.975,0.976,0.972,0.976,117936,114839.6,0.004,0.4115,0.9737,2.0012,1.04,1.158,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-18,0.976,0.98,0.983,0.979,0.983,93832,92016.9,0.007,0.7172,0.9807,1.5756,1.04,1.158,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-19,0.983,0.984,0.989,0.981,0.989,294440,290181.7,0.006,0.6104,0.9855,6.4352,1.041,1.159,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-20,0.989,0.988,0.989,0.983,0.986,220545,217975.4,-0.003,-0.3033,0.9883,5.0282,1.041,1.159,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-21,0.986,0.987,0.989,0.985,0.985,197000,194364.5,-0.001,-0.1014,0.9866,4.7398,1.041,1.159,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-22,0.985,0.985,0.987,0.985,0.987,283350,279492.2,0.002,0.203,0.9864,7.082,1.041,1.159,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-25,0.987,0.981,0.982,0.981,0.982,10937,10729.2,-0.005,-0.5066,0.981,0.2889,1.042,1.16,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-26,0.982,0.98,0.98,0.974,0.974,8000,7828,-0.008,-0.8147,0.9785,0.2152,1.042,1.16,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-27,0.974,0.977,0.98,0.977,0.98,44900,43922.8,0.006,0.616,0.9782,1.1953,1.042,1.16,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-28,0.98,0.979,0.979,0.972,0.979,43800,42579.2,-0.001,-0.102,0.9721,1.1798,1.042,1.16,
150073.SZ,≈µ∞≤Œ»Ω°,2014-08-29,0.979,0.98,0.98,0.98,0.98,37700,36946,0.001,0.1021,0.98,1.0157,1.042,1.16,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-01,0.98,0.988,0.988,0.983,0.983,42027,41427.7,0.003,0.3061,0.9857,1.1617,1.043,1.161,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-02,0.983,0.988,0.988,0.987,0.987,106400,105050.5,0.004,0.4069,0.9873,2.9537,1.043,1.161,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-03,0.987,0.987,0.988,0.983,0.988,81000,79902,0.001,0.1013,0.9864,2.3137,1.043,1.161,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-04,0.988,0.988,0.988,0.984,0.988,178217,175987.8,0,0,0.9875,5.2159,1.044,1.162,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-05,0.988,0.988,0.988,0.985,0.988,118700,117243.8,0,0,0.9877,3.5895,1.044,1.162,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-09,0.988,0.993,0.993,0.99,0.993,214200,212605.8,0.005,0.5061,0.9926,6.8301,1.044,1.162,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-10,0.993,0.988,0.998,0.988,0.994,152602,151719.1,0.001,0.1007,0.9942,5.2397,1.045,1.163,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-11,0.994,0.999,1.01,0.997,1.01,47400,47604.6,0.016,1.6097,1.0043,1.6955,1.045,1.163,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-12,1.01,1.009,1.019,1.009,1.019,42600,43044.5,0.009,0.8911,1.0104,1.5531,1.045,1.163,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-15,1.019,1.012,1.026,1.01,1.02,221000,225336.1,0.001,0.0981,1.0196,8.3375,1.046,1.164,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-16,1.02,1.006,1.073,1.006,1.007,119900,121044.1,-0.013,-1.2745,1.0095,4.7208,1.046,1.164,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-17,1.007,0.986,1.002,0.986,1.002,836,834.1,-0.005,-0.4965,0.9977,0.0332,1.046,1.164,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-18,1.002,0.994,1.002,0.994,1.002,37701,37621.2,0,0,0.9979,1.5021,1.046,1.164,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-19,1.002,1.001,1.001,0.99,1.001,12800,12806.2,-0.001,-0.0998,1.0005,0.5239,1.046,1.164,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-22,1.001,1.001,1.001,0.989,1,43500,43530.8,-0.001,-0.0999,1.0007,1.8031,1.047,1.165,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-23,1,0.999,0.999,0.999,0.999,5600,5594.4,-0.001,-0.1,0.999,0.2324,1.047,1.165,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-24,0.999,1.001,1.002,1.001,1.002,40800,40873.1,0.003,0.3003,1.0018,1.6983,1.047,1.165,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-25,1.002,1.08,1.08,1.02,1.02,389061,402959.8,0.018,1.7964,1.0357,16.3073,1.047,1.165,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-26,1.02,1.025,1.025,1.018,1.018,15000,15305,-0.002,-0.1961,1.0203,0.6287,1.048,1.166,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-29,1.018,1.011,1.066,1.011,1.06,416361,424220.9,0.042,4.1257,1.0189,17.4515,1.048,1.166,
150073.SZ,≈µ∞≤Œ»Ω°,2014-09-30,1.06,1.059,1.089,1.059,1.077,263988,286406.3,0.017,1.6038,1.0849,11.0936,1.048,1.166,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-08,1.077,1.051,1.06,1.032,1.039,89200,93781,-0.038,-3.5283,1.0514,3.7485,1.05,1.168,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-09,1.039,1.055,1.06,1.041,1.06,84453,88939.5,0.021,2.0212,1.0531,3.5782,1.05,1.168,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-10,1.06,1.051,1.059,1.008,1.057,202300,205634.3,-0.003,-0.283,1.0165,8.9007,1.05,1.168,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-13,1.057,1.055,1.086,1.051,1.051,397968,430018.4,-0.006,-0.5676,1.0805,17.996,1.051,1.169,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-14,1.051,1.041,1.046,1.022,1.046,521356,537122.1,-0.005,-0.4757,1.0302,23.5756,1.051,1.169,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-15,1.046,1.045,1.098,1.037,1.043,624656,677881,-0.003,-0.2868,1.0852,27.7327,1.051,1.169,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-16,1.043,1.04,1.066,1.037,1.066,445561,464931.8,0.023,2.2052,1.0435,19.7814,1.051,1.169,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-17,1.066,1.042,1.063,1.021,1.046,222000,228350.7,-0.02,-1.8762,1.0286,9.8561,1.051,1.169,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-20,1.046,1.049,1.085,1.037,1.047,372700,401957.3,0.001,0.0956,1.0785,15.5964,1.052,1.17,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-21,1.047,1.06,1.09,1.043,1.07,355500,386376.2,0.023,2.1968,1.0869,14.8991,1.052,1.17,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-22,1.07,1.043,1.043,1.043,1.043,100,104.3,-0.027,-2.5234,1.043,0.0042,1.052,1.17,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-23,1.043,1.043,1.043,1.04,1.04,20101,20906.5,-0.003,-0.2876,1.0401,0.8424,1.052,1.17,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-24,1.04,1.067,1.067,1.033,1.033,96800,100028.6,-0.007,-0.6731,1.0334,4.0569,1.053,1.171,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-27,1.033,1.064,1.068,1.033,1.053,102600,109463.9,0.02,1.9361,1.0669,4.3,1.053,1.171,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-28,1.053,1.05,1.05,1.039,1.05,72200,75062,-0.003,-0.2849,1.0396,3.0268,1.053,1.171,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-29,1.05,1.059,1.064,1.044,1.06,76601,81451.6,0.01,0.9524,1.0633,3.2222,1.053,1.171,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-30,1.06,1.046,1.049,1.045,1.049,71597,74842.1,-0.011,-1.0377,1.0453,3.017,1.054,1.172,
150073.SZ,≈µ∞≤Œ»Ω°,2014-10-31,1.049,1.038,1.04,1.014,1.035,361100,371299.9,-0.014,-1.3346,1.0282,15.2267,1.054,1.172,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-03,1.035,1.035,1.064,1.035,1.036,173200,183742.9,0.001,0.0966,1.0609,7.2985,1.054,1.172,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-04,1.036,1.037,1.038,0.98,1.038,101500,103761.8,0.002,0.1931,1.0223,4.28,1.055,1.173,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-05,1.038,1.046,1.05,1.023,1.029,102200,105005.7,-0.009,-0.8671,1.0275,4.3113,1.055,1.173,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-06,1.029,1.029,1.029,1.029,1.029,28105,28920,0,0,1.029,1.1856,1.055,1.173,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-07,1.029,1.022,1.029,1.003,1.029,165800,166973,0,0,1.0071,6.9943,1.055,1.173,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-10,1.029,1.029,1.054,1.016,1.03,504566,530982.7,0.001,0.0972,1.0524,21.2907,1.056,1.174,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-11,1.03,1.029,1.029,1.028,1.028,25409,26126.4,-0.002,-0.1942,1.0282,1.0722,1.056,1.174,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-12,1.028,1.015,1.015,1.015,1.015,17300,17559.5,-0.013,-1.2646,1.015,0.73,1.056,1.174,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-13,1.015,1.017,1.018,1.017,1.018,100266,101972,0.003,0.2956,1.017,4.2308,1.056,1.174,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-14,1.018,1.017,1.034,1.006,1.034,123900,125121.4,0.016,1.5717,1.0099,5.2281,1.056,1.174,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-17,1.034,1.015,1.027,1.015,1.017,5800,5952.2,-0.017,-1.6441,1.0262,0.2447,1.057,1.175,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-18,1.017,1.028,1.028,1.027,1.028,13000,13359,0.011,1.0816,1.0276,0.5485,1.057,1.175,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-19,1.028,1.028,1.028,1.016,1.027,63900,65069.7,-0.001,-0.0973,1.0183,2.6963,1.057,1.175,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-20,1.027,1.018,1.027,1.018,1.026,22400,22920.2,-0.001,-0.0974,1.0232,0.9452,1.057,1.175,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-21,1.026,1.026,1.027,1.016,1.027,68300,69481.2,0.001,0.0975,1.0173,2.882,1.058,1.176,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-24,1.027,1.015,1.04,1.001,1.038,298600,299974.5,0.011,1.0711,1.0046,12.6419,1.058,1.176,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-25,1.038,1.037,1.05,1.017,1.04,233290,243041.4,0.002,0.1927,1.0418,9.8768,1.058,1.176,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-26,1.04,1.012,1.038,1.012,1.038,154802,157427.5,-0.002,-0.1923,1.017,6.5567,1.059,1.177,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-27,1.038,1.038,1.039,1.029,1.029,160400,166416.8,-0.009,-0.8671,1.0375,6.8041,1.059,1.177,
150073.SZ,≈µ∞≤Œ»Ω°,2014-11-28,1.029,1.032,1.087,0.991,1,638100,678847.3,-0.029,-2.8183,1.0639,27.068,1.059,1.177,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-01,1,1,1.029,0.956,1.026,642864,629317.2,0.026,2.6,0.9789,27.2979,1.06,1.178,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-02,1.026,0.996,1.082,0.996,1.042,505595,527708.2,0.016,1.5595,1.0437,21.4691,1.06,1.178,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-03,1.042,1.039,1.039,1,1.011,108500,109952.4,-0.031,-2.975,1.0134,4.6072,1.06,1.178,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-04,1.011,1.028,1.07,1,1.05,477579,499752,0.039,3.8576,1.0464,20.1784,1.06,1.178,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-05,1.05,1.021,1.155,1.002,1.155,1060121,1175022.3,0.105,10,1.1084,43.1972,1.06,1.178,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-08,1.155,1.21,1.271,1.21,1.271,1235903,1553038,0.116,10.0433,1.2566,48.4426,1.061,1.179,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-09,1.271,1.215,1.397,1.215,1.301,1656093,2232886.3,0.03,2.3603,1.3483,58.5956,1.061,1.179,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-10,1.301,1.171,1.171,1.171,1.171,324200,379638.2,-0.13,-9.9923,1.171,9.2252,1.061,1.179,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-11,1.171,1.054,1.054,1.054,1.054,266400,280785.6,-0.117,-9.9915,1.054,4.8315,1.061,1.179,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-12,1.054,1.006,1.053,0.996,0.996,1719483,1728247.1,-0.058,-5.5028,1.0051,31.2877,1.062,1.18,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-15,0.996,0.99,1,0.974,0.989,449672,444403.4,-0.007,-0.7028,0.9883,8.3091,1.062,1.18,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-16,0.989,0.99,1.004,0.988,0.991,398625,396925.4,0.002,0.2022,0.9957,8.4852,1.062,1.18,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-17,0.991,0.978,0.981,0.961,0.974,440948,428171.6,-0.017,-1.7154,0.971,9.4142,1.062,1.18,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-18,0.974,0.961,0.981,0.89,0.95,398852,370299.8,-0.024,-2.4641,0.9284,8.5765,1.063,1.181,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-19,0.95,0.931,0.958,0.931,0.937,191700,181185.6,-0.013,-1.3684,0.9452,4.1351,1.063,1.181,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-22,0.937,0.937,0.937,0.923,0.932,252200,234270.1,-0.005,-0.5336,0.9289,5.4695,1.063,1.181,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-23,0.932,0.94,0.959,0.936,0.944,242324,231143.4,0.012,1.2876,0.9539,5.3077,1.064,1.182,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-24,0.944,0.944,0.966,0.94,0.966,347682,331197.8,0.022,2.3305,0.9526,7.679,1.064,1.182,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-25,0.966,0.968,0.974,0.958,0.967,207315,200316.3,0.001,0.1035,0.9662,4.5857,1.064,1.182,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-26,0.967,0.952,0.975,0.952,0.974,212776,205562.2,0.007,0.7239,0.9661,4.7249,1.064,1.182,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-29,0.974,0.975,0.975,0.95,0.96,131860,126499.1,-0.014,-1.4374,0.9593,2.9602,1.065,1.183,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-30,0.96,0.969,0.969,0.957,0.965,99580,95836.9,0.005,0.5208,0.9624,2.2355,1.065,1.183,
150073.SZ,≈µ∞≤Œ»Ω°,2014-12-31,0.965,0.966,0.966,0.962,0.963,136300,131293,-0.002,-0.2073,0.9633,3.0646,1.065,1.183,
