代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150177.SZ,鹏华证保A,2014-05-19,--,0.902,0.902,0.902,0.902,2113200,1906106.4,--,--,0.902,1.9176,1.002,1.002,
150177.SZ,鹏华证保A,2014-05-20,0.902,0.883,0.89,0.865,0.877,22551889,19801232,-0.025,-2.7716,0.878,20.9728,1.003,1.003,
150177.SZ,鹏华证保A,2014-05-21,0.877,0.871,0.89,0.871,0.888,8940359,7855343.7,0.011,1.2543,0.8786,9.721,1.003,1.003,
150177.SZ,鹏华证保A,2014-05-22,0.888,0.881,0.9,0.881,0.89,7090635,6327644.8,0.002,0.2252,0.8924,8.7967,1.003,1.003,
150177.SZ,鹏华证保A,2014-05-23,0.89,0.881,0.894,0.88,0.891,1517841,1351856.5,0.001,0.1124,0.8906,2.1069,1.003,1.003,
150177.SZ,鹏华证保A,2014-05-26,0.891,0.885,0.898,0.885,0.894,1774930,1583952.5,0.003,0.3367,0.8924,2.5502,1.004,1.004,
150177.SZ,鹏华证保A,2014-05-27,0.894,0.887,0.894,0.887,0.889,1520920,1357910.8,-0.005,-0.5593,0.8928,2.3104,1.004,1.004,
150177.SZ,鹏华证保A,2014-05-28,0.889,0.885,0.894,0.882,0.893,2962181,2634611.7,0.004,0.4499,0.8894,4.6354,1.004,1.004,
150177.SZ,鹏华证保A,2014-05-29,0.893,0.885,0.896,0.881,0.892,1049826,935147.3,-0.001,-0.112,0.8908,1.7075,1.004,1.004,
150177.SZ,鹏华证保A,2014-05-30,0.892,0.884,0.895,0.884,0.892,2040380,1819291.8,0,0,0.8916,3.3706,1.004,1.004,
150177.SZ,鹏华证保A,2014-06-03,0.892,0.886,0.9,0.88,0.887,2626585,2341800.1,-0.005,-0.5605,0.8916,4.4535,1.005,1.005,
150177.SZ,鹏华证保A,2014-06-04,0.887,0.883,0.894,0.883,0.89,792284,703546,0.003,0.3382,0.888,1.3982,1.005,1.005,
150177.SZ,鹏华证保A,2014-06-05,0.89,0.89,0.894,0.888,0.894,980147,874686.8,0.004,0.4494,0.8924,1.736,1.005,1.005,
150177.SZ,鹏华证保A,2014-06-06,0.894,0.892,0.893,0.883,0.893,649323,577683,-0.001,-0.1119,0.8897,1.1713,1.005,1.005,
150177.SZ,鹏华证保A,2014-06-09,0.893,0.882,0.891,0.882,0.889,718351,636920.3,-0.004,-0.4479,0.8866,1.3003,1.006,1.006,
150177.SZ,鹏华证保A,2014-06-10,0.889,0.884,0.9,0.884,0.9,1763549,1579236.1,0.011,1.2373,0.8955,3.2326,1.006,1.006,
150177.SZ,鹏华证保A,2014-06-11,0.9,0.893,0.901,0.888,0.899,277525,247152.4,-0.001,-0.1111,0.8906,0.5241,1.006,1.006,
150177.SZ,鹏华证保A,2014-06-12,0.899,0.887,0.899,0.887,0.899,726354,651250.3,0,0,0.8966,1.4032,1.006,1.006,
150177.SZ,鹏华证保A,2014-06-13,0.899,0.895,0.912,0.895,0.907,1750440,1587506.2,0.008,0.8899,0.9069,3.3875,1.007,1.007,
150177.SZ,鹏华证保A,2014-06-16,0.907,0.903,0.914,0.902,0.903,1669039,1515869.9,-0.004,-0.441,0.9082,3.3153,1.007,1.007,
150177.SZ,鹏华证保A,2014-06-17,0.903,0.9,0.906,0.896,0.896,450018,405480.4,-0.007,-0.7752,0.901,0.9354,1.007,1.007,
150177.SZ,鹏华证保A,2014-06-18,0.896,0.892,0.903,0.892,0.903,934113,840509.6,0.007,0.7813,0.8998,1.9514,1.007,1.007,
150177.SZ,鹏华证保A,2014-06-19,0.903,0.901,0.907,0.893,0.893,609943,549332.1,-0.01,-1.1074,0.9006,1.2902,1.008,1.008,
150177.SZ,鹏华证保A,2014-06-20,0.893,0.903,0.903,0.89,0.895,237613,211834.2,0.002,0.224,0.8915,0.5041,1.008,1.008,
150177.SZ,鹏华证保A,2014-06-23,0.895,0.885,0.899,0.885,0.899,521737,466945.3,0.004,0.4469,0.895,1.1142,1.008,1.008,
150177.SZ,鹏华证保A,2014-06-24,0.899,0.892,0.903,0.892,0.902,255215,229314.3,0.003,0.3337,0.8985,0.546,1.008,1.008,
150177.SZ,鹏华证保A,2014-06-25,0.902,0.897,0.902,0.897,0.897,89104,79969.6,-0.005,-0.5543,0.8975,0.1912,1.009,1.009,
150177.SZ,鹏华证保A,2014-06-26,0.897,0.886,0.901,0.886,0.901,1127026,1011967,0.004,0.4459,0.8979,2.4202,1.009,1.009,
150177.SZ,鹏华证保A,2014-06-27,0.901,0.891,0.901,0.891,0.891,858385,766438.2,-0.01,-1.1099,0.8929,1.8558,1.009,1.009,
150177.SZ,鹏华证保A,2014-06-30,0.891,0.896,0.898,0.894,0.896,805504,721882.4,0.005,0.5612,0.8962,1.75,1.009,1.009,
150177.SZ,鹏华证保A,2014-07-01,0.896,0.891,0.898,0.891,0.897,490007,437920,0.001,0.1116,0.8937,1.091,1.01,1.01,
150177.SZ,鹏华证保A,2014-07-02,0.897,0.897,0.908,0.891,0.908,957911,860710.8,0.011,1.2263,0.8985,2.1458,1.01,1.01,
150177.SZ,鹏华证保A,2014-07-03,0.908,0.898,0.914,0.898,0.908,331213,300955.3,0,0,0.9086,0.7596,1.01,1.01,
150177.SZ,鹏华证保A,2014-07-04,0.908,0.91,0.914,0.91,0.914,219625,200286.4,0.006,0.6608,0.9119,0.5075,1.01,1.01,
150177.SZ,鹏华证保A,2014-07-07,0.914,0.921,0.921,0.915,0.917,1002236,919464.9,0.003,0.3282,0.9174,2.3273,1.011,1.011,
150177.SZ,鹏华证保A,2014-07-08,0.917,0.896,0.918,0.896,0.908,689041,628245.9,-0.009,-0.9815,0.9118,1.631,1.011,1.011,
150177.SZ,鹏华证保A,2014-07-09,0.908,0.915,0.915,0.906,0.906,311603,284176.3,-0.002,-0.2203,0.912,0.748,1.011,1.011,
150177.SZ,鹏华证保A,2014-07-10,0.906,0.901,0.909,0.901,0.908,398143,359988.5,0.002,0.2208,0.9042,0.9607,1.011,1.011,
150177.SZ,鹏华证保A,2014-07-11,0.908,0.908,0.908,0.903,0.908,278097,252099.7,0,0,0.9065,0.6756,1.011,1.011,
150177.SZ,鹏华证保A,2014-07-14,0.908,0.902,0.914,0.902,0.914,1372523,1243717,0.006,0.6608,0.9062,3.352,1.012,1.012,
150177.SZ,鹏华证保A,2014-07-15,0.914,0.906,0.913,0.906,0.908,731026,664721.6,-0.006,-0.6565,0.9093,1.8096,1.012,1.012,
150177.SZ,鹏华证保A,2014-07-16,0.908,0.911,0.911,0.906,0.906,330140,300245.5,-0.002,-0.2203,0.9094,0.8396,1.012,1.012,
150177.SZ,鹏华证保A,2014-07-17,0.906,0.904,0.909,0.904,0.909,30101,27211.8,0.003,0.3311,0.904,0.0771,1.012,1.012,
150177.SZ,鹏华证保A,2014-07-18,0.909,0.901,0.907,0.901,0.907,200206,180561.7,-0.002,-0.22,0.9019,0.5127,1.012,1.012,
150177.SZ,鹏华证保A,2014-07-21,0.907,0.908,0.91,0.902,0.91,570114,517460.4,0.003,0.3308,0.9076,1.4648,1.013,1.013,
150177.SZ,鹏华证保A,2014-07-22,0.91,0.904,0.921,0.904,0.913,3268684,2992423.7,0.003,0.3297,0.9155,8.5096,1.013,1.013,
