代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502027.SH,鹏华新丝路A,2015-08-24,--,0.903,1.001,0.903,0.925,8683780,7863212,--,--,0.9055,21.1408,1.002,1.002,
502027.SH,鹏华新丝路A,2015-08-25,0.925,0.925,0.947,0.917,0.931,1305177,1210256,0.006,0.6486,0.9273,16.028,1.002,1.002,
502027.SH,鹏华新丝路A,2015-08-26,0.931,0.911,0.94,0.911,0.94,2443951,2286700,0.009,0.9667,0.9357,37.3487,1.002,1.002,
502027.SH,鹏华新丝路A,2015-08-27,0.94,0.926,0.945,0.926,0.932,1956770,1834363,-0.008,-0.8511,0.9374,36.2224,1.002,1.002,
502027.SH,鹏华新丝路A,2015-08-28,0.932,0.926,0.933,0.91,0.921,439820,406022,-0.011,-1.1803,0.9232,8.477,1.002,1.002,
502027.SH,鹏华新丝路A,2015-08-31,0.921,0.918,0.925,0.91,0.924,316627,291539,0.003,0.3257,0.9208,6.2707,1.003,1.003,
502027.SH,鹏华新丝路A,2015-09-01,0.924,0.924,0.968,0.924,0.959,2773106,2594159,0.035,3.7879,0.9355,58.2133,1.003,1.003,
502027.SH,鹏华新丝路A,2015-09-02,0.959,0.959,0.959,0.936,0.939,1352525,1280573,-0.02,-2.0855,0.9468,32.4767,1.003,1.003,
502027.SH,鹏华新丝路A,2015-09-07,0.939,0.955,0.955,0.943,0.946,686731,650864,0.007,0.7455,0.9478,16.9605,1.004,1.004,
502027.SH,鹏华新丝路A,2015-09-08,0.946,0.942,0.948,0.939,0.94,238650,224781,-0.006,-0.6342,0.9419,6.0889,1.004,1.004,
502027.SH,鹏华新丝路A,2015-09-09,0.94,0.931,0.942,0.931,0.931,444300,414391,-0.009,-0.9574,0.9327,11.0978,1.004,1.004,
502027.SH,鹏华新丝路A,2015-09-10,0.931,0.93,0.932,0.921,0.93,423605,392193,-0.001,-0.1074,0.9258,11.0495,1.004,1.004,
502027.SH,鹏华新丝路A,2015-09-11,0.93,0.937,0.937,0.923,0.923,61600,57216,-0.007,-0.7527,0.9288,1.6124,1.004,1.004,
502027.SH,鹏华新丝路A,2015-09-14,0.923,0.926,0.933,0.924,0.927,321650,298058,0.004,0.4334,0.9267,8.4191,1.005,1.005,
502027.SH,鹏华新丝路A,2015-09-15,0.927,0.938,0.939,0.93,0.936,676100,632707,0.009,0.9709,0.9358,17.7449,1.005,1.005,
502027.SH,鹏华新丝路A,2015-09-16,0.936,0.934,0.934,0.927,0.928,176900,164753,-0.008,-0.8547,0.9313,4.6404,1.005,1.005,
502027.SH,鹏华新丝路A,2015-09-17,0.928,0.923,0.932,0.923,0.928,205670,191000,0,0,0.9287,5.4307,1.005,1.005,
