代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502000.SH,西部利得中证500,2015-04-27,--,1.6739,1.6739,1.537,1.5446,63417900,64641190,--,--,1.0193,2742.0849,1,1,
502000.SH,西部利得中证500,2015-04-28,1.5446,1.5446,1.5476,1.4989,1.5004,27970300,27627733,-0.0441,-2.8571,0.9878,1209.3894,1,1,
502000.SH,西部利得中证500,2015-04-29,1.5004,1.508,1.5141,1.502,1.5141,42910975,42641968,0.0137,0.9128,0.9937,1855.3995,1,1,
502000.SH,西部利得中证500,2015-04-30,1.5141,1.5111,1.5141,1.5096,1.5111,15017930,14921288,-0.003,-0.201,0.9936,649.3504,1,1,
502000.SH,西部利得中证500,2015-05-04,1.5111,1.5111,1.5126,1.5065,1.5126,16846346,16714438,0.0015,0.1007,0.9922,728.4081,1.002,1.002,
502000.SH,西部利得中证500,2015-05-05,1.5126,1.5111,1.5126,1.5004,1.505,11671899,11560235,-0.0076,-0.503,0.9904,504.6736,0.939,0.939,
502000.SH,西部利得中证500,2015-05-06,1.505,1.4913,1.4913,1.4183,1.438,2505300,2397632,-0.067,-4.4489,0.957,108.325,0.923,0.923,
502000.SH,西部利得中证500,2015-05-07,1.438,1.4396,1.4411,1.3726,1.3863,3160023,2905357,-0.0517,-3.5979,0.9194,136.6342,0.903,0.903,
502000.SH,西部利得中证500,2015-05-08,1.3863,1.3848,1.4183,1.3817,1.4167,4328100,3966873,0.0304,2.1954,0.9165,187.1399,0.935,0.935,
502000.SH,西部利得中证500,2015-05-11,1.4167,1.4167,1.473,1.403,1.473,3753700,3563913,0.0563,3.9742,0.9494,162.3038,0.973,0.973,
502000.SH,西部利得中证500,2015-05-12,1.473,1.473,1.5035,1.4624,1.4928,4493050,4383253,0.0198,1.343,0.9756,194.272,0.991,0.991,
502000.SH,西部利得中证500,2015-05-13,1.4928,1.4913,1.5187,1.4776,1.5141,2430246,2404447,0.0213,1.4271,0.9894,105.0798,1.002,1.002,
502000.SH,西部利得中证500,2015-05-14,1.5141,1.5141,1.5187,1.5035,1.5172,828000,822923,0.003,0.201,0.9939,35.8013,1.003,1.003,
502000.SH,西部利得中证500,2015-05-15,1.5172,1.5157,1.5172,1.4654,1.5035,621000,614461,-0.0137,-0.9027,0.9895,26.851,0.994,0.994,
502000.SH,西部利得中证500,2015-05-18,1.5035,1.5035,1.537,1.3741,1.537,1366800,1365725,0.0335,2.2267,0.9992,59.0982,1.011,1.011,
502000.SH,西部利得中证500,2015-05-19,1.537,1.5217,1.5659,1.5217,1.5659,907000,918627,0.0289,1.8812,1.0128,39.2172,1.034,1.034,
502000.SH,西部利得中证500,2015-05-20,1.5659,1.5659,1.613,1.5659,1.5978,1146159,1203877,0.032,2.0408,1.0504,49.558,1.049,1.049,
502000.SH,西部利得中证500,2015-05-21,1.5978,1.6054,1.6435,1.5765,1.642,1498109,1593056,0.0441,2.7619,1.0634,64.7758,1.083,1.083,
502000.SH,西部利得中证500,2015-05-22,1.642,1.6404,1.6907,1.5217,1.6602,833400,903227,0.0183,1.1121,1.0838,36.0348,1.099,1.099,
502000.SH,西部利得中证500,2015-05-25,1.6602,1.6435,1.7515,1.5674,1.7348,1680017,1865879,0.0746,4.4913,1.1106,72.6412,1.124,1.124,
502000.SH,西部利得中证500,2015-05-26,1.7348,1.7348,1.82,1.7348,1.7804,1587404,1872479,0.0457,2.6316,1.1796,68.6367,1.154,1.154,
502000.SH,西部利得中证500,2015-05-27,1.7804,1.7804,1.9007,1.712,1.7941,876800,1035076,0.0137,0.7692,1.1805,37.9114,1.166,1.166,
502000.SH,西部利得中证500,2015-05-28,1.7941,1.7941,1.8185,1.6815,1.7043,1928917,2199637,-0.0898,-5.0042,1.1403,83.4032,1.108,1.108,
502000.SH,西部利得中证500,2015-05-29,1.7043,1.6739,1.7196,1.5674,1.6678,1377770,1515115,-0.0365,-2.1429,1.0997,59.5725,1.118,1.118,
502000.SH,西部利得中证500,2015-06-01,1.6678,1.7043,1.7713,1.645,1.7607,849613,970728,0.0928,5.5657,1.1426,36.7359,1.17,1.17,
502000.SH,西部利得中证500,2015-06-02,1.7607,1.8033,1.8565,1.7667,1.855,1248399,1476623,0.0943,5.3587,1.1828,53.9787,1.211,1.211,
502000.SH,西部利得中证500,2015-06-03,1.855,1.8565,1.8565,1.7546,1.8352,993900,1191920,-0.0198,-1.0664,1.1992,42.9746,1.219,1.219,
502000.SH,西部利得中证500,2015-06-04,1.8352,1.8261,1.8352,1.7561,1.8352,1648709,1938101,0,0,1.1755,71.2874,1.215,1.215,
502000.SH,西部利得中证500,2015-06-05,1.8352,1.8352,1.9463,1.8352,1.8763,1200900,1475970,0.0411,2.2388,1.2291,51.9249,1.236,1.236,
502000.SH,西部利得中证500,2015-06-08,1.8763,1.8717,1.8793,1.8017,1.855,644269,778402,-0.0213,-1.1354,1.2082,27.8571,1.224,1.224,
502000.SH,西部利得中证500,2015-06-09,1.855,1.855,1.8778,1.7835,1.855,474479,570873,0,0,1.2032,20.5157,1.222,1.222,
502000.SH,西部利得中证500,2015-06-10,1.855,1.8291,1.89,1.8109,1.8748,946600,1160189,0.0198,1.0664,1.2256,40.9294,1.244,1.244,
502000.SH,西部利得中证500,2015-06-11,1.8748,1.8733,1.9098,1.8733,1.9067,714209,884479,0.032,1.7045,1.2384,30.8812,1.263,1.263,
502000.SH,西部利得中证500,2015-06-12,1.9067,1.9067,2.0543,1.9067,1.9478,238500,306194,0.0411,2.1548,1.2838,10.3123,1.286,1.286,
502000.SH,西部利得中证500,2015-06-15,1.9478,1.9433,2.0513,1.9174,1.9615,719700,939770,0.0137,0.7031,1.3058,31.1186,1.265,1.265,
502000.SH,西部利得中证500,2015-06-16,1.9615,1.9615,1.9615,1.8413,1.8885,217200,271415,-0.073,-3.7238,1.2496,9.3914,1.217,1.217,
502000.SH,西部利得中证500,2015-06-17,1.8885,1.8717,1.9478,1.7728,1.9235,1570641,1894744,0.035,1.8533,1.2064,67.9119,1.237,1.237,
502000.SH,西部利得中证500,2015-06-18,1.9235,1.9326,1.9326,1.82,1.8215,218800,266929,-0.102,-5.3006,1.22,9.4605,1.199,1.199,
502000.SH,西部利得中证500,2015-06-19,1.8215,1.8109,1.8109,1.7211,1.7211,347350,400525,-0.1004,-5.5138,1.1531,15.0188,1.117,1.117,
502000.SH,西部利得中证500,2015-06-23,1.7211,1.7165,1.7165,1.6115,1.7135,197900,219495,-0.0076,-0.4421,1.1091,8.5569,1.123,1.123,
502000.SH,西部利得中证500,2015-06-24,1.7135,1.8413,1.8854,1.7043,1.7698,1271700,1482990,0.0563,3.286,1.1661,54.9862,1.148,1.148,
502000.SH,西部利得中证500,2015-06-25,1.7698,1.75,1.9463,1.683,1.715,2175300,2544631,-0.0548,-3.0954,1.1698,94.0564,1.108,1.108,
502000.SH,西部利得中证500,2015-06-26,1.715,1.6693,1.7028,1.5522,1.5583,383067,398550,-0.1567,-9.1393,1.0404,16.5632,1.019,1.019,
502000.SH,西部利得中证500,2015-06-29,1.5583,1.5537,1.6435,1.4411,1.47,826800,836405,-0.0883,-5.6641,1.0116,35.7495,0.956,0.956,
502000.SH,西部利得中证500,2015-06-30,1.47,1.4152,1.5522,1.3696,1.5141,1073566,1045237,0.0441,3.0021,0.9736,4.7909,1.001,1.001,
502000.SH,西部利得中证500,2015-07-01,1.5141,1.5141,1.5476,1.4274,1.4791,685109,680214,-0.035,-2.3116,0.9929,3.0574,0.946,0.946,
502000.SH,西部利得中证500,2015-07-02,1.4791,1.4,1.4761,1.3391,1.3787,803900,744757,-0.1004,-6.7901,0.9264,3.5875,0.884,0.884,
502000.SH,西部利得中证500,2015-07-03,1.3787,1.3848,1.3848,1.2448,1.295,972500,839225,-0.0837,-6.0706,0.863,4.3399,0.832,0.832,
502000.SH,西部利得中证500,2015-07-06,1.295,1.3102,1.3909,1.1717,1.2965,814300,680157,0.0015,0.1175,0.8353,3.6339,0.817,0.817,
502000.SH,西部利得中证500,2015-07-07,1.2965,1.2189,1.2463,1.1672,1.1717,1199990,941619,-0.1248,-9.6244,0.7847,5.3551,0.758,0.758,
502000.SH,西部利得中证500,2015-07-08,1.1717,1.1702,1.1717,1.0546,1.1109,801078,567457,-0.0609,-5.1948,0.7084,3.5749,0.71,0.71,
502000.SH,西部利得中证500,2015-07-09,1.1109,1.0043,1.222,1.0043,1.222,1912300,1504193,0.1111,10,0.7866,8.5339,0.707,0.707,
502000.SH,西部利得中证500,2015-07-10,1.222,1.2417,1.3437,1.1413,1.3437,4722537,4058605,0.1217,9.9626,0.8594,21.0749,0.723,0.723,
502000.SH,西部利得中证500,2015-07-13,1.3437,1.263,1.4487,1.263,1.4198,8715061,7877266,0.0761,5.6625,0.9039,38.892,0.733,0.733,
502000.SH,西部利得中证500,2015-07-14,1.4198,1.2783,1.2783,1.2783,1.2783,1293600,1086624,-0.1415,-9.9678,0.84,5.7728,0.735,0.735,
502000.SH,西部利得中证500,2015-07-15,1.2783,1.1504,1.1504,1.1504,1.1504,5432400,4106894,-0.1278,-10,0.756,24.2427,0.731,0.731,
502000.SH,西部利得中证500,2015-07-16,1.1504,1.0804,1.117,1.0774,1.1109,28234246,20406338,-0.0396,-3.4392,0.7228,125.9988,0.735,0.735,
502000.SH,西部利得中证500,2015-07-17,1.1109,1.1109,1.1657,1.0728,1.1337,53756498,39902540,0.0228,2.0548,0.7423,239.8949,0.745,0.745,
502000.SH,西部利得中证500,2015-07-20,1.1337,1.1398,1.1672,1.1307,1.1383,23859969,17884546,0.0046,0.4027,0.7496,106.478,0.748,0.748,
502000.SH,西部利得中证500,2015-07-21,1.1383,1.1352,1.1535,1.0941,1.1413,15080200,11106529,0.003,0.2674,0.7365,67.2972,0.752,0.752,
502000.SH,西部利得中证500,2015-07-22,1.1413,1.1337,1.1489,1.123,1.1474,5870324,4397991,0.0061,0.5333,0.7492,26.197,0.756,0.756,
502000.SH,西部利得中证500,2015-07-23,1.1474,1.1535,1.2022,1.1337,1.1991,12413872,9573267,0.0517,4.5093,0.7712,55.3984,0.765,0.765,
502000.SH,西部利得中证500,2015-07-24,1.1991,1.2052,1.26,1.2022,1.2143,8364704,6738809,0.0152,1.269,0.8056,37.3285,0.76,0.76,
502000.SH,西部利得中证500,2015-07-27,1.2143,1.1991,1.2128,1.1078,1.1246,8845036,6863486,-0.0898,-7.3935,0.776,39.472,0.741,0.741,
502000.SH,西部利得中证500,2015-07-28,1.1246,1.0774,1.1504,1.0759,1.1139,10160390,7387748,-0.0107,-0.9472,0.7271,45.342,0.738,0.738,
502000.SH,西部利得中证500,2015-07-29,1.1139,1.1215,1.1565,1.1002,1.1276,16257643,11926798,0.0137,1.2295,0.7336,72.5517,0.749,0.749,
502000.SH,西部利得中证500,2015-07-30,1.1276,1.1276,1.1398,1.1109,1.12,11562930,8576397,-0.0076,-0.6748,0.7417,51.601,0.741,0.741,
502000.SH,西部利得中证500,2015-07-31,1.12,1.1215,1.123,1.1033,1.1154,8816039,6438189,-0.0046,-0.4076,0.7303,39.3426,0.739,0.739,
502000.SH,西部利得中证500,2015-08-03,1.1154,1.1154,1.1154,1.0926,1.1109,7134187,5153706,-0.0046,-0.4093,0.7224,31.8372,0.733,0.733,
502000.SH,西部利得中证500,2015-08-04,1.1109,1.1109,1.1687,1.1033,1.1687,10238879,7596102,0.0578,5.2055,0.7419,45.6922,0.75,0.75,
502000.SH,西部利得中证500,2015-08-05,1.1687,1.1337,1.1443,1.1246,1.1322,3853320,2875897,-0.0365,-3.125,0.7463,17.1959,0.745,0.745,
502000.SH,西部利得中证500,2015-08-06,1.1322,1.1139,1.1291,1.1124,1.1261,3002692,2213777,-0.0061,-0.5376,0.7373,13.3999,0.743,0.743,
502000.SH,西部利得中证500,2015-08-07,1.1261,1.1261,1.155,1.1261,1.1428,3088058,2306784,0.0167,1.4865,0.747,13.7808,0.754,0.754,
502000.SH,西部利得中证500,2015-08-10,1.1428,1.155,1.1885,1.1398,1.1854,4224468,3253097,0.0426,3.7284,0.7701,18.8522,0.774,0.774,
502000.SH,西部利得中证500,2015-08-11,1.1854,1.1809,1.187,1.1657,1.1748,2446838,1894153,-0.0107,-0.8986,0.7741,10.9193,0.776,0.776,
