代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
161831.SZ,银华恒生H股,2014-05-12,--,--,--,--,--,--,--,--,--,--,--,1.0004,1.0004,
161831.SZ,银华恒生H股,2014-05-13,--,--,--,--,--,--,--,--,--,--,--,0.9943,0.9943,
161831.SZ,银华恒生H股,2014-05-14,--,--,--,--,--,--,--,--,--,--,--,0.9943,0.9943,
161831.SZ,银华恒生H股,2014-05-15,--,--,--,--,--,--,--,--,--,--,--,0.9931,0.9931,
161831.SZ,银华恒生H股,2014-05-16,--,--,--,--,--,--,--,--,--,--,--,0.9934,0.9934,
161831.SZ,银华恒生H股,2014-05-19,--,--,--,--,--,--,--,--,--,--,--,0.9904,0.9904,
161831.SZ,银华恒生H股,2014-05-20,--,--,--,--,--,--,--,--,--,--,--,0.9891,0.9891,
161831.SZ,银华恒生H股,2014-05-21,--,--,--,--,--,--,--,--,--,--,--,0.9989,0.9989,
161831.SZ,银华恒生H股,2014-05-22,--,--,--,--,--,--,--,--,--,--,--,1.0111,1.0111,
161831.SZ,银华恒生H股,2014-05-23,--,--,--,--,--,--,--,--,--,--,--,1.0134,1.0134,
161831.SZ,银华恒生H股,2014-05-26,--,--,--,--,--,--,--,--,--,--,--,1.0145,1.0145,
161831.SZ,银华恒生H股,2014-05-27,--,--,--,--,--,--,--,--,--,--,--,1.01,1.01,
161831.SZ,银华恒生H股,2014-05-28,--,--,--,--,--,--,--,--,--,--,--,1.0225,1.0225,
161831.SZ,银华恒生H股,2014-05-29,--,--,--,--,--,--,--,--,--,--,--,1.0228,1.0228,
161831.SZ,银华恒生H股,2014-05-30,--,--,--,--,--,--,--,--,--,--,--,1.0292,1.0292,
161831.SZ,银华恒生H股,2014-06-03,--,--,--,--,--,--,--,--,--,--,--,1.0422,1.0422,
161831.SZ,银华恒生H股,2014-06-04,--,--,--,--,--,--,--,--,--,--,--,1.0392,1.0392,
161831.SZ,银华恒生H股,2014-06-05,--,--,--,--,--,--,--,--,--,--,--,1.0439,1.0439,
