代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502026.SH,鹏华新丝路,2015-08-24,--,0.98,0.997,0.98,0.992,4027719,3994585,--,--,0.9918,1.5709,1,1,
502026.SH,鹏华新丝路,2015-08-25,0.992,1.082,1.082,0.991,0.992,1766026,1765281,0,0,0.9996,0.6888,1.007,1.007,
502026.SH,鹏华新丝路,2015-08-26,0.992,0.996,1.05,0.996,0.999,4224446,4229390,0.007,0.7056,1.0012,1.6476,1.007,1.007,
502026.SH,鹏华新丝路,2015-08-27,0.999,1.002,1.027,0.996,1.009,3483394,3480469,0.01,1.001,0.9992,1.3586,1.01,1.01,
502026.SH,鹏华新丝路,2015-08-28,1.009,1.01,1.05,1.005,1.009,447915,452488,0,0,1.0102,0.1747,1.016,1.016,
502026.SH,鹏华新丝路,2015-08-31,1.009,1.01,1.049,0.986,1.018,112215,113178,0.009,0.892,1.0086,0.0438,1.018,1.018,
502026.SH,鹏华新丝路,2015-09-01,1.018,1.005,1.012,1.004,1.004,382009,383827,-0.014,-1.3752,1.0048,0.149,1.016,1.016,
502026.SH,鹏华新丝路,2015-09-02,1.004,1.011,1.011,1.005,1.009,568800,573111,0.005,0.498,1.0076,0.2218,1.015,1.015,
502026.SH,鹏华新丝路,2015-09-07,1.009,1.008,1.015,1.008,1.008,241500,244035,-0.001,-0.0991,1.0105,0.0942,1.013,1.013,
502026.SH,鹏华新丝路,2015-09-08,1.008,1.007,1.021,1.005,1.016,618443,624173,0.008,0.7937,1.0093,0.2412,1.017,1.017,
502026.SH,鹏华新丝路,2015-09-09,1.016,1.021,1.048,1.01,1.045,317206,324909,0.029,2.8543,1.0243,0.1237,1.021,1.021,
502026.SH,鹏华新丝路,2015-09-10,1.045,1.099,1.099,1.011,1.024,87400,89419,-0.021,-2.0096,1.0231,0.0341,1.017,1.017,
502026.SH,鹏华新丝路,2015-09-11,1.024,1.002,1.021,1.002,1.019,52600,53373,-0.005,-0.4883,1.0147,0.0205,1.016,1.016,
502026.SH,鹏华新丝路,2015-09-14,1.019,1.007,1.039,0.984,0.984,149100,149002,-0.035,-3.4347,0.9993,0.0582,1.01,1.01,
502026.SH,鹏华新丝路,2015-09-15,0.984,1.005,1.01,0.996,0.996,127300,127145,0.012,1.2195,0.9988,0.0496,1.002,1.002,
502026.SH,鹏华新丝路,2015-09-16,0.996,0.985,1.08,0.985,1.075,194700,197177,0.079,7.9317,1.0127,0.0759,1.011,1.011,
502026.SH,鹏华新丝路,2015-09-17,1.075,1.029,1.03,1.003,1.005,28000,28709,-0.07,-6.5116,1.0253,0.0109,1.007,1.007,
502026.SH,鹏华新丝路,2015-09-18,1.005,1.006,1.007,1,1.007,13256,13267,0.002,0.199,1.0008,0.0052,1.008,1.008,
502026.SH,鹏华新丝路,2015-09-21,1.007,1.007,1.019,1.001,1.019,55169,56175,0.012,1.1917,1.0182,0.0215,1.011,1.011,
502026.SH,鹏华新丝路,2015-09-22,1.019,1.009,1.038,0.998,1.034,23500,23737,0.015,1.472,1.0101,0.0092,1.013,1.013,
502026.SH,鹏华新丝路,2015-09-23,1.034,1.003,1.031,1.003,1.031,13500,13544,-0.003,-0.2901,1.0033,0.0053,1.008,1.008,
502026.SH,鹏华新丝路,2015-09-24,1.031,1.005,1.028,1.005,1.028,600,607,-0.003,-0.291,1.0117,0.0002,1.01,1.01,
502026.SH,鹏华新丝路,2015-09-25,1.028,1.002,1.004,0.996,0.999,193369,193401,-0.029,-2.821,1.0002,0.0754,1.007,1.007,
502026.SH,鹏华新丝路,2015-09-28,0.999,1.002,1.05,0.995,1.044,51700,53874,0.045,4.5045,1.0421,0.0202,1.007,1.007,
502026.SH,鹏华新丝路,2015-09-29,1.044,1.039,1.089,1.01,1.08,332300,344113,0.036,3.4483,1.0355,0.1296,1.004,1.004,
502026.SH,鹏华新丝路,2015-09-30,1.08,1.037,1.188,1.001,1.188,403329,436316,0.108,10,1.0818,0.1573,1.003,1.003,
502026.SH,鹏华新丝路,2015-10-08,1.188,1.124,1.13,1.069,1.11,4407480,4720534,-0.078,-6.5657,1.071,1.719,1.006,1.006,
502026.SH,鹏华新丝路,2015-10-09,1.11,1.04,1.21,1.015,1.091,2840403,2935293,-0.019,-1.7117,1.0334,1.1078,1.007,1.007,
502026.SH,鹏华新丝路,2015-10-12,1.091,1.013,1.043,1.009,1.033,9455988,9669737,-0.058,-5.3162,1.0226,3.688,1.009,1.009,
502026.SH,鹏华新丝路,2015-10-13,1.033,1.018,1.022,1.008,1.01,4734441,4791822,-0.023,-2.2265,1.0121,1.8465,1.02,1.02,
502026.SH,鹏华新丝路,2015-10-14,1.01,1.01,1.023,1.009,1.01,12875846,13074112,0,0,1.0154,5.0218,1.01,1.01,
502026.SH,鹏华新丝路,2015-10-15,1.01,1.01,1.034,1.003,1.032,10943798,11164341,0.022,2.1782,1.0202,4.2682,1.036,1.036,
502026.SH,鹏华新丝路,2015-10-16,1.032,1.022,1.048,1.021,1.047,8933801,9249202,0.015,1.4535,1.0353,3.4843,1.05,1.05,
502026.SH,鹏华新丝路,2015-10-19,1.047,1.042,1.047,1.03,1.037,3272201,3396653,-0.01,-0.9551,1.038,1.2762,1.043,1.043,
502026.SH,鹏华新丝路,2015-10-20,1.037,1.035,1.052,1.028,1.051,2060823,2148728,0.014,1.35,1.0427,0.8037,1.058,1.058,
502026.SH,鹏华新丝路,2015-10-21,1.051,1.045,1.053,1.001,1.011,823700,848203,-0.04,-3.8059,1.0297,0.3213,0.987,0.987,
502026.SH,鹏华新丝路,2015-10-22,1.011,1.011,1.019,1,1.019,937791,945349,0.008,0.7913,1.0081,0.3658,1.018,1.018,
502026.SH,鹏华新丝路,2015-10-23,1.019,1.015,1.034,1.011,1.031,1725571,1766205,0.012,1.1776,1.0235,0.673,1.037,1.037,
502026.SH,鹏华新丝路,2015-10-26,1.031,1.041,1.057,1.034,1.048,1357600,1414952,0.017,1.6489,1.0422,0.5295,1.052,1.052,
502026.SH,鹏华新丝路,2015-10-27,1.048,1.045,1.056,1.01,1.054,1022108,1057276,0.006,0.5725,1.0344,0.3986,1.053,1.053,
502026.SH,鹏华新丝路,2015-10-28,1.054,1.058,1.059,1.04,1.054,303778,318145,0,0,1.0473,0.1185,1.033,1.033,
502026.SH,鹏华新丝路,2015-10-29,1.054,1.056,1.056,1.03,1.054,75400,78546,0,0,1.0417,0.0294,1.041,1.041,
502026.SH,鹏华新丝路,2015-10-30,1.054,1.044,1.048,1.019,1.036,46500,48253,-0.018,-1.7078,1.0377,0.0181,1.036,1.036,
502026.SH,鹏华新丝路,2015-11-02,1.036,1.05,1.05,1.002,1.016,127600,129749,-0.02,-1.9305,1.0168,0.0498,1.012,1.012,
502026.SH,鹏华新丝路,2015-11-03,1.016,1.056,1.056,1.001,1.025,108600,110299,0.009,0.8858,1.0156,0.0424,1.018,1.018,
502026.SH,鹏华新丝路,2015-11-04,1.025,1.036,1.078,1.03,1.075,553080,579071,0.05,4.878,1.047,0.2157,1.062,1.062,
502026.SH,鹏华新丝路,2015-11-05,1.075,1.068,1.095,1.061,1.074,562854,606303,-0.001,-0.093,1.0772,0.2195,1.072,1.072,
502026.SH,鹏华新丝路,2015-11-06,1.074,1.078,1.098,1.044,1.097,733207,796624,0.023,2.1415,1.0865,0.286,1.1,1.1,
502026.SH,鹏华新丝路,2015-11-09,1.097,1.098,1.122,1.09,1.108,296100,327489,0.011,1.0027,1.106,0.1155,1.112,1.112,
502026.SH,鹏华新丝路,2015-11-10,1.108,1.139,1.139,1.1,1.121,176600,198168,0.013,1.1733,1.1221,0.0689,1.126,1.126,
502026.SH,鹏华新丝路,2015-11-11,1.121,1.099,1.181,1.099,1.141,209400,233747,0.02,1.7841,1.1163,0.0817,1.138,1.138,
502026.SH,鹏华新丝路,2015-11-12,1.141,1.159,1.159,1.118,1.127,231100,260069,-0.014,-1.227,1.1254,0.0901,1.137,1.137,
502026.SH,鹏华新丝路,2015-11-13,1.127,1.127,1.138,1.112,1.13,109783,123353,0.003,0.2662,1.1236,0.0428,1.122,1.122,
502026.SH,鹏华新丝路,2015-11-16,1.13,1.103,1.135,1.103,1.135,39900,45020,0.005,0.4425,1.1283,0.0156,1.135,1.135,
502026.SH,鹏华新丝路,2015-11-17,1.135,1.188,1.189,1.137,1.15,45100,51669,0.015,1.3216,1.1457,0.0176,1.137,1.137,
502026.SH,鹏华新丝路,2015-11-18,1.15,1.118,1.15,1.118,1.135,21800,24426,-0.015,-1.3043,1.1205,0.0085,1.111,1.111,
502026.SH,鹏华新丝路,2015-11-19,1.135,1.132,1.144,1.089,1.143,47300,53340,0.008,0.7048,1.1277,0.0184,1.135,1.135,
502026.SH,鹏华新丝路,2015-11-20,1.143,1.142,1.145,1.127,1.128,181200,204857,-0.015,-1.3123,1.1306,0.0707,1.141,1.141,
502026.SH,鹏华新丝路,2015-11-23,1.128,1.111,1.174,1.111,1.149,215000,243659,0.021,1.8617,1.1333,0.0839,1.129,1.129,
502026.SH,鹏华新丝路,2015-11-24,1.149,1.138,1.162,1.119,1.156,23600,26640,0.007,0.6092,1.1288,0.0092,1.137,1.137,
502026.SH,鹏华新丝路,2015-11-25,1.156,1.143,1.17,1.13,1.15,8600,9875,-0.006,-0.519,1.1483,0.0034,1.149,1.149,
502026.SH,鹏华新丝路,2015-11-26,1.15,1.181,1.181,1.132,1.15,105700,121028,0,0,1.145,0.0412,1.15,1.15,
502026.SH,鹏华新丝路,2015-11-27,1.15,1.148,1.148,1.077,1.128,233900,255363,-0.022,-1.913,1.0918,0.0912,1.076,1.076,
502026.SH,鹏华新丝路,2015-11-30,1.128,1.027,1.087,1.027,1.078,149400,160371,-0.05,-4.4326,1.0734,0.0583,1.082,1.082,
502026.SH,鹏华新丝路,2015-12-01,1.078,1.051,1.099,1.051,1.084,42700,45892,0.006,0.5566,1.0748,0.0167,1.08,1.08,
502026.SH,鹏华新丝路,2015-12-02,1.084,1.041,1.099,1.041,1.098,57800,61553,0.014,1.2915,1.0649,0.0225,1.086,1.086,
502026.SH,鹏华新丝路,2015-12-03,1.098,1.08,1.108,1.08,1.108,3000,3248,0.01,0.9107,1.0827,0.0012,1.101,1.101,
502026.SH,鹏华新丝路,2015-12-04,1.108,1.079,1.115,1.075,1.077,36600,39833,-0.031,-2.7978,1.0883,0.0143,1.088,1.088,
502026.SH,鹏华新丝路,2015-12-07,1.077,1.077,1.097,1.077,1.096,160000,173622,0.019,1.7642,1.0851,0.0624,1.095,1.095,
502026.SH,鹏华新丝路,2015-12-08,1.096,1.089,1.089,1.065,1.085,68100,72535,-0.011,-1.0036,1.0651,0.0266,1.064,1.064,
502026.SH,鹏华新丝路,2015-12-09,1.085,1.055,1.079,1.055,1.079,2200,2326,-0.006,-0.553,1.0573,0.0009,1.071,1.071,
502026.SH,鹏华新丝路,2015-12-10,1.079,1.089,1.089,1.06,1.088,120400,127715,0.009,0.8341,1.0608,0.047,1.067,1.067,
502026.SH,鹏华新丝路,2015-12-11,1.088,1.078,1.078,1.047,1.076,1300,1373,-0.012,-1.1029,1.0562,0.0005,1.061,1.061,
502026.SH,鹏华新丝路,2015-12-14,1.076,1.053,1.075,1.052,1.075,81954,86961,-0.001,-0.0929,1.0611,0.032,1.093,1.093,
502026.SH,鹏华新丝路,2015-12-15,1.075,1.081,1.087,1.08,1.087,18068,19559,0.012,1.1163,1.0825,0.007,1.096,1.096,
502026.SH,鹏华新丝路,2015-12-16,1.087,1.088,1.089,1.088,1.089,2368,2576,0.002,0.184,1.0878,0.0009,1.098,1.098,
502026.SH,鹏华新丝路,2015-12-17,1.089,1.11,1.111,1.099,1.111,51800,57499,0.022,2.0202,1.11,0.0202,1.121,1.121,
502026.SH,鹏华新丝路,2015-12-18,1.111,1.122,1.122,1.097,1.105,32268,36086,-0.006,-0.5401,1.1183,0.0126,1.118,1.118,
502026.SH,鹏华新丝路,2015-12-21,1.105,1.12,1.124,1.11,1.124,33700,37737,0.019,1.7195,1.1198,0.0131,1.133,1.133,
502026.SH,鹏华新丝路,2015-12-22,1.124,1.146,1.146,1.139,1.139,3200,3650,0.015,1.3345,1.1406,0.0012,1.145,1.145,
502026.SH,鹏华新丝路,2015-12-23,1.139,1.139,1.139,1.139,1.139,3368,3836,0,0,1.139,0.0013,1.137,1.137,
502026.SH,鹏华新丝路,2015-12-24,1.139,1.114,1.12,1.114,1.12,153767,171654,-0.019,-1.6681,1.1163,0.06,1.135,1.135,
502026.SH,鹏华新丝路,2015-12-25,1.12,1.13,1.13,1.122,1.13,51100,57736,0.01,0.8929,1.1299,0.0199,1.136,1.136,
502026.SH,鹏华新丝路,2015-12-28,1.13,1.13,1.13,1.13,1.13,--,--,0,0,--,--,1.131,1.131,
502026.SH,鹏华新丝路,2015-12-29,1.13,1.13,1.13,1.13,1.13,--,--,0,0,--,--,1.147,1.147,
502026.SH,鹏华新丝路,2015-12-30,1.13,1.146,1.168,1.138,1.159,53100,61053,0.029,2.5664,1.1498,0.0207,1.155,1.155,
502026.SH,鹏华新丝路,2015-12-31,1.159,1.137,1.176,1.137,1.173,144800,169107,0.014,1.2079,1.1679,1.8256,1.133,1.133,
502026.SH,鹏华新丝路,2016-01-04,1.173,1.173,1.188,1.13,1.13,159900,187332,-0.043,-3.6658,1.1716,2.016,1.042,1.042,
502026.SH,鹏华新丝路,2016-01-05,1.13,1.13,1.188,1.036,1.069,115296,121102,-0.061,-5.3982,1.0504,1.4537,1.039,1.039,
