代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502023.SH,鹏华国证钢铁行业,2015-08-24,--,0.98,0.996,0.98,0.992,798033,791125,--,--,0.9913,0.301,1,1,
502023.SH,鹏华国证钢铁行业,2015-08-25,0.992,0.992,0.995,0.991,0.991,1380387,1369828,-0.001,-0.1008,0.9924,0.5207,1.01,1.01,
502023.SH,鹏华国证钢铁行业,2015-08-26,0.991,1.038,1.038,1,1.003,2167345,2181160,0.012,1.2109,1.0064,0.8175,1.004,1.004,
502023.SH,鹏华国证钢铁行业,2015-08-27,1.003,1.005,1.016,0.995,1.008,333000,334084,0.005,0.4985,1.0033,0.1256,1.013,1.013,
502023.SH,鹏华国证钢铁行业,2015-08-28,1.008,0.992,1.1,0.992,1.039,509400,520168,0.031,3.0754,1.0211,0.1921,1.023,1.023,
502023.SH,鹏华国证钢铁行业,2015-08-31,1.039,1.01,1.039,1.002,1.039,302600,305732,0,0,1.0104,0.1141,1.022,1.022,
502023.SH,鹏华国证钢铁行业,2015-09-01,1.039,1.009,1.009,1.007,1.007,1900,1917,-0.032,-3.0799,1.0089,0.0007,1.023,1.023,
502023.SH,鹏华国证钢铁行业,2015-09-02,1.007,1.018,1.018,1.013,1.015,140002,142002,0.008,0.7944,1.0143,0.0528,1.021,1.021,
502023.SH,鹏华国证钢铁行业,2015-09-07,1.015,1.003,1.026,1.003,1.025,70900,72661,0.01,0.9852,1.0248,0.0267,1.02,1.02,
502023.SH,鹏华国证钢铁行业,2015-09-08,1.025,1.12,1.12,1.009,1.078,95500,104338,0.053,5.1707,1.0925,0.036,1.02,1.02,
502023.SH,鹏华国证钢铁行业,2015-09-09,1.078,1.012,1.169,1.012,1.03,1937680,2021658,-0.048,-4.4527,1.0433,0.7309,1.02,1.02,
502023.SH,鹏华国证钢铁行业,2015-09-10,1.03,1.018,1.03,1.012,1.015,830200,845157,-0.015,-1.4563,1.018,0.3132,1.02,1.02,
502023.SH,鹏华国证钢铁行业,2015-09-11,1.015,1.016,1.018,1.011,1.013,1039180,1054903,-0.002,-0.197,1.0151,0.392,1.02,1.02,
502023.SH,鹏华国证钢铁行业,2015-09-14,1.013,1.018,1.018,1.012,1.014,340100,344608,0.001,0.0987,1.0133,0.1283,1.016,1.016,
502023.SH,鹏华国证钢铁行业,2015-09-15,1.014,1,1.048,1,1.014,393700,401327,0,0,1.0194,0.1485,1.012,1.012,
502023.SH,鹏华国证钢铁行业,2015-09-16,1.014,1.024,1.024,1.005,1.019,165600,167877,0.005,0.4931,1.0138,0.0625,1.016,1.016,
502023.SH,鹏华国证钢铁行业,2015-09-17,1.019,1.011,1.012,1.006,1.006,113800,114753,-0.013,-1.2758,1.0084,0.0429,1.015,1.015,
502023.SH,鹏华国证钢铁行业,2015-09-18,1.006,1.009,1.009,1.009,1.009,16000,16144,0.003,0.2982,1.009,0.006,1.015,1.015,
502023.SH,鹏华国证钢铁行业,2015-09-21,1.009,1.025,1.025,1.012,1.017,223100,227121,0.008,0.7929,1.018,0.0842,1.017,1.017,
502023.SH,鹏华国证钢铁行业,2015-09-22,1.017,1.005,1.021,1.005,1.02,284400,287704,0.003,0.295,1.0116,0.1073,1.017,1.017,
502023.SH,鹏华国证钢铁行业,2015-09-23,1.02,1.008,1.018,1.008,1.009,264800,267285,-0.011,-1.0784,1.0094,0.0999,1.015,1.015,
502023.SH,鹏华国证钢铁行业,2015-09-24,1.009,1.007,1.02,1.007,1.009,50200,50553,0,0,1.007,0.0189,1.016,1.016,
502023.SH,鹏华国证钢铁行业,2015-09-25,1.009,1.019,1.021,1.007,1.01,135000,137622,0.001,0.0991,1.0194,0.0509,1.012,1.012,
502023.SH,鹏华国证钢铁行业,2015-09-28,1.01,1.009,1.01,1.009,1.01,90400,91214,0,0,1.009,0.0341,1.013,1.013,
502023.SH,鹏华国证钢铁行业,2015-09-29,1.01,1.01,1.01,1.003,1.004,700,705,-0.006,-0.5941,1.0071,0.0003,1.01,1.01,
502023.SH,鹏华国证钢铁行业,2015-09-30,1.004,1.008,1.009,1.006,1.006,97700,98368,0.002,0.1992,1.0068,0.0369,1.01,1.01,
502023.SH,鹏华国证钢铁行业,2015-10-08,1.006,0.991,1.016,0.991,1.007,42600,43242,0.001,0.0994,1.0151,0.0161,1.014,1.014,
502023.SH,鹏华国证钢铁行业,2015-10-09,1.007,1.014,1.014,1.006,1.007,128400,129753,0,0,1.0105,0.0484,1.017,1.017,
502023.SH,鹏华国证钢铁行业,2015-10-12,1.007,1.009,1.028,1.009,1.028,290600,297199,0.021,2.0854,1.0227,0.1096,1.023,1.023,
