代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150274.SZ,鹏华中证一带一路B,2015-05-25,--,1.099,1.099,1.099,1.099,616011,676996.1,--,--,1.099,0.4215,1.061,1.061,
150274.SZ,鹏华中证一带一路B,2015-05-26,1.099,1.209,1.209,1.209,1.209,10503903,12699218.7,0.11,10.0091,1.209,7.1878,1.097,1.097,
150274.SZ,鹏华中证一带一路B,2015-05-27,1.209,1.329,1.33,1.322,1.33,198227201,263526297.7,0.121,10.0083,1.3294,37.9359,1.091,1.091,
150274.SZ,鹏华中证一带一路B,2015-05-28,1.33,1.46,1.461,1.225,1.299,458631607,617985367.5,-0.031,-2.3308,1.3475,68.0331,0.954,0.954,
150274.SZ,鹏华中证一带一路B,2015-05-29,1.299,1.253,1.27,1.169,1.198,231313622,281637262.9,-0.101,-7.7752,1.2176,27.5923,0.946,0.946,
150274.SZ,鹏华中证一带一路B,2015-06-01,1.198,1.199,1.25,1.165,1.239,145149547,177230857.7,0.041,3.4224,1.221,16.9034,1.034,1.034,
150274.SZ,鹏华中证一带一路B,2015-06-02,1.239,1.25,1.336,1.245,1.312,154940020,200050194.7,0.073,5.8918,1.2911,17.9029,1.076,1.076,
150274.SZ,鹏华中证一带一路B,2015-06-03,1.312,1.313,1.331,1.25,1.275,108159696,138820233.2,-0.037,-2.8201,1.2835,12.2699,1.072,1.072,
150274.SZ,鹏华中证一带一路B,2015-06-04,1.275,1.268,1.268,1.152,1.235,93483117,113599675.2,-0.04,-3.1373,1.2152,10.4144,1.059,1.059,
150274.SZ,鹏华中证一带一路B,2015-06-05,1.235,1.251,1.359,1.248,1.359,189854608,247051860.2,0.124,10.0405,1.3013,21.135,1.131,1.131,
150274.SZ,鹏华中证一带一路B,2015-06-08,1.359,1.4,1.431,1.33,1.369,185378150,255321102,0.01,0.7358,1.3773,20.6862,1.135,1.135,
150274.SZ,鹏华中证一带一路B,2015-06-09,1.369,1.342,1.35,1.29,1.301,92975605,121871665.8,-0.068,-4.9671,1.3108,10.2322,1.093,1.093,
150274.SZ,鹏华中证一带一路B,2015-06-10,1.301,1.278,1.298,1.25,1.279,59829003,76387497.5,-0.022,-1.691,1.2768,6.6238,1.057,1.057,
150274.SZ,鹏华中证一带一路B,2015-06-11,1.279,1.269,1.297,1.242,1.251,64293316,80927875.5,-0.028,-2.1892,1.2587,7.114,1.046,1.046,
150274.SZ,鹏华中证一带一路B,2015-06-12,1.251,1.247,1.265,1.222,1.242,63760545,79102718.6,-0.009,-0.7194,1.2406,7.0842,1.054,1.054,
150274.SZ,鹏华中证一带一路B,2015-06-15,1.242,1.243,1.259,1.21,1.211,59874435,73434817.9,-0.031,-2.496,1.2265,6.83,1.014,1.014,
150274.SZ,鹏华中证一带一路B,2015-06-16,1.211,1.18,1.198,1.11,1.111,69681815,80703574.9,-0.1,-8.2576,1.1582,8.0778,0.906,0.906,
150274.SZ,鹏华中证一带一路B,2015-06-17,1.111,1.107,1.185,1.09,1.169,71385024,80478443.1,0.058,5.2205,1.1274,8.1716,0.946,0.946,
150274.SZ,鹏华中证一带一路B,2015-06-18,1.169,1.169,1.169,1.085,1.095,81043186,91140170.1,-0.074,-6.3302,1.1246,9.0337,0.861,0.861,
150274.SZ,鹏华中证一带一路B,2015-06-19,1.095,1.064,1.087,0.986,0.986,64196245,65681171.7,-0.109,-9.9543,1.0231,7.2699,0.719,0.719,
150274.SZ,鹏华中证一带一路B,2015-06-23,0.986,0.988,1.013,0.887,0.98,72868835,69436033.8,-0.006,-0.6085,0.9529,8.1328,0.761,0.761,
150274.SZ,鹏华中证一带一路B,2015-06-24,0.98,0.989,1.019,0.968,0.999,61762055,61388119.4,0.019,1.9388,0.9939,6.8117,0.813,0.813,
150274.SZ,鹏华中证一带一路B,2015-06-25,0.999,1.011,1.018,0.926,0.949,56945657,56164716.1,-0.05,-5.005,0.9863,6.4024,0.758,0.758,
150274.SZ,鹏华中证一带一路B,2015-06-26,0.949,0.916,0.923,0.854,0.854,64396349,56470441.3,-0.095,-10.0105,0.8769,7.4474,0.608,0.608,
150274.SZ,鹏华中证一带一路B,2015-06-29,0.854,0.871,0.906,0.769,0.769,71472899,56935581.9,-0.085,-9.9532,0.7966,8.095,0.528,0.528,
150274.SZ,鹏华中证一带一路B,2015-06-30,0.769,0.757,0.845,0.692,0.842,95530170,73200603.2,0.073,9.4928,0.7663,10.8198,0.628,0.628,
150274.SZ,鹏华中证一带一路B,2015-07-01,0.842,0.832,0.867,0.758,0.758,88595217,73221038.9,-0.084,-9.9762,0.8265,10.0368,0.53,0.53,
150274.SZ,鹏华中证一带一路B,2015-07-02,0.758,0.77,0.772,0.682,0.682,70955421,50933042.2,-0.076,-10.0264,0.7178,8.0599,0.437,0.437,
150274.SZ,鹏华中证一带一路B,2015-07-03,0.682,0.655,0.688,0.614,0.614,65815893,41458633.9,-0.068,-9.9707,0.6299,7.4764,0.333,0.333,
150274.SZ,鹏华中证一带一路B,2015-07-06,0.614,0.675,0.675,0.553,0.553,89937034,54383466.9,-0.061,-9.9349,0.6047,10.2337,0.339,0.339,
150274.SZ,鹏华中证一带一路B,2015-07-07,0.553,0.498,0.498,0.498,0.498,11146100,5550757.8,-0.055,-9.9458,0.498,1.2708,0.287,0.287,
150274.SZ,鹏华中证一带一路B,2015-07-08,0.498,0.448,0.448,0.448,0.448,1680900,753043.2,-0.05,-10.0402,0.448,0.1936,0.235,0.235,
150274.SZ,鹏华中证一带一路B,2015-07-09,0.448,0.403,0.492,0.403,0.43,436458416,190006878,-0.018,-4.0179,0.4353,52.176,1,0.275,
150274.SZ,鹏华中证一带一路B,2015-07-10,0.43,0.43,0.43,0.43,0.43,--,--,0,0,--,--,1.068,0.294,
150274.SZ,鹏华中证一带一路B,2015-07-13,0.43,1.175,1.175,1.175,1.175,5985267,7032688.7,0.745,10.0188,1.175,2.6031,1.131,0.311,
150274.SZ,鹏华中证一带一路B,2015-07-14,1.175,1.264,1.293,1.175,1.208,90825027,112934707.9,0.033,2.8085,1.2434,33.3873,1.109,0.305,
150274.SZ,鹏华中证一带一路B,2015-07-15,1.208,1.16,1.176,1.087,1.089,54962956,61071244.4,-0.119,-9.851,1.1111,23.7439,1.015,0.279,
150274.SZ,鹏华中证一带一路B,2015-07-16,1.089,1.001,1.16,0.981,1.13,36086108,39016404.8,0.041,3.7649,1.0812,18.1714,1.047,0.288,
150274.SZ,鹏华中证一带一路B,2015-07-17,1.13,1.129,1.243,1.101,1.241,24109621,28674008,0.111,9.823,1.1893,13.8943,1.155,0.317,
150274.SZ,鹏华中证一带一路B,2015-07-20,1.241,1.237,1.345,1.191,1.315,18655912,23900799.8,0.074,5.9629,1.2811,11.4582,1.204,0.331,
150274.SZ,鹏华中证一带一路B,2015-07-21,1.315,1.241,1.404,1.241,1.366,17905098,23955985.8,0.051,3.8783,1.3379,11.2475,1.234,0.339,
150274.SZ,鹏华中证一带一路B,2015-07-22,1.366,1.39,1.445,1.328,1.4,22203201,30435106.9,0.034,2.489,1.3708,14.1579,1.246,0.342,
150274.SZ,鹏华中证一带一路B,2015-07-23,1.4,1.399,1.469,1.376,1.455,16533890,23642120.3,0.055,3.9286,1.4299,10.8568,1.302,0.358,
150274.SZ,鹏华中证一带一路B,2015-07-24,1.455,1.452,1.538,1.369,1.408,18487736,27247087.5,-0.047,-3.2302,1.4738,12.5019,1.276,0.351,
150274.SZ,鹏华中证一带一路B,2015-07-27,1.408,1.349,1.456,1.267,1.267,13795197,18599145.9,-0.141,-10.0142,1.3482,9.4669,1.066,0.293,
150274.SZ,鹏华中证一带一路B,2015-07-28,1.267,1.142,1.242,1.14,1.14,10801808,12487734.7,-0.127,-10.0237,1.1561,7.6778,0.983,0.27,
150274.SZ,鹏华中证一带一路B,2015-07-29,1.14,1.14,1.254,1.111,1.24,14114441,16411726.8,0.1,8.7719,1.1628,10.0584,1.105,0.304,
150274.SZ,鹏华中证一带一路B,2015-07-30,1.24,1.23,1.29,1.166,1.202,11750230,14631851.4,-0.038,-3.0645,1.2452,8.7527,1.061,0.292,
150274.SZ,鹏华中证一带一路B,2015-07-31,1.202,1.182,1.222,1.09,1.154,6788064,7963923.7,-0.048,-3.9933,1.1732,5.2834,1.045,0.287,
150274.SZ,鹏华中证一带一路B,2015-08-03,1.154,1.148,1.148,1.054,1.081,7552235,8240558.2,-0.073,-6.3258,1.0911,5.9846,1.013,0.278,
150274.SZ,鹏华中证一带一路B,2015-08-04,1.081,1.085,1.189,1.085,1.189,8893748,10192547.8,0.108,9.9907,1.146,7.2705,1.116,0.307,
150274.SZ,鹏华中证一带一路B,2015-08-05,1.189,1.195,1.25,1.19,1.2,6467232,7910106.5,0.011,0.9251,1.2231,5.5372,1.096,0.301,
150274.SZ,鹏华中证一带一路B,2015-08-06,1.2,1.156,1.215,1.152,1.184,3074689,3664605.4,-0.016,-1.3333,1.1919,2.6714,1.078,0.296,
150274.SZ,鹏华中证一带一路B,2015-08-07,1.184,1.198,1.255,1.198,1.252,6943840,8629911,0.068,5.7432,1.2428,6.1136,1.142,0.314,
150274.SZ,鹏华中证一带一路B,2015-08-10,1.252,1.289,1.377,1.289,1.377,7684766,10328062.6,0.125,9.984,1.344,6.93,1.278,0.351,
150274.SZ,鹏华中证一带一路B,2015-08-11,1.377,1.41,1.45,1.351,1.412,9781686,13795966,0.035,2.5418,1.4104,8.9452,1.285,0.353,
150274.SZ,鹏华中证一带一路B,2015-08-12,1.412,1.388,1.415,1.356,1.376,7871172,10930482.6,-0.036,-2.5496,1.3887,7.2501,1.265,0.348,
150274.SZ,鹏华中证一带一路B,2015-08-13,1.376,1.373,1.448,1.34,1.419,6773740,9409420.3,0.043,3.125,1.3891,6.497,1.317,0.362,
150274.SZ,鹏华中证一带一路B,2015-08-14,1.419,1.423,1.45,1.385,1.416,8041722,11514290.2,-0.003,-0.2114,1.4318,7.8874,1.321,0.363,
150274.SZ,鹏华中证一带一路B,2015-08-17,1.416,1.386,1.42,1.373,1.407,4530786,6352875.8,-0.009,-0.6356,1.4022,4.3782,1.337,0.367,
150274.SZ,鹏华中证一带一路B,2015-08-18,1.407,1.419,1.419,1.266,1.266,3366112,4464168.1,-0.141,-10.0213,1.3262,3.3674,1.149,0.316,
150274.SZ,鹏华中证一带一路B,2015-08-19,1.266,1.238,1.298,1.15,1.286,3111227,3810963.3,0.02,1.5798,1.2249,3.1205,1.178,0.324,
150274.SZ,鹏华中证一带一路B,2015-08-20,1.286,1.25,1.271,1.18,1.182,4693457,5741858.3,-0.104,-8.0871,1.2234,4.7466,1.092,0.3,
150274.SZ,鹏华中证一带一路B,2015-08-21,1.182,1.18,1.18,1.125,1.133,2319030,2694627.7,-0.049,-4.1455,1.162,2.4053,1,0.275,
150274.SZ,鹏华中证一带一路B,2015-08-24,1.133,1.098,1.098,1.02,1.02,1009241,1034925.6,-0.113,-9.9735,1.0254,1.0449,0.822,0.226,
