代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502032.SH,中海中证高铁产业B,2015-08-07,--,1.098,1.098,1.052,1.089,4509606,4799957,--,--,1.0644,10.5658,0.999,0.999,
502032.SH,中海中证高铁产业B,2015-08-10,1.089,1.076,1.183,1.052,1.157,3467999,3806464,0.068,6.2443,1.0976,46.376,1.004,1.004,
502032.SH,中海中证高铁产业B,2015-08-11,1.157,1.12,1.148,1.09,1.11,1877708,2087050,-0.047,-4.0622,1.1115,24.9596,1.002,1.002,
502032.SH,中海中证高铁产业B,2015-08-12,1.11,1.09,1.1,1.061,1.08,3894765,4189502,-0.03,-2.7027,1.0757,38.349,1,1,
502032.SH,中海中证高铁产业B,2015-08-13,1.08,1.066,1.081,1.066,1.08,1823016,1959142,0,0,1.0747,20.6832,1.014,1.014,
502032.SH,中海中证高铁产业B,2015-08-14,1.08,1.1,1.118,1.08,1.098,3040952,3344607,0.018,1.6667,1.0999,40.0041,1.016,1.016,
502032.SH,中海中证高铁产业B,2015-08-17,1.098,1.098,1.098,1.071,1.083,1018492,1102321,-0.015,-1.3661,1.0823,17.5754,1.015,1.015,
502032.SH,中海中证高铁产业B,2015-08-18,1.083,1.077,1.087,1.053,1.06,1504455,1604349,-0.023,-2.1237,1.0664,29.6211,0.883,0.883,
502032.SH,中海中证高铁产业B,2015-08-19,1.06,1.047,1.047,0.956,1.014,1025331,1011046,-0.046,-4.3396,0.9861,20.0888,0.913,0.913,
502032.SH,中海中证高铁产业B,2015-08-20,1.014,1.011,1.011,0.95,0.95,466690,451371,-0.064,-6.3116,0.9672,9.0003,0.845,0.845,
502032.SH,中海中证高铁产业B,2015-08-21,0.95,0.951,0.951,0.87,0.87,378029,337200,-0.08,-8.4211,0.892,7.2215,0.745,0.745,
502032.SH,中海中证高铁产业B,2015-08-24,0.87,0.889,0.889,0.783,0.783,227600,184409,-0.087,-10,0.8102,4.9249,0.596,0.596,
502032.SH,中海中证高铁产业B,2015-08-25,0.783,0.705,0.76,0.705,0.705,68300,48175,-0.078,-9.9617,0.7053,1.5238,0.456,0.456,
502032.SH,中海中证高铁产业B,2015-08-26,0.705,0.636,0.722,0.635,0.698,900648,586995,-0.007,-0.9929,0.6517,20.0943,0.366,0.366,
502032.SH,中海中证高铁产业B,2015-08-27,0.698,0.628,0.698,0.628,0.63,739118,475313,-0.068,-9.7421,0.6431,16.4904,0.454,0.454,
