代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502002.SH,西部利得中证500B,2015-04-27,--,1.099,1.099,1.092,1.099,11337979,12460264,--,--,1.099,11.2997,0.998,0.998,
502002.SH,西部利得中证500B,2015-04-28,1.099,1.128,1.128,1.03,1.095,12904615,13887899,-0.004,-0.364,1.0762,18.4768,0.998,0.998,
502002.SH,西部利得中证500B,2015-04-29,1.095,1.073,1.099,1.021,1.072,12494150,13428413,-0.023,-2.1005,1.0748,17.9425,0.998,0.998,
502002.SH,西部利得中证500B,2015-04-30,1.072,1.073,1.075,1.065,1.074,6704646,7188999,0.002,0.1866,1.0722,24.3812,0.998,0.998,
502002.SH,西部利得中证500B,2015-05-04,1.074,1.074,1.074,1.066,1.072,4083057,4360509,-0.002,-0.1862,1.068,10.5519,1.001,1.001,
502002.SH,西部利得中证500B,2015-05-05,1.072,1.067,1.071,1.054,1.068,2518603,2679682,-0.004,-0.3731,1.064,7.0393,0.874,0.874,
502002.SH,西部利得中证500B,2015-05-06,1.068,1.02,1.058,0.99,1.008,1771050,1784462,-0.06,-5.618,1.0076,4.8231,0.843,0.843,
502002.SH,西部利得中证500B,2015-05-07,1.008,0.992,1,0.919,0.919,3143150,2933740,-0.089,-8.8294,0.9334,8.1531,0.802,0.802,
502002.SH,西部利得中证500B,2015-05-08,0.919,0.92,0.94,0.907,0.931,3196950,2930034,0.012,1.3058,0.9165,8.4697,0.865,0.865,
502002.SH,西部利得中证500B,2015-05-11,0.931,0.931,1.02,0.931,1.009,4814665,4707157,0.078,8.3781,0.9777,20.2602,0.942,0.942,
502002.SH,西部利得中证500B,2015-05-12,1.009,1.001,1.05,1,1.042,3624865,3723632,0.033,3.2706,1.0272,15.3027,0.978,0.978,
502002.SH,西部利得中证500B,2015-05-13,1.042,1.018,1.083,1.006,1.042,2250717,2347720,0,0,1.0431,9.7285,0.999,0.999,
502002.SH,西部利得中证500B,2015-05-14,1.042,1.039,1.068,1.03,1.05,1288700,1349390,0.008,0.7678,1.0471,5.7653,1.002,1.002,
502002.SH,西部利得中证500B,2015-05-15,1.05,1.05,1.061,1.022,1.035,881350,911367,-0.015,-1.4286,1.0341,4.0665,0.984,0.984,
502002.SH,西部利得中证500B,2015-05-18,1.035,1.034,1.044,1.009,1.044,1834450,1891147,0.009,0.8696,1.0309,9.1116,1.017,1.017,
502002.SH,西部利得中证500B,2015-05-19,1.044,1.033,1.063,1.026,1.058,1772053,1853831,0.014,1.341,1.0461,8.9963,1.062,1.062,
502002.SH,西部利得中证500B,2015-05-20,1.058,1.06,1.119,1.058,1.107,1978150,2174249,0.049,4.6314,1.0991,10.392,1.093,1.093,
502002.SH,西部利得中证500B,2015-05-21,1.107,1.107,1.145,1.091,1.143,3324750,3724255,0.036,3.252,1.1202,18.3203,1.161,1.161,
502002.SH,西部利得中证500B,2015-05-22,1.143,1.16,1.195,1.145,1.185,2113350,2472633,0.042,3.6745,1.17,11.6721,1.192,1.192,
502002.SH,西部利得中证500B,2015-05-25,1.185,1.19,1.3,1.15,1.277,2199155,2725501,0.092,7.7637,1.2393,11.8774,1.242,1.242,
502002.SH,西部利得中证500B,2015-05-26,1.277,1.4,1.404,1.3,1.358,4418805,6020957,0.081,6.343,1.3626,24.2759,1.302,1.302,
502002.SH,西部利得中证500B,2015-05-27,1.358,1.345,1.45,1.345,1.4,2517705,3502956,0.042,3.0928,1.3913,13.8337,1.326,1.326,
502002.SH,西部利得中证500B,2015-05-28,1.4,1.425,1.43,1.26,1.26,3764500,5057744,-0.14,-10,1.3435,21.1989,1.208,1.208,
502002.SH,西部利得中证500B,2015-05-29,1.26,1.242,1.33,1.183,1.309,2542750,3249913,0.049,3.8889,1.2781,14.3859,1.228,1.228,
502002.SH,西部利得中证500B,2015-06-01,1.309,1.31,1.397,1.309,1.395,3401155,4652631,0.086,6.5699,1.368,19.3581,1.333,1.333,
502002.SH,西部利得中证500B,2015-06-02,1.395,1.395,1.44,1.351,1.434,3018615,4242561,0.039,2.7957,1.4055,17.4288,1.415,1.415,
502002.SH,西部利得中证500B,2015-06-03,1.434,1.448,1.45,1.343,1.391,2050450,2862941,-0.043,-2.9986,1.3963,12.4797,1.43,1.43,
502002.SH,西部利得中证500B,2015-06-04,1.391,1.39,1.39,1.255,1.383,2159950,2894392,-0.008,-0.5751,1.34,13.3476,1.422,1.422,
502002.SH,西部利得中证500B,2015-06-05,1.383,1.375,1.418,1.334,1.395,2979050,4130735,0.012,0.8677,1.3866,18.367,1.464,1.464,
502002.SH,西部利得中证500B,2015-06-08,1.395,1.4,1.4,1.302,1.348,3087400,4181113,-0.047,-3.3692,1.3543,19.0344,1.439,1.439,
