代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150280.SZ,鹏华中证新能源B,2015-06-05,--,1.191,1.191,1.191,1.191,100,119.1,--,--,1.191,0.0002,1.107,1.107,
150280.SZ,鹏华中证新能源B,2015-06-08,1.191,1.31,1.31,1.309,1.31,52438396,68693322.6,0.119,9.9916,1.31,74.8323,1.07,1.07,
150280.SZ,鹏华中证新能源B,2015-06-09,1.31,1.31,1.396,1.3,1.31,59331213,78693513.7,0,0,1.3263,56.9222,1.096,1.096,
150280.SZ,鹏华中证新能源B,2015-06-10,1.31,1.313,1.316,1.232,1.298,23315821,30098257.5,-0.012,-0.916,1.2909,19.5963,1.088,1.088,
150280.SZ,鹏华中证新能源B,2015-06-11,1.298,1.288,1.314,1.265,1.282,14069903,18022664.4,-0.016,-1.2327,1.2809,12.1841,1.1,1.1,
150280.SZ,鹏华中证新能源B,2015-06-12,1.282,1.285,1.319,1.28,1.305,20721675,26992146.8,0.023,1.7941,1.3026,18.3199,1.116,1.116,
150280.SZ,鹏华中证新能源B,2015-06-15,1.305,1.325,1.33,1.275,1.3,17546252,22892017.7,-0.005,-0.3831,1.3047,16.4956,1.085,1.085,
150280.SZ,鹏华中证新能源B,2015-06-16,1.3,1.276,1.298,1.238,1.245,8460833,10708391.7,-0.055,-4.2308,1.2656,8.2482,0.995,0.995,
150280.SZ,鹏华中证新能源B,2015-06-17,1.245,1.22,1.343,1.134,1.275,18560070,22970235.5,0.03,2.4096,1.2376,17.2621,1.013,1.013,
150280.SZ,鹏华中证新能源B,2015-06-18,1.275,1.24,1.259,1.172,1.177,8329921,10197021.2,-0.098,-7.6863,1.2241,7.5063,0.931,0.931,
150280.SZ,鹏华中证新能源B,2015-06-19,1.177,1.132,1.172,1.059,1.059,13281650,14444769.1,-0.118,-10.0255,1.0876,11.2051,0.789,0.789,
150280.SZ,鹏华中证新能源B,2015-06-23,1.059,1.06,1.078,0.955,1.03,9671356,9784550.7,-0.029,-2.7384,1.0117,7.3602,0.8,0.8,
150280.SZ,鹏华中证新能源B,2015-06-24,1.03,1.04,1.085,1.02,1.053,9727857,10210280.3,0.023,2.233,1.0496,7.3935,0.838,0.838,
150280.SZ,鹏华中证新能源B,2015-06-25,1.053,1.055,1.061,0.974,0.977,12413695,12643936.3,-0.076,-7.2175,1.0185,9.8073,0.752,0.752,
150280.SZ,鹏华中证新能源B,2015-06-26,0.977,0.928,0.95,0.879,0.879,11984800,10697234.7,-0.098,-10.0307,0.8926,9.6381,0.598,0.598,
150280.SZ,鹏华中证新能源B,2015-06-29,0.879,0.89,0.89,0.791,0.791,9001625,7289039.7,-0.088,-10.0114,0.8097,6.7783,0.481,0.481,
150280.SZ,鹏华中证新能源B,2015-06-30,0.791,0.719,0.86,0.712,0.835,17617136,13845760,0.044,5.5626,0.7859,13.2124,0.571,0.571,
150280.SZ,鹏华中证新能源B,2015-07-01,0.835,0.805,0.829,0.752,0.752,14648810,11712558.1,-0.083,-9.9401,0.7996,10.9923,0.491,0.491,
150280.SZ,鹏华中证新能源B,2015-07-02,0.752,0.724,0.759,0.677,0.677,10189500,7061062.1,-0.075,-9.9734,0.693,7.3074,0.387,0.387,
150280.SZ,鹏华中证新能源B,2015-07-03,0.677,0.609,0.666,0.609,0.609,18468268,11389279.9,-0.068,-10.0443,0.6167,13.2401,0.305,0.305,
150280.SZ,鹏华中证新能源B,2015-07-06,0.609,0.669,0.669,0.548,0.548,20909768,12483066.5,-0.061,-10.0164,0.597,14.9874,0.292,0.292,
150280.SZ,鹏华中证新能源B,2015-07-07,0.548,0.493,0.493,0.493,0.493,1138900,561477.7,-0.055,-10.0365,0.493,0.7628,0.21,0.21,
150280.SZ,鹏华中证新能源B,2015-07-08,0.493,0.444,0.444,0.444,0.444,360500,160062,-0.049,-9.9391,0.444,0.2432,1,0.16,
150280.SZ,鹏华中证新能源B,2015-07-09,0.444,0.444,0.444,0.444,0.444,--,--,0,0,--,--,1.006,0.161,
150280.SZ,鹏华中证新能源B,2015-07-10,0.444,1.107,1.107,1.107,1.107,1237723,1370159.4,0.663,10.0398,1.107,5.2138,1.02,0.163,
150280.SZ,鹏华中证新能源B,2015-07-13,1.107,1.209,1.218,1.165,1.218,8582342,10313727.2,0.111,10.0271,1.2017,17.7347,1.043,0.167,
150280.SZ,鹏华中证新能源B,2015-07-14,1.218,1.218,1.32,1.16,1.23,13495777,16759709.3,0.012,0.9852,1.2418,25.6779,1.057,0.169,
150280.SZ,鹏华中证新能源B,2015-07-15,1.23,1.115,1.25,1.107,1.107,6329877,7268537.2,-0.123,-10,1.1483,12.2198,0.931,0.149,
150280.SZ,鹏华中证新能源B,2015-07-16,1.107,0.996,1.087,0.996,1.055,6556512,6724655.2,-0.052,-4.6974,1.0256,12.9781,0.971,0.156,
150280.SZ,鹏华中证新能源B,2015-07-17,1.055,1.05,1.161,1.001,1.158,7429683,8157772.9,0.103,9.763,1.098,16.1324,1.097,0.176,
150280.SZ,鹏华中证新能源B,2015-07-20,1.158,1.151,1.264,1.151,1.24,9921463,12052629.5,0.082,7.0812,1.2148,22.1672,1.146,0.184,
150280.SZ,鹏华中证新能源B,2015-07-21,1.24,1.24,1.3,1.19,1.28,5979563,7447805.3,0.04,3.2258,1.2455,14.6681,1.174,0.188,
150280.SZ,鹏华中证新能源B,2015-07-22,1.28,1.28,1.293,1.228,1.281,13208379,16901729.5,0.001,0.0781,1.2796,33.9395,1.2,0.192,
150280.SZ,鹏华中证新能源B,2015-07-23,1.281,1.28,1.399,1.272,1.399,12664494,16559918.2,0.118,9.2116,1.3076,37.0371,1.27,0.203,
150280.SZ,鹏华中证新能源B,2015-07-24,1.399,1.4,1.488,1.345,1.35,9167909,13111201.8,-0.049,-3.5025,1.4301,28.0446,1.238,0.198,
150280.SZ,鹏华中证新能源B,2015-07-27,1.35,1.301,1.367,1.215,1.215,8190046,10667016,-0.135,-10,1.3024,25.8333,1.057,0.169,
150280.SZ,鹏华中证新能源B,2015-07-28,1.215,1.094,1.199,1.094,1.094,4829021,5340766.9,-0.121,-9.9588,1.106,17.0395,0.977,0.156,
150280.SZ,鹏华中证新能源B,2015-07-29,1.094,1.097,1.185,1.025,1.182,4404308,4922558.8,0.088,8.0439,1.1177,15.4527,1.099,0.176,
150280.SZ,鹏华中证新能源B,2015-07-30,1.182,1.182,1.235,1.12,1.12,5558434,6588940.3,-0.062,-5.2453,1.1854,20.2722,1.045,0.167,
150280.SZ,鹏华中证新能源B,2015-07-31,1.12,1.068,1.154,1.068,1.1,2748797,3053588.8,-0.02,-1.7857,1.1109,11.0811,1.031,0.165,
150280.SZ,鹏华中证新能源B,2015-08-03,1.1,1.081,1.12,0.991,1.04,1855816,1927930.9,-0.06,-5.4545,1.0389,7.7753,0.942,0.151,
150280.SZ,鹏华中证新能源B,2015-08-04,1.04,1.04,1.144,1.012,1.144,1886682,2060607.5,0.104,10,1.0922,8.2739,1.068,0.171,
150280.SZ,鹏华中证新能源B,2015-08-05,1.144,1.18,1.212,1.147,1.171,2725719,3223452.7,0.027,2.3601,1.1826,12.1592,1.052,0.169,
150280.SZ,鹏华中证新能源B,2015-08-06,1.171,1.145,1.288,1.102,1.288,7042082,8913257.4,0.117,9.9915,1.2657,31.9486,1.096,0.176,
150280.SZ,鹏华中证新能源B,2015-08-07,1.288,1.306,1.378,1.281,1.344,7552880,9940202.9,0.056,4.3478,1.3161,33.9962,1.16,0.186,
150280.SZ,鹏华中证新能源B,2015-08-10,1.344,1.35,1.478,1.31,1.47,8978621,12474773.4,0.126,9.375,1.3894,31.6797,1.259,0.202,
150280.SZ,鹏华中证新能源B,2015-08-11,1.47,1.403,1.477,1.402,1.416,13149541,18822658.1,-0.054,-3.6735,1.4314,37.9077,1.259,0.202,
