代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
502022.SH,国金上证50B,2015-06-05,--,1.101,1.101,1.101,1.101,1027875,1131690,--,--,1.101,1.0805,1.001,1.001,
502022.SH,国金上证50B,2015-06-08,1.101,1.211,1.211,1.181,1.21,6999027,8439167,0.109,9.9001,1.2058,29.3336,1.003,1.003,
502022.SH,国金上证50B,2015-06-09,1.21,1.198,1.2,1.101,1.156,7005627,8088047,-0.054,-4.4628,1.1545,20.2889,0.993,0.993,
502022.SH,国金上证50B,2015-06-10,1.156,1.149,1.15,1.12,1.132,5484400,6215685,-0.024,-2.0761,1.1333,16.4657,0.971,0.971,
502022.SH,国金上证50B,2015-06-11,1.132,1.132,1.132,1.101,1.115,3303250,3673294,-0.017,-1.5018,1.112,9.5405,0.954,0.954,
502022.SH,国金上证50B,2015-06-12,1.115,1.114,1.13,1.1,1.106,3252652,3611069,-0.009,-0.8072,1.1102,10.2261,0.956,0.956,
502022.SH,国金上证50B,2015-06-15,1.106,1.11,1.114,1.065,1.067,3325800,3654094,-0.039,-3.5262,1.0987,10.3149,0.9,0.9,
502022.SH,国金上证50B,2015-06-16,1.067,1.074,1.08,1.001,1.022,2685700,2780431,-0.045,-4.2174,1.0353,8.2452,0.851,0.851,
502022.SH,国金上证50B,2015-06-17,1.022,1.025,1.04,1.001,1.02,2281300,2314410,-0.002,-0.1957,1.0145,6.7746,0.869,0.869,
502022.SH,国金上证50B,2015-06-18,1.02,1.02,1.02,0.95,0.954,2280650,2264927,-0.066,-6.4706,0.9931,6.5682,0.783,0.783,
502022.SH,国金上证50B,2015-06-19,0.954,0.953,0.953,0.87,0.87,1545174,1414411,-0.084,-8.805,0.9154,4.3181,0.691,0.691,
502022.SH,国金上证50B,2015-06-23,0.87,0.871,0.919,0.85,0.919,5338200,4748400,0.049,5.6322,0.8895,14.0879,0.75,0.75,
502022.SH,国金上证50B,2015-06-24,0.919,0.919,0.948,0.899,0.942,5228150,4792004,0.023,2.5027,0.9166,13.7252,0.774,0.774,
502022.SH,国金上证50B,2015-06-25,0.942,0.956,0.959,0.857,0.877,3908800,3618736,-0.065,-6.9002,0.9258,10.2369,0.72,0.72,
502022.SH,国金上证50B,2015-06-26,0.877,0.839,0.869,0.789,0.789,6047400,4902477,-0.088,-10.0342,0.8107,15.3203,0.6,0.6,
502022.SH,国金上证50B,2015-06-29,0.789,0.804,0.826,0.71,0.756,7375500,5728102,-0.033,-4.1825,0.7766,17.9525,0.566,0.566,
502022.SH,国金上证50B,2015-06-30,0.756,0.765,0.832,0.756,0.832,11245189,9115025,0.076,10.0529,0.8106,27.3716,0.675,0.675,
502022.SH,国金上证50B,2015-07-01,0.832,0.83,0.873,0.78,0.795,8182750,6822766,-0.037,-4.4471,0.8338,19.7445,0.598,0.598,
502022.SH,国金上证50B,2015-07-02,0.795,0.805,0.83,0.77,0.786,6293700,5055109,-0.009,-1.1321,0.8032,14.9688,0.586,0.586,
502022.SH,国金上证50B,2015-07-03,0.786,0.808,0.83,0.72,0.762,10298000,8121944,-0.024,-3.0534,0.7887,24.1512,0.515,0.515,
502022.SH,国金上证50B,2015-07-06,0.762,0.838,0.838,0.818,0.838,17237073,14336503,0.076,9.9738,0.8317,42.0717,0.611,0.611,
502022.SH,国金上证50B,2015-07-07,0.838,0.85,0.922,0.834,0.922,14338951,12741666,0.084,10.0239,0.8886,34.298,0.653,0.653,
502022.SH,国金上证50B,2015-07-08,0.922,0.845,0.922,0.83,0.83,13093542,11257937,-0.092,-9.9783,0.8598,30.9679,0.535,0.535,
502022.SH,国金上证50B,2015-07-09,0.83,0.747,0.91,0.747,0.873,16819429,14057290,0.043,5.1807,0.8358,37.4272,0.63,0.63,
502022.SH,国金上证50B,2015-07-10,0.873,0.87,0.938,0.79,0.86,17171237,15233470,-0.013,-1.4891,0.8872,39.0363,0.691,0.691,
502022.SH,国金上证50B,2015-07-13,0.86,0.81,0.856,0.791,0.828,14309011,11722237,-0.032,-3.7209,0.8192,32.5855,0.675,0.675,
502022.SH,国金上证50B,2015-07-14,0.828,0.797,0.8,0.745,0.749,9381574,7208781,-0.079,-9.5411,0.7684,21.2405,0.613,0.613,
502022.SH,国金上证50B,2015-07-15,0.749,0.738,0.738,0.674,0.706,10135209,7033443,-0.043,-5.741,0.694,25.393,0.606,0.606,
502022.SH,国金上证50B,2015-07-16,0.706,0.688,0.719,0.649,0.7,7027900,4804425,-0.006,-0.8499,0.6836,19.1746,0.602,0.602,
502022.SH,国金上证50B,2015-07-17,0.7,0.699,0.749,0.68,0.74,5189578,3745162,0.04,5.7143,0.7217,15.0885,0.645,0.645,
502022.SH,国金上证50B,2015-07-20,0.74,0.741,0.748,0.72,0.746,4427000,3264686,0.006,0.8108,0.7374,13.5784,0.627,0.627,
502022.SH,国金上证50B,2015-07-21,0.746,0.701,0.75,0.69,0.733,2639577,1935074,-0.013,-1.7426,0.7331,8.1507,0.619,0.619,
502022.SH,国金上证50B,2015-07-22,0.733,0.73,0.737,0.701,0.733,1974500,1430594,0,0,0.7245,6.2033,0.6,0.6,
502022.SH,国金上证50B,2015-07-23,0.733,0.73,0.775,0.73,0.772,8384727,6283781,0.039,5.3206,0.7494,28.7009,0.633,0.633,
502022.SH,国金上证50B,2015-07-24,0.772,0.779,0.786,0.741,0.743,6575391,5077047,-0.029,-3.7565,0.7721,23.0652,0.601,0.601,
502022.SH,国金上证50B,2015-07-27,0.743,0.706,0.748,0.669,0.669,2866950,1999641,-0.074,-9.9596,0.6975,9.8865,0.456,0.456,
502022.SH,国金上证50B,2015-07-28,0.669,0.61,0.666,0.602,0.602,3585500,2186976,-0.067,-10.0149,0.61,12.0329,0.449,0.449,
502022.SH,国金上证50B,2015-07-29,0.602,0.6,0.62,0.57,0.606,3350300,1974571,0.004,0.6645,0.5894,11.1778,0.474,0.474,
502022.SH,国金上证50B,2015-07-30,0.606,0.606,0.606,0.563,0.57,2398300,1415318,-0.036,-5.9406,0.5901,8.0019,0.438,0.438,
502022.SH,国金上证50B,2015-07-31,0.57,0.568,0.568,0.513,0.519,3785212,2003634,-0.051,-8.9474,0.5293,12.6501,0.434,0.434,
502022.SH,国金上证50B,2015-08-03,0.519,0.51,0.529,0.475,0.525,2367700,1190787,0.006,1.1561,0.5029,8.0001,0.443,0.443,
502022.SH,国金上证50B,2015-08-04,0.525,0.505,0.577,0.501,0.571,2676061,1450151,0.046,8.7619,0.5419,9.1603,0.48,0.48,
502022.SH,国金上证50B,2015-08-05,0.571,0.571,0.586,0.546,0.55,2706139,1524334,-0.021,-3.6778,0.5633,9.2987,0.451,0.451,
502022.SH,国金上证50B,2015-08-06,0.55,0.503,0.557,0.5,0.533,1077200,577863,-0.017,-3.0909,0.5364,3.7016,0.439,0.439,
502022.SH,国金上证50B,2015-08-07,0.533,0.539,0.558,0.523,0.551,1499850,825640,0.018,3.3771,0.5505,5.1775,0.46,0.46,
502022.SH,国金上证50B,2015-08-10,0.551,0.558,0.606,0.552,0.606,3806350,2242860,0.055,9.9819,0.5892,13.5959,0.526,0.526,
502022.SH,国金上证50B,2015-08-11,0.606,0.61,0.64,0.61,0.616,3194299,1982425,0.01,1.6502,0.6206,11.3384,0.51,0.51,
502022.SH,国金上证50B,2015-08-12,0.616,0.593,0.619,0.59,0.593,1748800,1049257,-0.023,-3.7338,0.6,6.2817,0.494,0.494,
502022.SH,国金上证50B,2015-08-13,0.593,0.593,0.605,0.58,0.6,2022383,1197590,0.007,1.1804,0.5922,7.2853,0.503,0.503,
502022.SH,国金上证50B,2015-08-14,0.6,0.622,0.634,0.594,0.6,1566700,949789,0,0,0.6062,5.6683,0.501,0.501,
502022.SH,国金上证50B,2015-08-17,0.6,0.6,0.6,0.571,0.593,1437450,841264,-0.007,-1.1667,0.5852,5.1838,0.484,0.484,
502022.SH,国金上证50B,2015-08-18,0.593,0.588,0.598,0.534,0.534,2224500,1247392,-0.059,-9.9494,0.5608,7.9749,0.401,0.401,
502022.SH,国金上证50B,2015-08-19,0.534,0.522,0.56,0.51,0.538,1512350,799847,0.004,0.7491,0.5289,5.3921,0.413,0.413,
502022.SH,国金上证50B,2015-08-20,0.538,0.501,0.537,0.501,0.515,1030750,537361,-0.023,-4.2751,0.5213,3.6554,0.371,0.371,
502022.SH,国金上证50B,2015-08-21,0.515,0.5,0.51,0.475,0.475,1660526,818251,-0.04,-7.767,0.4928,5.7548,0.323,0.323,
502022.SH,国金上证50B,2015-08-24,0.475,0.43,0.446,0.428,0.428,2077750,892384,-0.047,-9.8947,0.4295,7.1506,0.211,0.211,
502022.SH,国金上证50B,2015-08-25,0.428,0.385,0.385,0.385,0.385,317900,122392,-0.043,-10.0467,0.385,7.93,1,0.138,
502022.SH,国金上证50B,2015-08-26,0.385,0.385,0.385,0.385,0.385,--,--,0,0,--,--,1.023,0.1411,
502022.SH,国金上证50B,2015-08-27,0.385,1.124,1.124,1.1,1.124,4365894,4897060,0.739,9.9803,1.1217,64.1534,1.159,0.1599,
502022.SH,国金上证50B,2015-08-28,1.124,1.236,1.236,1.208,1.236,1918879,2361508,0.112,9.9644,1.2307,38.0059,1.239,0.1709,
502022.SH,国金上证50B,2015-08-31,1.236,1.262,1.295,1.162,1.292,1350739,1666254,0.056,4.5307,1.2336,28.4642,1.287,0.1776,
502022.SH,国金上证50B,2015-09-01,1.292,1.29,1.382,1.213,1.362,712682,905625,0.07,5.418,1.2707,15.8868,1.303,0.1798,
502022.SH,国金上证50B,2015-09-02,1.362,1.326,1.35,1.243,1.284,738718,951616,-0.078,-5.7269,1.2882,17.1591,1.31,0.1807,
502022.SH,国金上证50B,2015-09-07,1.284,1.3,1.33,1.22,1.236,656746,832995,-0.048,-3.7383,1.2684,16.9116,1.198,0.1653,
502022.SH,国金上证50B,2015-09-08,1.236,1.235,1.3,1.131,1.262,303655,374208,0.026,2.1036,1.2323,8.1722,1.248,0.1722,
502022.SH,国金上证50B,2015-09-09,1.262,1.262,1.34,1.25,1.3,456793,597509,0.038,3.0111,1.3081,12.9323,1.281,0.1767,
502022.SH,国金上证50B,2015-09-10,1.3,1.25,1.33,1.25,1.3,459871,589323,0,0,1.2815,14.5954,1.277,0.1762,
502022.SH,国金上证50B,2015-09-11,1.3,1.3,1.328,1.3,1.302,160652,210044,0.002,0.1538,1.3074,5.2919,1.264,0.1744,
502022.SH,国金上证50B,2015-09-14,1.302,1.318,1.318,1.252,1.304,251845,324474,0.002,0.1536,1.2884,8.7886,1.286,0.1774,
502022.SH,国金上证50B,2015-09-15,1.304,1.303,1.303,1.229,1.261,110981,140034,-0.043,-3.2975,1.2618,3.9872,1.237,0.1707,
502022.SH,国金上证50B,2015-09-16,1.261,1.236,1.385,1.236,1.38,72554,94253,0.119,9.437,1.2991,2.6067,1.307,0.1803,
502022.SH,国金上证50B,2015-09-17,1.38,1.297,1.375,1.297,1.324,174275,235090,-0.056,-4.058,1.349,6.3837,1.264,0.1744,
502022.SH,国金上证50B,2015-09-18,1.324,1.32,1.359,1.271,1.348,92827,124831,0.024,1.8127,1.3448,3.4008,1.266,0.1747,
502022.SH,国金上证50B,2015-09-21,1.348,1.247,1.347,1.247,1.344,49695,65062,-0.004,-0.2967,1.3092,1.8206,1.281,0.1767,
502022.SH,国金上证50B,2015-09-22,1.344,1.282,1.351,1.282,1.35,106063,140469,0.006,0.4464,1.3244,3.8857,1.304,0.1799,
