代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150086.SZ,申万菱信中小板B,2012-05-28,--,1,1,0.963,0.968,17941621,17398791.5,--,--,0.9697,21.7457,1,1,
150086.SZ,申万菱信中小板B,2012-05-29,0.968,0.967,0.969,0.964,0.969,10694885,10344576.3,0.001,0.1033,0.9672,12.9624,1.002,1.002,
150086.SZ,申万菱信中小板B,2012-05-30,0.969,0.969,0.969,0.963,0.963,1566114,1512376.1,-0.006,-0.6192,0.9657,2.2965,1.002,1.002,
150086.SZ,申万菱信中小板B,2012-05-31,0.963,0.96,0.992,0.96,0.963,2051656,1976288.1,0,0,0.9633,3.9024,1.003,1.003,
150086.SZ,申万菱信中小板B,2012-06-01,0.963,0.954,0.964,0.949,0.954,2154618,2062359.7,-0.009,-0.9346,0.9572,3.866,0.995,0.995,
150086.SZ,申万菱信中小板B,2012-06-04,0.954,0.948,0.948,0.916,0.916,2781451,2572029.4,-0.038,-3.9832,0.9247,5.0207,0.955,0.955,
150086.SZ,申万菱信中小板B,2012-06-05,0.916,0.917,0.918,0.904,0.911,2592820,2363005.3,-0.005,-0.5459,0.9114,5.1738,0.952,0.952,
150086.SZ,申万菱信中小板B,2012-06-06,0.911,0.908,0.912,0.885,0.896,2787084,2507557.5,-0.015,-1.6465,0.8997,5.6414,0.954,0.954,
150086.SZ,申万菱信中小板B,2012-06-07,0.896,0.91,0.91,0.887,0.899,2254900,2035632.6,0.003,0.3348,0.9028,4.5679,0.938,0.938,
150086.SZ,申万菱信中小板B,2012-06-08,0.899,0.898,0.904,0.887,0.891,3707400,3310372.2,-0.008,-0.8899,0.8929,7.5804,0.93,0.93,
150086.SZ,申万菱信中小板B,2012-06-11,0.891,0.895,0.909,0.873,0.908,4430020,3976841.7,0.017,1.908,0.8977,9.0364,0.961,0.961,
150086.SZ,申万菱信中小板B,2012-06-12,0.908,0.904,0.916,0.896,0.912,5222926,4753464.2,0.004,0.4405,0.9101,10.8716,0.961,0.961,
150086.SZ,申万菱信中小板B,2012-06-13,0.912,0.917,0.952,0.915,0.947,4413151,4103578.8,0.035,3.8377,0.9299,9.3175,0.997,0.997,
150086.SZ,申万菱信中小板B,2012-06-14,0.947,0.95,0.969,0.942,0.95,8560268,8224780.8,0.003,0.3168,0.9608,18.2068,0.983,0.983,
