代码,简称,日期,前收盘价(元),开盘价(元),最高价(元),最低价(元),收盘价(元),成交量(份),成交金额(元),涨跌(元),涨跌幅(%),均价(元),换手率(%),单位净值(元),累计净值(元),
150050.SZ,南方新兴消费进取,2012-04-25,--,0.995,1.079,0.995,1.055,109228465,114766360.9,--,--,1.0507,29.04,0.992,0.992,
150050.SZ,南方新兴消费进取,2012-04-26,1.055,1.059,1.071,1.053,1.056,39581209,41961478.6,0.001,0.0948,1.0601,12.9628,0.994,0.994,
150050.SZ,南方新兴消费进取,2012-04-27,1.056,1.055,1.059,1.051,1.051,18918089,19985775.7,-0.005,-0.4735,1.0564,8.0295,0.996,0.996,
150050.SZ,南方新兴消费进取,2012-05-02,1.051,1.056,1.058,1.046,1.054,13271795,13976989.1,0.003,0.2854,1.0531,6.686,1.009,1.009,
150050.SZ,南方新兴消费进取,2012-05-03,1.054,1.05,1.068,1.05,1.066,12536326,13325233.1,0.012,1.1385,1.0629,6.7336,1.014,1.014,
150050.SZ,南方新兴消费进取,2012-05-04,1.066,1.066,1.08,1.066,1.08,13952133,14989330.3,0.014,1.3133,1.0743,7.9904,1.026,1.026,
150050.SZ,南方新兴消费进取,2012-05-07,1.08,1.075,1.082,1.07,1.08,10355249,11148917.1,0,0,1.0766,6.3845,1.032,1.032,
150050.SZ,南方新兴消费进取,2012-05-08,1.08,1.08,1.08,1.065,1.073,6356836,6830687.1,-0.007,-0.6481,1.0745,4.1017,1.026,1.026,
150050.SZ,南方新兴消费进取,2012-05-09,1.073,1.066,1.073,1.06,1.068,3409536,3637672.6,-0.005,-0.466,1.0669,2.2998,1.011,1.011,
150050.SZ,南方新兴消费进取,2012-05-10,1.068,1.067,1.079,1.067,1.072,2229594,2386392.3,0.004,0.3745,1.0703,1.5499,1.011,1.011,
150050.SZ,南方新兴消费进取,2012-05-11,1.072,1.063,1.079,1.063,1.068,2370703,2540411.5,-0.004,-0.3731,1.0716,1.6855,1.007,1.007,
150050.SZ,南方新兴消费进取,2012-05-14,1.068,1.07,1.077,1.062,1.062,2633114,2813434.1,-0.006,-0.5618,1.0685,1.8978,1,1,
150050.SZ,南方新兴消费进取,2012-05-15,1.062,1.05,1.062,1.05,1.059,2530537,2675548.4,-0.003,-0.2825,1.0573,1.8378,1.008,1.008,
150050.SZ,南方新兴消费进取,2012-05-16,1.059,1.059,1.062,1.053,1.055,2398000,2538975.6,-0.004,-0.3777,1.0588,1.7729,0.998,0.998,
150050.SZ,南方新兴消费进取,2012-05-17,1.055,1.058,1.065,1.057,1.063,1058925,1124611.5,0.008,0.7583,1.062,0.806,1.008,1.008,
150050.SZ,南方新兴消费进取,2012-05-18,1.063,1.06,1.061,1.05,1.051,2336747,2467065.8,-0.012,-1.1289,1.0558,1.813,0.994,0.994,
150050.SZ,南方新兴消费进取,2012-05-21,1.051,1.041,1.062,1.041,1.06,2011208,2122113.1,0.009,0.8563,1.0551,1.5679,0.997,0.997,
150050.SZ,南方新兴消费进取,2012-05-22,1.06,1.06,1.068,1.05,1.065,2138334,2275832.6,0.005,0.4717,1.0643,1.6905,1.011,1.011,
150050.SZ,南方新兴消费进取,2012-05-23,1.065,1.058,1.065,1.058,1.061,1852557,1965094.8,-0.004,-0.3756,1.0607,1.4814,1.009,1.009,
150050.SZ,南方新兴消费进取,2012-05-24,1.061,1.05,1.064,1.05,1.052,1903840,2008364.9,-0.009,-0.8483,1.0549,1.5675,0.995,0.995,
150050.SZ,南方新兴消费进取,2012-05-25,1.052,1.046,1.052,1.034,1.037,3748497,3899575.2,-0.015,-1.4259,1.0403,3.0818,0.98,0.98,
150050.SZ,南方新兴消费进取,2012-05-28,1.037,1.03,1.05,1.028,1.05,1204944,1252472.5,0.013,1.2536,1.0394,0.9991,1.002,1.002,
150050.SZ,南方新兴消费进取,2012-05-29,1.05,1.049,1.066,1.049,1.061,3465630,3673060.7,0.011,1.0476,1.0599,2.9303,1.018,1.018,
150050.SZ,南方新兴消费进取,2012-05-30,1.061,1.061,1.069,1.061,1.064,5246371,5593911.4,0.003,0.2828,1.0662,4.4665,1.015,1.015,
150050.SZ,南方新兴消费进取,2012-05-31,1.064,1.051,1.069,1.051,1.066,4758712,5066650.2,0.002,0.188,1.0647,4.1229,1.021,1.021,
150050.SZ,南方新兴消费进取,2012-06-01,1.066,1.066,1.072,1.06,1.064,4010561,4283718.9,-0.002,-0.1876,1.0681,3.6486,1.023,1.023,
150050.SZ,南方新兴消费进取,2012-06-04,1.064,1.039,1.059,1.039,1.042,1173619,1233969.6,-0.022,-2.0677,1.0514,1.1026,0.997,0.997,
150050.SZ,南方新兴消费进取,2012-06-05,1.042,1.042,1.05,1.042,1.043,1713398,1789887,0.001,0.096,1.0446,1.6656,0.994,0.994,
150050.SZ,南方新兴消费进取,2012-06-06,1.043,1.042,1.044,1.035,1.035,921542,958751.6,-0.008,-0.767,1.0404,0.9055,0.99,0.99,
150050.SZ,南方新兴消费进取,2012-06-07,1.035,1.04,1.042,1.029,1.03,1013748,1051695.8,-0.005,-0.4831,1.0374,1.0048,0.984,0.984,
150050.SZ,南方新兴消费进取,2012-06-08,1.03,1.037,1.037,1.021,1.025,1181805,1217858.9,-0.005,-0.4854,1.0305,1.1793,0.98,0.98,
150050.SZ,南方新兴消费进取,2012-06-11,1.025,1.026,1.037,1.022,1.035,1368441,1409290.5,0.01,0.9756,1.0299,1.3715,0.996,0.996,
150050.SZ,南方新兴消费进取,2012-06-12,1.035,1.029,1.035,1.028,1.028,2096417,2158834.1,-0.007,-0.6763,1.0298,2.1102,0.994,0.994,
150050.SZ,南方新兴消费进取,2012-06-13,1.028,1.038,1.051,1.038,1.05,3880960,4057420.1,0.022,2.1401,1.0455,3.9379,1.02,1.02,
150050.SZ,南方新兴消费进取,2012-06-14,1.05,1.041,1.06,1.041,1.055,4950140,5223533.3,0.005,0.4762,1.0552,5.1307,1.023,1.023,
